PORTAL INFOCURSOS;;;;;;;;;;;
;;;;;;;;;;;
8) Taxa de desemprego registado no IEFP do curso;;;;;;;;;;;
;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroDiplomadosCurso;NumeroDiplomadosDesempregados;TaxaDesempregoRegistadoCurso
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Gerontologia Social;9668;Licenciatura;73;20;27,3
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Animação Socioeducativa;9675;Licenciatura;257;31;12
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Comunicação Organizacional;9717;Licenciatura;247;27;10,9
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Desporto e Lazer;9731;Licenciatura;121;14;11,5
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Língua Gestual Portuguesa;9774;Licenciatura;113;10;8,8
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Educação Básica;9853;Licenciatura;273;7;2,5
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Comunicação e Design Multimédia;9894;Licenciatura;160;26;16,2
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Arte e Design;9898;Licenciatura;107;17;15,8
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Teatro e Educação;9899;Licenciatura;46;6;13
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Secretariado de Direção e Administração;8519;Licenciatura;0;;
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Contabilidade e Auditoria;9061;Licenciatura;293;35;11,9
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Gestão de Empresas;9152;Licenciatura;324;41;12,6
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Informática de Gestão;9186;Licenciatura;85;3;3,5
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Contabilidade e Gestão Pública;9722;Licenciatura;119;13;10,9
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Solicitadoria e Administração;9801;Licenciatura;292;34;11,6
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Marketing e Negócios Internacionais;L023;Licenciatura;0;;
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;267;39;14,6
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura;61;3;4,9
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Electromecânica;9105;Licenciatura;141;15;10,6
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura;294;24;8,1
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;279;13;4,6
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;239;14;5,8
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Biomédica;9455;Licenciatura;66;2;3
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Biológica;9474;Licenciatura;117;13;11,1
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Informática (Curso Europeu);9770;Licenciatura;0;;
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;3065;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;40;0;0
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;3065;Publico;Politecnico;Administração e Finanças;9671;Licenciatura;144;26;18
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;3065;Publico;Politecnico;Desenvolvimento Regional e Ordenamento do Território;L018;Licenciatura;0;;
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Imagem Animada;8337;Licenciatura;0;;
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Ciências da Comunicação;9023;Licenciatura;133;21;15,7
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Design de Comunicação;9070;Licenciatura;104;11;10,5
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Educação Social;9084;Licenciatura;189;24;12,6
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Desporto;9563;Licenciatura;23;;
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Educação Básica;9853;Licenciatura;125;6;4,8
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Assessoria de Administração (regime nocturno);9008;Licenciatura;113;5;4,4
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Gestão;9147;Licenciatura;317;26;8,2
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Gestão (regime nocturno);9148;Licenciatura;0;;
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Gestão Hoteleira;9173;Licenciatura;129;12;9,3
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Marketing;9205;Licenciatura;36;4;11,1
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Turismo;9254;Licenciatura;207;35;16,9
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;270;30;11,1
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;101;12;11,8
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Tecnologias de Informação e Comunicação;9250;Licenciatura;0;;
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Engenharia Eléctrica e Electrónica;9503;Licenciatura;117;9;7,6
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Tecnologia e Segurança Alimentar;L028;Licenciatura;0;;
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Gestão;9147;Licenciatura;165;2;1,2
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Gestão (regime nocturno);9148;Licenciatura;0;;
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Turismo;9254;Licenciatura;73;5;6,8
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Informação e Animação Turística;9383;Licenciatura;59;8;13,5
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Comunicação Multimédia;8339;Licenciatura;20;;
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Animação Sociocultural;9005;Licenciatura;80;15;18,7
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Desporto;9563;Licenciatura;155;25;16,1
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Comunicação e Relações Públicas;9652;Licenciatura;103;13;12,6
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Educação Básica;9853;Licenciatura;83;4;4,8
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Contabilidade;9056;Licenciatura;133;18;13,5
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Design de Equipamento;9072;Licenciatura;69;18;26
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;88;11;12,5
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;70;7;10
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Topográfica;9128;Licenciatura;55;9;16,3
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão;9147;Licenciatura;115;19;16,5
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão de Recursos Humanos;9157;Licenciatura;146;14;9,5
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Marketing;9205;Licenciatura;81;19;23,4
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Energia e Ambiente;9855;Licenciatura;38;6;15,7
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Gestão Hoteleira;9173;Licenciatura;112;8;7,1
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Turismo e Lazer;9255;Licenciatura;80;11;13,7
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Restauração e Catering;9484;Licenciatura;22;;
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Social;9084;Licenciatura;327;46;14
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Serviço Social;9238;Licenciatura;405;52;12,8
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Animação Cultural;9466;Licenciatura;97;19;19,5
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Tradução e Interpretação: Português/Chinês - Chinês/Português;9492;Licenciatura;37;2;5,4
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação Social e Educação Multimédia;9719;Licenciatura;232;27;11,6
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Relações Humanas e Comunicação Organizacional;9797;Licenciatura;137;17;12,4
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Bem-Estar;9851;Licenciatura;178;23;12,9
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Básica;9853;Licenciatura;280;7;2,5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Administração Pública;9002;Licenciatura;109;16;14,6
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;212;19;8,9
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura;4;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura;191;16;8,3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;254;5;1,9
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;138;2;1,4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão;9147;Licenciatura;338;29;8,5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing;9205;Licenciatura;178;20;11,2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Protecção Civil;9218;Licenciatura;74;10;13,5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria;9242;Licenciatura;434;44;10,1
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Informática para a Saúde;9481;Licenciatura;108;2;1,8
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Tecnologia dos Equipamentos de Saúde;9489;Licenciatura;96;13;13,5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Contabilidade e Finanças;9627;Licenciatura;214;13;6
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia da Energia e do Ambiente;9648;Licenciatura;107;18;16,8
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Biomecânica;9690;Licenciatura;87;9;10,3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Automóvel;9741;Licenciatura;143;6;4,1
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Produto - Cerâmica e Vidro;8525;Licenciatura;37;5;13,5
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Artes Plásticas;9007;Licenciatura;162;17;10,4
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Industrial;9074;Licenciatura;127;15;11,8
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Teatro;9243;Licenciatura;65;9;13,8
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Som e Imagem;9457;Licenciatura;235;27;11,4
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Ambientes;9723;Licenciatura;91;14;15,3
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Gráfico e Multimédia;9729;Licenciatura;342;43;12,5
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão de Eventos;8514;Licenciatura;56;10;17,8
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Biologia Marinha e Biotecnologia;9014;Licenciatura;156;19;12,1
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão Turística e Hoteleira;9178;Licenciatura;246;21;8,5
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing Turístico;9207;Licenciatura;160;21;13,1
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Turismo;9254;Licenciatura;132;11;8,3
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Restauração e Catering;9484;Licenciatura;80;4;5
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Animação Turística;9848;Licenciatura;50;6;12
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Tecnologia e Segurança Alimentar;L028;Licenciatura;128;16;12,5
Instituto Politécnico de Lisboa;3110;Escola Superior de Dança;3111;Publico;Politecnico;Dança;9068;Licenciatura;132;2;1,5
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Música na Comunidade;8009;Licenciatura;31;1;0,032
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Artes Visuais e Tecnologias;8307;Licenciatura;11;;
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Animação Sociocultural;9005;Licenciatura;162;21;12,9
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Básica;9853;Licenciatura;585;8;1,3
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Audiovisual e Multimédia;9010;Licenciatura;180;16;8,8
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Jornalismo;9191;Licenciatura;197;20;10,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Publicidade e Marketing;9222;Licenciatura;226;24;10,6
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Relações Públicas e Comunicação Empresarial;9231;Licenciatura;174;9;5,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Jazz (regime pós-laboral);8343;Licenciatura;47;0;0
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Execução;9782;Licenciatura;201;1;0,4
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Composição, Direção e Formação Musical;L012;Licenciatura;51;3;5,8
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Cinema;9048;Licenciatura;132;14;10,6
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Teatro;9243;Licenciatura;177;10;5,6
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;807;53;6,5
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Gestão;9147;Licenciatura;445;33;7,4
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Solicitadoria;9242;Licenciatura;33;0;0
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Finanças Empresariais;9476;Licenciatura;168;10;5,9
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;522;48;9,1
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrónica e Telecomunicações e de Computadores;9108;Licenciatura;165;5;3
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura;347;11;3,1
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática e de Computadores;9121;Licenciatura;165;1;0,6
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;405;26;6,4
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Química e Biológica;9126;Licenciatura;169;14;8,2
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação;3121;Publico;Politecnico;Serviço Social;9238;Licenciatura;217;41;18,8
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação;3121;Publico;Politecnico;Turismo;9254;Licenciatura;63;12;19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação;3121;Publico;Politecnico;Jornalismo e Comunicação;9773;Licenciatura;98;11;11,2
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação;3121;Publico;Politecnico;Educação Básica;9853;Licenciatura;57;4;7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Relações Públicas e Secretariado;8394;Licenciatura;90;12;13,3
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Comunicação;9070;Licenciatura;86;20;23,2
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;35;2;5,7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão;9147;Licenciatura;188;14;7,4
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design e Animação Multimédia;9469;Licenciatura;53;9;16,9
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Administração de Publicidade e Marketing;9670;Licenciatura;99;14;14,1
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Engenharia das Energias Renováveis e Ambiente;9856;Licenciatura;60;9;15
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Tecnologias de Produção de Biocombustíveis;L033;Licenciatura;0;;
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária;3123;Publico;Politecnico;Agronomia;9003;Licenciatura;67;2;2,9
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária;3123;Publico;Politecnico;Enfermagem Veterinária;9085;Licenciatura;133;16;12
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária;3123;Publico;Politecnico;Equinicultura;9130;Licenciatura;32;4;12,5
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Línguas e Culturas Estrangeiras;8002;Licenciatura;53;7;13,2
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Artes Visuais e Tecnologias Artísticas;8264;Licenciatura;60;7;11,6
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social;9084;Licenciatura;359;73;20,3
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ciências do Desporto;9707;Licenciatura;78;10;12,8
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património;9767;Licenciatura;141;20;14,1
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Tradução e Interpretação em Língua Gestual Portuguesa;9807;Licenciatura;120;11;9,1
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Básica;9853;Licenciatura;243;6;2,4
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Musical;9878;Licenciatura;49;0;0
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Tecnologia da Comunicação Audiovisual;9244;Licenciatura;101;16;15,8
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Instrumento;9784;Licenciatura;152;1;0,6
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Canto;9836;Licenciatura;13;;
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Composição;9837;Licenciatura;15;;
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Jazz;9838;Licenciatura;40;0;0
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Música Antiga;9839;Licenciatura;24;;
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Produção e Tecnologias da Música;9840;Licenciatura;54;5;9,2
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Teatro, variante de Interpretação;9842;Licenciatura;59;5;8,4
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Teatro, variante de Produção e Design;9843;Licenciatura;37;4;10,8
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Tecnologia da Comunicação Multimédia;9863;Licenciatura;40;9;22,5
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Ciências e Tecnologias da Documentação e Informação;9043;Licenciatura;54;4;7,4
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;190;6;3,1
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Design;9069;Licenciatura;146;19;13
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura;70;2;2,8
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;59;1;1,6
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Gestão e Administração Hoteleira;9164;Licenciatura;141;19;13,4
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Recursos Humanos;9227;Licenciatura;126;18;14,2
Instituto Politécnico do Porto;3130;Escola Superior de Estudos Industriais e de Gestão;3133;Publico;Politecnico;Engenharia Biomédica;9455;Licenciatura;64;1;1,5
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução;9009;Licenciatura;175;14;8
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial;9053;Licenciatura;206;23;11,1
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;734;73;9,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing;9205;Licenciatura;240;32;13,3
