PORTAL INFOCURSOS;;;;;;;;;;;
;;;;;;;;;;;
8) Taxa de desemprego registado no IEFP do curso;;;;;;;;;;;
;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroDiplomadosCurso;NumeroDiplomadosDesempregados;TaxaDesempregoRegistadoCurso
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Africanos;9131;Licenciatura;57;5;8,7
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Clássicos;9133;Licenciatura;19;;
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Europeus;9135;Licenciatura;107;11;10,2
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Filosofia;9139;Licenciatura;61;3;4,9
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;História;9181;Licenciatura;131;13;9,9
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;História da Arte;9182;Licenciatura;95;7;7,3
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura;376;35;9,3
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Tradução;9252;Licenciatura;121;6;4,9
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Asiáticos;9914;Licenciatura;40;8;20
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Portugueses;9917;Licenciatura;43;7;16,2
Universidade de Lisboa;1500;Faculdade de Medicina;1507;Publico;Universitario;Medicina;9813;MestradoIntegrado;1316;1;0
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Publico;Universitario;Medicina Dentária;9548;MestradoIntegrado;248;7;2,8
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Publico;Universitario;Higiene Oral;9556;Licenciatura;164;14;8,5
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Publico;Universitario;Prótese Dentária;9791;Licenciatura;166;22;13,2
Universidade de Lisboa;1500;Faculdade de Medicina Veterinária;1509;Publico;Universitario;Medicina Veterinária;9847;MestradoIntegrado;345;18;5,2
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Dança;9068;Licenciatura;45;3;6,6
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Gestão do Desporto;9162;Licenciatura;83;12;14,4
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Ciências do Desporto;9707;Licenciatura;395;22;5,5
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Ergonomia;9753;Licenciatura;27;;
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Reabilitação Psicomotora;9841;Licenciatura;218;18;8,2
Universidade de Lisboa;1500;Faculdade de Psicologia;1511;Publico;Universitario;Psicologia;9555;MestradoIntegrado;495;86;17,3
Universidade de Lisboa;1500;Instituto de Geografia e Ordenamento do Território;1514;Publico;Universitario;Planeamento e Gestão do Território;8411;Licenciatura;9;;
Universidade de Lisboa;1500;Instituto de Geografia e Ordenamento do Território;1514;Publico;Universitario;Geografia;9143;Licenciatura;282;32;11,3
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Arquitectura Paisagista;8258;Licenciatura;228;21;9,2
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Florestal e dos Recursos Naturais;8377;Licenciatura;60;4;6,6
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Biologia;9011;Licenciatura;107;9;8,4
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Agronómica;9086;Licenciatura;145;13;8,9
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Alimentar;9087;Licenciatura;159;10;6,2
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia do Ambiente;9099;Licenciatura;79;7;8,8
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Zootécnica;9129;Licenciatura;103;10;9,7
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Administração Pública;9002;Licenciatura;272;54;19,8
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Ciência Política;9019;Licenciatura;107;12;11,2
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura;186;33;17,7
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Relações Internacionais;9229;Licenciatura;296;25;8,4
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Serviço Social;9238;Licenciatura;255;31;12,1
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Sociologia;9240;Licenciatura;167;27;16,1
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Antropologia;9448;Licenciatura;75;8;10,6
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Economia;9081;Licenciatura;500;24;4,8
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Finanças;9140;Licenciatura;81;4;4,9
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Gestão;9147;Licenciatura;744;37;4,9
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Matemática Aplicada à Economia e à Gestão;9210;Licenciatura;73;1;1,3
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia de Materiais;9096;Licenciatura;39;0;0
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Informática e de Computadores;9121;Licenciatura;439;14;3,1
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;181;9;4,9
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Matemática Aplicada e Computação;9345;Licenciatura;78;0;0
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Aeroespacial;9357;MestradoIntegrado;147;4;2,7
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Biológica;9358;MestradoIntegrado;143;8;5,5
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Biomédica;9359;MestradoIntegrado;125;4;3,2
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;557;45;8
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;MestradoIntegrado;527;13;2,4
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Mecânica;9369;MestradoIntegrado;333;18;5,4
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Física Tecnológica;9458;MestradoIntegrado;111;4;3,6
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Química;9461;MestradoIntegrado;150;11;7,3
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia do Ambiente;9508;MestradoIntegrado;90;5;5,5
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia e Arquitectura Naval;9911;Licenciatura;32;1;3,1
Universidade de Lisboa;1500;Instituto Superior Técnico (Alameda);1518;Publico;Universitario;Engenharia Geológica e de Minas;9913;Licenciatura;36;1;2,7
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia de Telecomunicações e Informática;9098;Licenciatura;128;2;1,5
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia e Gestão Industrial;9104;Licenciatura;195;8;4,1
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia Informática e de Computadores;9121;Licenciatura;245;1;0,4
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia Electrónica;9912;Licenciatura;56;0;0
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;154;14;9,1
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Direito;9078;Licenciatura;660;33;5
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Economia;9081;Licenciatura;10;;
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Engenharia Informática;9119;Licenciatura;153;6;3,9
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Gestão;9147;Licenciatura;311;26;8,4
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Gestão e Administração Pública;9165;Licenciatura;7;;
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;História;9181;Licenciatura;4;;
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Informática de Gestão;9186;Licenciatura;30;1;3,3
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Psicologia;9219;Licenciatura;69;9;13
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Relações Internacionais;9229;Licenciatura;53;3;5,7
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Arquitectura;9257;MestradoIntegrado;81;12;14,8
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitario;Microbiologia;8257;Licenciatura;31;4;12,9
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitario;Bioengenharia;9540;Licenciatura;82;6;7,3
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura;126;29;23
Universidade Católica Portuguesa;2200;Escola Superior Politécnica de Saúde (Lisboa);2215;Privado;Politecnico;Enfermagem;9500;Licenciatura;222;11;5
Universidade Católica Portuguesa;2200;Escola Superior Politécnica de Saúde (Porto);2216;Privado;Politecnico;Enfermagem;9500;Licenciatura;364;36;9,9
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Psicologia;9219;Licenciatura;0;;
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Serviço Social;9238;Licenciatura;121;17;14
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Línguas Estrangeiras Aplicadas;9378;Licenciatura;25;;
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Comunicação Social e Cultural;9453;Licenciatura;463;39;8,4
Universidade Católica Portuguesa;2200;Faculdade de Ciências Sociais;2221;Privado;Universitario;Serviço Social;9238;Licenciatura;230;86;37,4
Universidade Católica Portuguesa;2200;Faculdade de Ciências Sociais;2221;Privado;Universitario;Tecnologias de Informação e Comunicação;9250;Licenciatura;50;7;14
Universidade Católica Portuguesa;2200;Faculdade de Ciências Sociais;2221;Privado;Universitario;Turismo;9254;Licenciatura;0;;
Universidade Católica Portuguesa;2200;Centro Regional das Beiras;2225;Privado;Universitario;Gestão;9147;Licenciatura;28;;
Universidade Católica Portuguesa;2200;Centro Regional das Beiras;2225;Privado;Universitario;Ciências Biomédicas;9351;Licenciatura;11;;
Universidade Católica Portuguesa;2200;Centro Regional das Beiras;2225;Privado;Universitario;Medicina Dentária;9548;MestradoIntegrado;198;9;4,5
Universidade Católica Portuguesa;2200;Faculdade de Filosofia;2230;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;118;22;18,6
Universidade Católica Portuguesa;2200;Faculdade de Filosofia;2230;Privado;Universitario;Filosofia;9139;Licenciatura;29;;
Universidade Católica Portuguesa;2200;Faculdade de Filosofia;2230;Privado;Universitario;Psicologia;9219;Licenciatura;178;25;14
Universidade Católica Portuguesa;2200;Faculdade de Teologia;2240;Privado;Universitario;Ciências Religiosas;9452;Licenciatura;67;6;9
Universidade Católica Portuguesa;2200;Faculdade de Teologia;2240;Privado;Universitario;Teologia;9553;MestradoIntegrado;64;0;0
Universidade Católica Portuguesa;2200;Faculdade de Teologia (Braga);2241;Privado;Universitario;Ciências Religiosas;9452;Licenciatura;9;;
Universidade Católica Portuguesa;2200;Faculdade de Teologia (Braga);2241;Privado;Universitario;Teologia;9553;MestradoIntegrado;30;0;0
Universidade Católica Portuguesa;2200;Faculdade de Teologia (Porto);2242;Privado;Universitario;Ciências Religiosas;9452;Licenciatura;20;;
Universidade Católica Portuguesa;2200;Faculdade de Teologia (Porto);2242;Privado;Universitario;Teologia;9553;MestradoIntegrado;51;0;0
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitario;Som e Imagem;9457;Licenciatura;205;30;14,6
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitario;Arte - Conservação e Restauro;9551;Licenciatura;43;9;20,9
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitario;Administração e Gestão de Empresas;9059;Licenciatura;629;18;2,9
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitario;Economia;9081;Licenciatura;139;5;3,6
Universidade Católica Portuguesa;2200;Faculdade de Economia e Gestão;2271;Privado;Universitario;Economia;9081;Licenciatura;151;16;10,6
Universidade Católica Portuguesa;2200;Faculdade de Economia e Gestão;2271;Privado;Universitario;Gestão;9147;Licenciatura;408;33;8,1
Universidade Católica Portuguesa;2200;Faculdade de Direito;2280;Privado;Universitario;Direito;9078;Licenciatura;342;10;2,9
Universidade Católica Portuguesa;2200;Faculdade de Direito (Porto);2281;Privado;Universitario;Direito;9078;Licenciatura;498;58;11,6
Universidade Católica Portuguesa;2200;Faculdade de Educação e Psicologia;2289;Privado;Universitario;Psicologia;9219;Licenciatura;164;7;4,3
Universidade Católica Portuguesa;2200;Instituto de Estudos Políticos;2295;Privado;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura;0;;
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Políticas de Segurança;8058;Licenciatura;64;2;3,1
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Jazz e Música Moderna;8175;Licenciatura;17;;
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Comunicação e Multimédia;9052;Licenciatura;125;25;20
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Design;9069;Licenciatura;121;21;17,4
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Direito;9078;Licenciatura;342;29;8,5
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Economia;9081;Licenciatura;112;10;8,9
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Engenharia Informática;9119;Licenciatura;29;;
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Gestão de Empresa;9151;Licenciatura;224;17;7,6
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;67;5;7,5
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Informática;9185;Licenciatura;29;;
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Psicologia;9219;Licenciatura;90;12;13,3
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Relações Internacionais;9229;Licenciatura;72;4;5,6
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Serviço Social;9238;Licenciatura;180;33;18,3
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Solicitadoria;9242;Licenciatura;49;5;10,2
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Turismo;9254;Licenciatura;56;7;12,5
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Arquitectura;9257;MestradoIntegrado;565;108;19,1
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Gestão das Organizações Desportivas;9763;Licenciatura;14;;
Universidade Lusíada;2400;Universidade Lusíada;2400;Privado;Universitario;Motricidade Humana;9780;Licenciatura;4;;
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Criminologia;9066;Licenciatura;69;15;21,7
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Direito;9078;Licenciatura;448;66;14,7
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Economia;9081;Licenciatura;107;15;14
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Gestão de Empresa;9151;Licenciatura;180;22;12,2
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Marketing;9205;Licenciatura;4;;
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Psicologia;9219;Licenciatura;179;34;19
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Relações Internacionais;9229;Licenciatura;41;8;19,5
Universidade Lusíada do Porto;2401;Universidade Lusíada do Porto;2401;Privado;Universitario;Arquitectura;9257;MestradoIntegrado;390;103;26,4
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Ciências Económicas e Empresariais;9044;Licenciatura;125;10;8
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Design;9069;Licenciatura;49;6;12,2
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Engenharia e Gestão Industrial;9104;Licenciatura;70;7;10
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Engenharia Mecânica;9123;Licenciatura;11;;
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Gestão;9147;Licenciatura;0;;
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Marketing;9205;Licenciatura;44;4;9,1
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Arquitectura;9257;MestradoIntegrado;105;54;51,4
Universidade Lusíada de Vila Nova de Famalicão;2402;Universidade Lusíada de Vila Nova de Famalicão;2402;Privado;Universitario;Engenharia Electrónica e Informática;9547;Licenciatura;67;11;16,4
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Direito;9078;Licenciatura;124;25;20,2
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Economia;9081;Licenciatura;86;18;20,9
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Educação Social;9084;Licenciatura;112;45;40,2
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Gestão;9147;Licenciatura;167;34;20,4
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Informática;9185;Licenciatura;14;;
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Psicologia;9219;Licenciatura;92;14;15,2
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Solicitadoria;9242;Licenciatura;48;5;10,4
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Turismo;9254;Licenciatura;0;;
Universidade Portucalense Infante D. Henrique;2500;Universidade Portucalense Infante D. Henrique;2500;Privado;Universitario;Gestão e Sistemas de Informação;9647;Licenciatura;0;;
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Sistemas e Tecnologias da Informação;8147;Licenciatura;12;;
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Contabilidade e Auditoria;9061;Licenciatura;19;;
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Gestão;9147;Licenciatura;49;5;10,2
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Gestão de Sistemas e Computação;9159;Licenciatura;25;;
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Gestão do Ambiente e do Território;9161;Licenciatura;32;1;3,1
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Gestão em Saúde;9170;Licenciatura;34;3;8,8
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura;102;10;9,8
Universidade Atlântica;2700;Universidade Atlântica;2700;Privado;Universitario;Marketing e Comunicação Empresarial;9664;Licenciatura;21;;
Universidade Atlântica;2700;Escola Superior de Saúde Atlântica;2701;Privado;Politecnico;Análises Clínicas e de Saúde Pública;9497;Licenciatura;63;4;6,3
Universidade Atlântica;2700;Escola Superior de Saúde Atlântica;2701;Privado;Politecnico;Enfermagem;9500;Licenciatura;176;8;4,5
Universidade Atlântica;2700;Escola Superior de Saúde Atlântica;2701;Privado;Politecnico;Fisioterapia;9504;Licenciatura;157;18;11,5
Universidade Atlântica;2700;Escola Superior de Saúde Atlântica;2701;Privado;Politecnico;Radiologia;9505;Licenciatura;43;8;18,6
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura;31;6;19,4
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;102;31;30,4
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Ciências Empresariais;9045;Licenciatura;63;12;19
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Criminologia;9066;Licenciatura;61;42;68,9
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Engenharia Civil;9089;Licenciatura;197;15;7,6
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Engenharia do Ambiente;9099;Licenciatura;29;;
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Engenharia Informática;9119;Licenciatura;67;9;13,4
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Psicologia;9219;Licenciatura;39;13;33,3
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;226;47;20,8
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Engenharia e Gestão da Qualidade;9502;Licenciatura;21;;
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Arquitectura e Urbanismo;9507;MestradoIntegrado;14;;
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Medicina Dentária;9548;MestradoIntegrado;348;33;9,5
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa;2750;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura;8;;
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa (unidade de Ponte de Lima);2751;Privado;Universitario;Gestão Comercial e Contabilidade;9762;Licenciatura;43;5;11,6
Universidade Fernando Pessoa;2750;Escola Superior de Saúde;2752;Privado;Politecnico;Análises Clínicas e de Saúde Pública;9497;Licenciatura;46;21;45,7
Universidade Fernando Pessoa;2750;Escola Superior de Saúde;2752;Privado;Politecnico;Enfermagem;9500;Licenciatura;182;25;13,7
Universidade Fernando Pessoa;2750;Escola Superior de Saúde;2752;Privado;Politecnico;Fisioterapia;9504;Licenciatura;302;26;8,6
Universidade Fernando Pessoa;2750;Escola Superior de Saúde;2752;Privado;Politecnico;Terapêutica da Fala;9506;Licenciatura;92;11;12
Universidade Fernando Pessoa;2750;Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico);2753;Privado;Politecnico;Enfermagem;9500;Licenciatura;85;1;1,2
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Gestão Aeronáutica;8042;Licenciatura;0;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Animação Digital;8158;Licenciatura;8;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Produção Gráfica e Design;8159;Licenciatura;27;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Estudos de Segurança;8283;Licenciatura;56;1;1,8
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Engenharia da Energia;8379;Licenciatura;0;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Ciência e Tecnologias do Som;8455;Licenciatura;2;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Aplicações Multimédia e Videojogos;8462;Licenciatura;0;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Artes Plásticas;9007;Licenciatura;9;;
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Biologia;9011;Licenciatura;58;8;13,8
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura;154;12;7,8
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Ciências da Comunicação e da Cultura;9024;Licenciatura;129;17;13,2
Universidade Lusófona de Humanidades e Tecnologias;2800;Universidade Lusófona de Humanidades e Tecnologias;2800;Privado;Universitario;Ciências da Educação;9026;Licenciatura;42;4;9,5
