PORTAL INFOCURSOS;;;;;;;;;;;
;;;;;;;;;;;
8) Taxa de desemprego registado no IEFP do curso;;;;;;;;;;;
;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroDiplomadosCurso;NumeroDiplomadosDesempregados;TaxaDesempregoRegistadoCurso
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Química Medicinal;8408;Licenciatura;12;;
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Aeronáutica;8470;MestradoIntegrado;68;4;5,9
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioquímica;9015;Licenciatura;91;9;9,9
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Biotecnologia;9016;Licenciatura;60;2;3,3
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura;112;11;9,8
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura;201;26;12,9
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências da Cultura;9025;Licenciatura;0;;
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Cinema;9048;Licenciatura;133;12;9
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design de Moda;9071;Licenciatura;118;7;5,9
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Industrial;9074;Licenciatura;105;15;14,3
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Multimédia;9075;Licenciatura;152;19;12,5
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Economia;9081;Licenciatura;120;16;13,3
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electromecânica;9105;Licenciatura;91;5;5,5
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;12;;
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Informática;9119;Licenciatura;133;6;4,5
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Gestão;9147;Licenciatura;174;20;11,5
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Marketing;9205;Licenciatura;114;14;12,3
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Optometria - Ciências da Visão;9216;Licenciatura;187;6;3,2
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Psicologia;9219;Licenciatura;141;8;5,7
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Sociologia;9240;Licenciatura;78;12;15,4
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;180;38;21,1
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Biomédicas;9351;Licenciatura;160;7;4,4
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;122;12;9,8
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;167;12;7,2
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioengenharia;9540;Licenciatura;28;;
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências do Desporto;9707;Licenciatura;201;29;14,4
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Medicina;9813;MestradoIntegrado;371;0;0
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Estudos Portugueses e Espanhóis;9918;Licenciatura;91;5;5,5
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Informática Web;L042;Licenciatura;0;;
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Química Medicinal;8408;Licenciatura;39;1;2,6
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Biologia;9011;Licenciatura;324;9;2,8
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Bioquímica;9015;Licenciatura;183;7;3,8
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia e Gestão Industrial;9104;Licenciatura;100;3;3
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Informática;9119;Licenciatura;332;9;2,7
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Física;9141;Licenciatura;42;1;2,4
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Geologia;9146;Licenciatura;72;2;2,8
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Matemática;9209;Licenciatura;68;1;1,5
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Química;9223;Licenciatura;70;7;10
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;219;32;14,6
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Biomédica;9359;MestradoIntegrado;154;9;5,8
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;517;33;6,4
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;MestradoIntegrado;243;13;5,3
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Física;9368;MestradoIntegrado;27;;
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Mecânica;9369;MestradoIntegrado;226;10;4,4
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Antropologia;9448;Licenciatura;131;11;8,4
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Química;9461;MestradoIntegrado;89;12;13,5
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia do Ambiente;9508;MestradoIntegrado;106;17;16
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Design e Multimédia;9891;Licenciatura;90;6;6,7
Universidade de Coimbra;0500;Faculdade de Direito;0502;Publico;Universitario;Administração Público-Privada;8067;Licenciatura;122;15;12,3
Universidade de Coimbra;0500;Faculdade de Direito;0502;Publico;Universitario;Direito;9078;Licenciatura;1048;102;9,7
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Economia;9081;Licenciatura;526;40;7,6
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Gestão;9147;Licenciatura;318;35;11
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Relações Internacionais;9229;Licenciatura;163;20;12,3
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Sociologia;9240;Licenciatura;114;21;18,4
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Publico;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;677;50;7,4
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Publico;Universitario;Ciências Bioanalíticas;9819;Licenciatura;42;1;2,4
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Publico;Universitario;Farmácia Biomédica;9832;Licenciatura;56;0;0
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Português;8393;Licenciatura;20;;
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Estudos Artísticos;9132;Licenciatura;142;23;16,2
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Estudos Clássicos;9133;Licenciatura;8;;
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Estudos Europeus;9135;Licenciatura;109;21;19,3
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Filosofia;9139;Licenciatura;44;1;2,3
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Geografia;9143;Licenciatura;166;19;11,4
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;História;9181;Licenciatura;136;11;8,1
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;História da Arte;9182;Licenciatura;54;9;16,7
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Línguas Modernas;9779;Licenciatura;229;10;4,4
Universidade de Coimbra;0500;Faculdade de Medicina;0506;Publico;Universitario;Medicina Dentária;9548;MestradoIntegrado;164;4;2,4
Universidade de Coimbra;0500;Faculdade de Medicina;0506;Publico;Universitario;Medicina;9813;MestradoIntegrado;1064;0;0
Universidade de Coimbra;0500;Faculdade de Psicologia e de Ciências da Educação;0507;Publico;Universitario;Ciências da Educação;9026;Licenciatura;237;18;7,6
Universidade de Coimbra;0500;Faculdade de Psicologia e de Ciências da Educação;0507;Publico;Universitario;Serviço Social;9238;Licenciatura;141;17;12,1
Universidade de Coimbra;0500;Faculdade de Psicologia e de Ciências da Educação;0507;Publico;Universitario;Psicologia;9555;MestradoIntegrado;537;91;16,9
Universidade de Coimbra;0500;Faculdade de Ciências do Desporto e Educação Física;0508;Publico;Universitario;Ciências do Desporto (regime pós-laboral);8368;Licenciatura;411;36;8,8
Universidade de Coimbra;0500;Faculdade de Ciências do Desporto e Educação Física;0508;Publico;Universitario;Ciências do Desporto;9707;Licenciatura;411;36;8,8
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Arquitectura Paisagista;8258;Licenciatura;73;7;9,6
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Biologia Humana;8262;Licenciatura;35;2;5,7
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Agronomia;9003;Licenciatura;103;5;4,9
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Biologia;9011;Licenciatura;139;14;10,1
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Bioquímica;9015;Licenciatura;83;4;4,8
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Biotecnologia;9016;Licenciatura;68;8;11,8
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Engenharia Informática;9119;Licenciatura;70;3;4,3
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Geografia;9143;Licenciatura;34;5;14,7
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Geologia;9146;Licenciatura;0;;
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Matemática Aplicada à Economia e à Gestão;9210;Licenciatura;0;;
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Ciências do Desporto;9707;Licenciatura;130;13;10
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Engenharia Mecatrónica;9751;Licenciatura;66;5;7,6
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Ciência e Tecnologia Animal;9818;Licenciatura;75;7;9,3
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Reabilitação Psicomotora;9841;Licenciatura;151;17;11,3
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Medicina Veterinária;9847;MestradoIntegrado;102;5;4,9
Universidade de Évora;0600;Escola de Ciências e Tecnologia;0602;Publico;Universitario;Engenharia de Energias Renováveis;9910;Licenciatura;60;7;11,7
Universidade de Évora;0600;Escola de Artes;0603;Publico;Universitario;Design;9069;Licenciatura;95;9;9,5
Universidade de Évora;0600;Escola de Artes;0603;Publico;Universitario;Música;9214;Licenciatura;130;6;4,6
Universidade de Évora;0600;Escola de Artes;0603;Publico;Universitario;Teatro;9243;Licenciatura;32;5;15,6
Universidade de Évora;0600;Escola de Artes;0603;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;23;;
Universidade de Évora;0600;Escola de Artes;0603;Publico;Universitario;Artes Visuais - Multimédia;9684;Licenciatura;84;8;9,5
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;História e Arqueologia;8251;Licenciatura;67;10;14,9
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Ciências da Educação;9026;Licenciatura;68;13;19,1
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Economia;9081;Licenciatura;119;16;13,4
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Gestão;9147;Licenciatura;161;18;11,2
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Psicologia;9219;Licenciatura;183;11;6
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Relações Internacionais;9229;Licenciatura;125;17;13,6
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Sociologia;9240;Licenciatura;98;15;15,3
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Turismo;9254;Licenciatura;137;14;10,2
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Educação Básica;9853;Licenciatura;112;9;8
Universidade de Évora;0600;Escola de Ciências Sociais;0604;Publico;Universitario;Línguas e Literaturas;L047;Licenciatura;124;12;9,7
Universidade Nova de Lisboa;0900;Faculdade de Ciências Médicas;0901;Publico;Universitario;Medicina;9813;MestradoIntegrado;863;0;0
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Sociologia (regime pós-laboral);8109;Licenciatura;212;16;7,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Arqueologia;9006;Licenciatura;95;7;7,4
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura;307;23;7,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura;364;27;7,4
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Ciências da Linguagem;9040;Licenciatura;16;;
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Ciências Musicais;9046;Licenciatura;96;4;4,2
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Filosofia;9139;Licenciatura;77;5;6,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Geografia e Planeamento Regional;9145;Licenciatura;223;19;8,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;História;9181;Licenciatura;167;14;8,4
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;História da Arte;9182;Licenciatura;136;10;7,4
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura;223;8;3,6
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Sociologia;9240;Licenciatura;212;16;7,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Tradução;9252;Licenciatura;196;18;9,2
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Antropologia;9448;Licenciatura;135;17;12,6
Universidade Nova de Lisboa;0900;Faculdade de Ciências Sociais e Humanas;0902;Publico;Universitario;Estudos Portugueses;9917;Licenciatura;98;6;6,1
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Conservação - Restauro;8036;Licenciatura;83;2;2,4
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia de Micro e Nanotecnologias;8334;MestradoIntegrado;7;;
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Bioquímica;9015;Licenciatura;225;5;2,2
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Geológica;9116;Licenciatura;64;2;3,1
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Matemática;9209;Licenciatura;47;0;0
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Química Aplicada;9224;Licenciatura;96;2;2,1
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Biologia Celular e Molecular;9348;Licenciatura;175;1;0,6
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Biomédica;9359;MestradoIntegrado;147;7;4,8
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;312;15;4,8
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia de Materiais;9363;MestradoIntegrado;46;1;2,2
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;MestradoIntegrado;160;4;2,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Física;9368;MestradoIntegrado;27;;
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Mecânica;9369;MestradoIntegrado;148;3;2
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Química e Bioquímica;9370;MestradoIntegrado;167;11;6,6
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia do Ambiente;9508;MestradoIntegrado;416;23;5,5
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia e Gestão Industrial;9509;MestradoIntegrado;85;4;4,7
Universidade Nova de Lisboa;0900;Faculdade de Ciências e Tecnologia;0903;Publico;Universitario;Engenharia Informática;G005;MestradoIntegrado;418;7;1,7
Universidade Nova de Lisboa;0900;Faculdade de Economia;0904;Publico;Universitario;Economia;9081;Licenciatura;731;9;1,2
Universidade Nova de Lisboa;0900;Faculdade de Economia;0904;Publico;Universitario;Gestão;9147;Licenciatura;702;7;1
Universidade Nova de Lisboa;0900;Instituto Superior de Estatística e Gestão de Informação;0906;Publico;Universitario;Sistemas e Tecnologias de Informação;8259;Licenciatura;59;1;1,7
Universidade Nova de Lisboa;0900;Instituto Superior de Estatística e Gestão de Informação;0906;Publico;Universitario;Gestão de Informação;9155;Licenciatura;142;5;3,5
Universidade Nova de Lisboa;0900;Faculdade de Direito;0911;Publico;Universitario;Direito;9078;Licenciatura;320;17;5,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Marketing (regime pós-laboral);8005;Licenciatura;38;3;7,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Têxtil (regime pós-laboral);8090;MestradoIntegrado;16;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Música (regime pós-laboral);8091;Licenciatura;114;6;5,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Geografia e Planeamento;8183;Licenciatura;108;16;14,8
