Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NotaFinalMedia;NumeroInscritos;NumeroHomens;NumeroMulheres;NumeroPortugueses;NumeroEstrangeiros;TaxaDesempregoRegistadoCurso
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Turismo;9254;Licenciatura;12,5;72;27;45;64;8;1,6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Teatro e Artes Performativas;9803;Licenciatura;13,5;378;284;94;362;16;11,5
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Educação Básica;9853;Licenciatura;15,3;194;69;125;188;6;
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Animação Cultural e Comunitária;L092;Licenciatura;14,3;163;30;133;160;3;
Universidade de Trás-os-Montes e Alto Douro;1200;Escola Superior de Saúde;7080;Publico;Politecnico;Enfermagem;9500;Licenciatura;15,3;361;86;275;354;7;11,3
Universidade da Madeira;1300;Escola Superior de Saúde;1320;Publico;Politecnico;Enfermagem;9500;Licenciatura;14,3;99;42;57;99;0;2,8
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Publico;Universitario;Design;9069;Licenciatura;14,3;133;53;80;125;8;10,5
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Publico;Universitario;Línguas e Relações Empresariais;9196;Licenciatura;14,5;126;20;106;124;2;
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Publico;Universitario;Psicologia;9219;Licenciatura;13,8;133;37;96;132;1;
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Publico;Universitario;Comunicação, Cultura e Organizações;9720;Licenciatura;14,2;73;25;48;71;2;10,5
Universidade da Madeira;1300;Faculdade de Ciências da Vida;1309;Publico;Universitario;Biologia;9011;Licenciatura;14,3;233;218;15;233;0;11,3
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Publico;Universitario;Bioquímica;9015;Licenciatura;;11;3;8;11;0;
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Publico;Universitario;Engenharia Informática;9119;Licenciatura;14,4;85;17;68;83;2;5,6
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Publico;Universitario;Matemática;9209;Licenciatura;13,8;148;73;75;142;6;2,9
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Publico;Universitario;Ciências da Educação;9026;Licenciatura;14,2;218;102;116;212;6;4,9
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Publico;Universitario;Economia;9081;Licenciatura;13,7;130;93;37;126;4;6,5
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Publico;Universitario;Gestão;9147;Licenciatura;14,7;71;4;67;71;0;3,6
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Publico;Universitario;Educação Física e Desporto;9736;Licenciatura;11,7;35;18;17;35;0;6,6
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Publico;Universitario;Educação Básica;9853;Licenciatura;15,5;107;22;85;104;3;2,3
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Humanidades;8461;Licenciatura;14,1;102;29;73;94;8;4
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Estudos Artísticos;9132;Licenciatura;14,6;129;57;72;123;6;4,3
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Estudos Europeus;9135;Licenciatura;14;230;138;92;220;10;7,3
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Gestão;9147;Licenciatura;13,5;948;471;477;890;58;5
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;História;9181;Licenciatura;14;304;196;108;300;4;
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Línguas Aplicadas;9192;Licenciatura;14,5;230;58;172;214;16;8,6
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Educação;9353;Licenciatura;14;335;68;267;319;16;11,6
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Ciências do Ambiente;9379;Licenciatura;14,3;205;119;86;198;7;5,1
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Ciências Sociais;9712;Licenciatura;13,5;1578;606;972;1487;91;8,4
Universidade Aberta;1400;Universidade Aberta;1400;Publico;Universitario;Matemática e Aplicações;9835;Licenciatura;;76;44;32;71;5;5,1
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Publico;Universitario;Design;9069;Licenciatura;15;131;28;103;125;6;6,8
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Publico;Universitario;Design de Moda;9071;Licenciatura;14,2;158;31;127;154;4;12,1
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;15;152;12;140;145;7;8,6
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Publico;Universitario;Arquitetura, na área de especialização em Urbanismo;G004;MestradoIntegrado;14,2;1074;436;638;1019;55;11,6
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Publico;Universitario;Arquitetura, na área de especialização em Interiores e Reabilitação do Edificado;G008;MestradoIntegrado;14,1;349;143;206;324;25;6,6
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Desenho (regime pós-laboral);8415;Licenciatura;14,2;227;41;186;214;13;8,4
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Design de Comunicação;9070;Licenciatura;15,9;125;42;83;121;4;12,1
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Design de Equipamento;9072;Licenciatura;15;195;49;146;187;8;13
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Escultura;9754;Licenciatura;14;167;59;108;164;3;4,4
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Pintura;9790;Licenciatura;15;161;44;117;156;5;0,7
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Ciências da Arte e do Património (regime pós-laboral);9903;Licenciatura;15,3;249;70;179;236;13;9,8
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Publico;Universitario;Arte Multimédia;9904;Licenciatura;14,5;113;26;87;112;1;9,1
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Biologia;9011;Licenciatura;15,7;196;71;125;191;5;10,1
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Bioquímica;9015;Licenciatura;14,5;782;312;470;761;21;13
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Engenharia Informática;9119;Licenciatura;15;242;81;161;236;6;11,6
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Física;9141;Licenciatura;14,8;556;497;59;545;11;9,1
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Geologia;9146;Licenciatura;14,7;134;92;42;132;2;9,5
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Matemática;9209;Licenciatura;14,1;328;204;124;308;20;11,7
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Meteorologia, Oceanografia e Geofísica;9212;Licenciatura;15,1;110;66;44;110;0;0,7
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Química;9223;Licenciatura;13,1;86;46;40;84;2;
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Química Tecnológica;9226;Licenciatura;13,8;106;42;64;102;4;9,4
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Engenharia Física;9368;MestradoIntegrado;13,9;89;45;44;87;2;12
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Estatística Aplicada;9381;Licenciatura;14;112;80;32;107;5;
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Matemática Aplicada;9385;Licenciatura;15,2;121;60;61;116;5;3,2
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Engenharia da Energia e do Ambiente;9811;MestradoIntegrado;13,8;308;137;171;299;9;14,6
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Engenharia Biomédica e Biofísica;9845;MestradoIntegrado;15;249;169;80;236;13;14,1
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Tecnologias de Informação;L079;Licenciatura;15,8;202;75;127;198;4;3,2
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Publico;Universitario;Engenharia Geoespacial;L096;Licenciatura;13,5;288;228;60;275;13;
Universidade de Lisboa;1500;Faculdade de Direito;1504;Publico;Universitario;Direito (regime pós-laboral);8358;Licenciatura;;35;26;9;33;2;10,8
Universidade de Lisboa;1500;Faculdade de Direito;1504;Publico;Universitario;Direito;9078;Licenciatura;13,5;482;209;273;465;17;4,3
Universidade de Lisboa;1500;Faculdade de Farmácia;1505;Publico;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;14;2419;927;1492;2285;134;14
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Artísticos, variante de Artes do Espectáculo;8104;Licenciatura;14,7;1126;249;877;1099;27;13,8
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Artes e Humanidades;8413;Licenciatura;14,2;129;40;89;128;1;14,8
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Gerais;8458;Licenciatura;14,5;195;52;143;195;0;14,8
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Arqueologia;9006;Licenciatura;14,7;194;75;119;190;4;1,1
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Ciências da Linguagem;9040;Licenciatura;14,3;114;54;60;114;0;1,1
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Africanos;9131;Licenciatura;14,5;139;41;98;135;4;3,5
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Clássicos;9133;Licenciatura;13,2;96;34;62;86;10;11,7
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Europeus;9135;Licenciatura;15,2;47;22;25;47;0;2,3
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Filosofia;9139;Licenciatura;14;218;92;126;209;9;2,8
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;História;9181;Licenciatura;14,6;120;70;50;118;2;3,1
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;História da Arte;9182;Licenciatura;14,7;228;148;80;223;5;1,6
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura;14,5;167;42;125;164;3;
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Tradução;9252;Licenciatura;14,5;754;201;553;711;43;
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Portugueses;9917;Licenciatura;14;244;83;161;232;12;
Universidade de Lisboa;1500;Faculdade de Letras;1506;Publico;Universitario;Estudos Comparatistas;L097;Licenciatura;14,2;94;31;63;91;3;1,5
Universidade de Lisboa;1500;Faculdade de Medicina;1507;Publico;Universitario;Medicina;9813;MestradoIntegrado;;51;5;46;51;0;4,3
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Publico;Universitario;Medicina Dentária;9548;MestradoIntegrado;15,7;2284;788;1496;2165;119;5,3
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Publico;Universitario;Higiene Oral;9556;Licenciatura;14,2;286;53;233;270;16;1,4
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Publico;Universitario;Prótese Dentária;9791;Licenciatura;13,3;149;19;130;138;11;2,3
Universidade de Lisboa;1500;Faculdade de Medicina Veterinária;1509;Publico;Universitario;Medicina Veterinária;9847;MestradoIntegrado;13,8;117;31;86;108;9;2,6
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Dança;9068;Licenciatura;14,5;940;201;739;912;28;5,9
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Gestão do Desporto;9162;Licenciatura;13,5;58;2;56;57;1;
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Ciências do Desporto;9707;Licenciatura;12,9;164;132;32;161;3;3
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Ergonomia;9753;Licenciatura;13,7;660;487;173;599;61;4,7
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Publico;Universitario;Reabilitação Psicomotora;9841;Licenciatura;13,2;48;27;21;47;1;2,7
Universidade de Lisboa;1500;Faculdade de Psicologia;1511;Publico;Universitario;Psicologia;9555;MestradoIntegrado;14,5;195;37;158;180;15;4,7
Universidade de Lisboa;1500;Instituto de Educação;1513;Publico;Universitario;Educação e Formação;L040;Licenciatura;15,5;906;167;739;849;57;6
Universidade de Lisboa;1500;Instituto de Geografia e Ordenamento do Território;1514;Publico;Universitario;Planeamento e Gestão do Território;8411;Licenciatura;;188;27;161;172;16;3
Universidade de Lisboa;1500;Instituto de Geografia e Ordenamento do Território;1514;Publico;Universitario;Geografia;9143;Licenciatura;13,1;150;99;51;145;5;2,7
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Arquitectura Paisagista;8258;Licenciatura;13,7;269;170;99;261;8;6
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Florestal e dos Recursos Naturais;8377;Licenciatura;14,1;72;26;46;65;7;4,5
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Biologia;9011;Licenciatura;13;70;46;24;67;3;6
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Agronómica;9086;Licenciatura;14;155;52;103;151;4;0
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Alimentar;9087;Licenciatura;13,5;237;148;89;215;22;0
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia do Ambiente;9099;Licenciatura;13,7;155;39;116;142;13;
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Publico;Universitario;Engenharia Zootécnica;9129;Licenciatura;13,2;96;46;50;92;4;1,5
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Serviço Social (regime pós-laboral);8014;Licenciatura;13;120;50;70;117;3;7
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Administração Pública (regime pós-laboral);8102;Licenciatura;14;173;12;161;163;10;3,9
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Sociologia (regime pós-laboral);8109;Licenciatura;12,7;166;79;87;157;9;6,1
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Gestão de Recursos Humanos (regime pós-laboral);8111;Licenciatura;13;92;25;67;88;4;8,3
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Administração Pública e Políticas do Território (regime pós-laboral);8363;Licenciatura;14,3;440;155;285;407;33;3,9
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Relações Internacionais (regime pós-laboral);8364;Licenciatura;12,8;159;81;78;139;20;7
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Administração Pública;9002;Licenciatura;13,4;241;108;133;213;28;
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Ciência Política;9019;Licenciatura;13;312;130;182;288;24;0,7
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura;13,5;113;64;49;101;12;0,7
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;13,5;239;76;163;227;12;4,1
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Relações Internacionais;9229;Licenciatura;;56;23;33;50;6;10,1
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Serviço Social;9238;Licenciatura;13,6;331;127;204;278;53;0
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Sociologia;9240;Licenciatura;14,3;257;24;233;233;24;2,4
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Publico;Universitario;Antropologia;9448;Licenciatura;13,8;189;63;126;180;9;
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Economia;9081;Licenciatura;13,6;137;46;91;131;6;3,5
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Finanças;9140;Licenciatura;14,3;704;399;305;682;22;7,8
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Gestão;9147;Licenciatura;14,1;164;100;64;151;13;1,4
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Matemática Aplicada à Economia e à Gestão;9210;Licenciatura;14;849;444;405;808;41;3,5
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Gestão (ensino em Inglês);A001;Licenciatura;14,6;206;83;123;197;9;7
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Publico;Universitario;Economia (ensino em Inglês);A006;Licenciatura;13,5;330;160;170;107;223;3,9
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Informática e de Computadores;9121;Licenciatura;14,5;113;63;50;81;32;4,8
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;14,7;853;716;137;829;24;6
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Matemática Aplicada e Computação;9345;Licenciatura;15;360;138;222;282;78;6,7
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Aeroespacial;9357;MestradoIntegrado;15,4;140;93;47;136;4;
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Biológica;9358;MestradoIntegrado;15,7;636;519;117;589;47;5,2
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Biomédica;9359;MestradoIntegrado;16,3;374;118;256;365;9;6,2
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;16,5;339;122;217;312;27;
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;MestradoIntegrado;14,5;1152;833;319;1078;74;7,8
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Mecânica;9369;MestradoIntegrado;15,1;1584;1352;232;1504;80;8,4
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Física Tecnológica;9458;MestradoIntegrado;14,8;1316;1116;200;1209;107;8,2
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Química;9461;MestradoIntegrado;16,7;364;290;74;344;20;6,7
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia do Ambiente;9508;MestradoIntegrado;15,8;499;186;313;446;53;8,9
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Publico;Universitario;Engenharia Geológica e de Minas;9913;Licenciatura;15,3;196;92;104;151;45;7,9
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia de Telecomunicações e Informática;9098;Licenciatura;13,2;99;63;36;91;8;
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia e Gestão Industrial;9104;Licenciatura;13,6;278;233;45;267;11;7,8
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia Informática e de Computadores;9121;Licenciatura;14;329;217;112;322;7;3,3
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Publico;Universitario;Engenharia Electrónica;9912;Licenciatura;14,1;455;391;64;451;4;
Universidade de Lisboa;1500;Universidade de Lisboa;1500;Publico;Universitario;Ciências da Saúde;9822;Licenciatura;13,5;139;116;23;138;1;5,9
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Administração de Unidades de Saúde;8523;Licenciatura;14;27;7;20;20;7;3,4
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;13,6;228;67;161;207;21;3,1
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Direito;9078;Licenciatura;12,5;534;206;328;389;145;8
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Economia;9081;Licenciatura;12,5;46;25;21;23;23;3,8
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Engenharia Informática;9119;Licenciatura;13,5;176;155;21;141;35;2,5
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Gestão;9147;Licenciatura;13,7;340;176;164;253;87;6,1
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Gestão do Desporto;9162;Licenciatura;;17;15;2;15;2;8
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;História;9181;Licenciatura;14,5;21;12;9;19;2;9,1
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Informática de Gestão;9186;Licenciatura;13,5;22;18;4;16;6;7,3
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Psicologia;9219;Licenciatura;14;147;19;128;115;32;5,9
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Relações Internacionais;9229;Licenciatura;12,7;60;28;32;35;25;3,4
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitario;Arquitectura;9257;MestradoIntegrado;15,3;116;56;60;52;64;3,1
Universidade Católica Portuguesa;2200;Centro Regional das Beiras;2225;Privado;Universitario;Gestão;9147;Licenciatura;13,9;63;24;39;55;8;3,3
Universidade Católica Portuguesa;2200;Centro Regional das Beiras;2225;Privado;Universitario;Ciências Biomédicas;9351;Licenciatura;14,4;99;35;64;91;8;
Universidade Católica Portuguesa;2200;Centro Regional das Beiras;2225;Privado;Universitario;Medicina Dentária;9548;MestradoIntegrado;14,8;188;25;163;177;11;5,7
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitario;Som e Imagem;9457;Licenciatura;14,7;233;31;202;223;10;7,8
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitario;Arte - Conservação e Restauro;9551;Licenciatura;14,3;158;20;138;136;22;9,1
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitario;Microbiologia;8257;Licenciatura;14,8;107;14;93;103;4;9,9
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitario;Bioengenharia;9540;Licenciatura;14,3;47;9;38;45;2;0,8
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura;14,3;73;18;55;40;33;3,5
Universidade Católica Portuguesa;2200;Escola Superior Politécnica de Saúde (Lisboa);2215;Privado;Politecnico;Enfermagem;9500;Licenciatura;13,7;419;115;304;409;10;5,4
Universidade Católica Portuguesa;2200;Escola Superior Politécnica de Saúde (Porto);2216;Privado;Politecnico;Enfermagem;9500;Licenciatura;13,7;126;31;95;105;21;0
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitario;Administração e Gestão de Empresas;9059;Licenciatura;15,1;28;20;8;12;16;13,5
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitario;Economia;9081;Licenciatura;14,2;179;32;147;161;18;6,9
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Psicologia;9219;Licenciatura;14,2;93;17;76;61;32;5,4
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Serviço Social;9238;Licenciatura;13,1;34;23;11;4;30;3,5
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Línguas Estrangeiras Aplicadas;9378;Licenciatura;15,2;98;45;53;80;18;13,5
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitario;Comunicação Social e Cultural;9453;Licenciatura;;33;11;22;10;23;5
Universidade Católica Portuguesa;2200;Faculdade de Direito;2280;Privado;Universitario;Direito;9078;Licenciatura;12,9;49;31;18;47;2;4,1
Universidade Católica Portuguesa;2200;Faculdade de Direito (Porto);2281;Privado;Universitario;Direito;9078;Licenciatura;15,5;17;4;13;14;3;11,2
Universidade Católica Portuguesa;2200;Faculdade de Economia e Gestão;2271;Privado;Universitario;Economia;9081;Licenciatura;13,5;221;77;144;206;15;18,7
Universidade Católica Portuguesa;2200;Faculdade de Economia e Gestão;2271;Privado;Universitario;Gestão;9147;Licenciatura;15,2;28;11;17;24;4;4,5
Universidade Católica Portuguesa;2200;Faculdade de Educação e Psicologia;2289;Privado;Universitario;Psicologia;9219;Licenciatura;15,5;149;142;7;91;58;18,5
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;14,3;14;4;10;14;0;12
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitario;Filosofia;9139;Licenciatura;15,3;87;84;3;71;16;12,9
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitario;Psicologia;9219;Licenciatura;14,6;26;11;15;25;1;14,5
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitario;Serviço Social;9238;Licenciatura;15,1;117;114;3;88;29;11,9
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitario;Tecnologias de Informação e Comunicação;9250;Licenciatura;14,5;180;115;65;160;20;4,9
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitario;Turismo;9254;Licenciatura;14,3;44;10;34;44;0;4,1
