,,,,,,,,
ACESSO AO ENSINO SUPERIOR 2015 - 1ª FASE DO CONCURSO NACIONAL DE ACESSO,,,,,,,,
Resultados,,,,,,,,
,,,,,,,,
Código Instit.,Código Curso,Instituição,Curso,Grau,Vagas Iniciais,Colocados,Nota do últ. colocado (cont. geral),Vagas sobrantes
1102,9257,Universidade do Porto - Faculdade de Arquitectura,Arquitetura,MI,125,127,173.0,0
1103,8258,Universidade do Porto - Faculdade de Ciências,Arquitetura Paisagista,L1,30,30,131.5,0
1103,9011,Universidade do Porto - Faculdade de Ciências,Biologia,L1,150,150,146.0,0
1103,9015,Universidade do Porto - Faculdade de Ciências,Bioquímica,L1,85,85,165.0,0
1103,9141,Universidade do Porto - Faculdade de Ciências,Física,L1,41,41,134.0,0
1103,9146,Universidade do Porto - Faculdade de Ciências,Geologia,L1,35,35,122.0,0
1103,9209,Universidade do Porto - Faculdade de Ciências,Matemática,L1,60,60,124.5,0
1103,9223,Universidade do Porto - Faculdade de Ciências,Química,L1,54,31,117.0,23
1103,9368,Universidade do Porto - Faculdade de Ciências,Engenharia Física,MI,35,35,130.0,0
1103,9696,Universidade do Porto - Faculdade de Ciências,Ciência de Computadores,L1,40,40,131.5,0
1103,9709,Universidade do Porto - Faculdade de Ciências,Ciências e Tecnologia do Ambiente,L1,45,45,137.0,0
1103,9812,Universidade do Porto - Faculdade de Ciências,Engenharia de Redes e Sistemas Informáticos,MI,70,70,132.0,0
1103,9824,Universidade do Porto - Faculdade de Ciências,Ciências de Engenharia,L1,30,14,120.5,16
1104,9081,Universidade do Porto - Faculdade de Economia,Economia,L1,223,223,173.5,0
1104,9147,Universidade do Porto - Faculdade de Economia,Gestão,L1,122,122,172.5,0
1105,9360,Universidade do Porto - Faculdade de Engenharia,Engenharia Civil,MI,130,130,124.0,0
1105,9367,Universidade do Porto - Faculdade de Engenharia,Engenharia Eletrotécnica e de Computadores,MI,200,200,159.3,0
1105,9369,Universidade do Porto - Faculdade de Engenharia,Engenharia Mecânica,MI,161,161,173.0,0
1105,9459,Universidade do Porto - Faculdade de Engenharia,Engenharia Informática e Computação,MI,117,117,170.3,0
1105,9460,Universidade do Porto - Faculdade de Engenharia,Engenharia Metalúrgica e de Materiais,MI,30,30,152.3,0
1105,9461,Universidade do Porto - Faculdade de Engenharia,Engenharia Química,MI,67,67,161.5,0
1105,9493,Universidade do Porto - Faculdade de Engenharia,Bioengenharia,MI,62,62,181.8,0
1105,9508,Universidade do Porto - Faculdade de Engenharia,Engenharia do Ambiente,MI,36,36,144.5,0
1105,9510,Universidade do Porto - Faculdade de Engenharia,Engenharia Industrial e Gestão,MI,70,70,181.0,0
1105,9897,Universidade do Porto - Faculdade de Engenharia,Ciências de Engenharia - Engenharia de Minas e Geoambiente,L1,20,20,117.0,0
1106,9494,Universidade do Porto - Faculdade de Farmácia,Ciências Farmacêuticas,MI,187,188,155.8,0
1107,9006,Universidade do Porto - Faculdade de Letras,Arqueologia,L1,32,32,129.4,0
1107,9040,Universidade do Porto - Faculdade de Letras,Ciências da Linguagem,L1,28,28,126.0,0
1107,9138,Universidade do Porto - Faculdade de Letras,Estudos Portugueses e Lusófonos,L1,20,20,118.0,0
1107,9139,Universidade do Porto - Faculdade de Letras,Filosofia,L1,56,56,114.6,0
1107,9143,Universidade do Porto - Faculdade de Letras,Geografia,L1,74,75,118.2,0
1107,9181,Universidade do Porto - Faculdade de Letras,História,L1,72,73,137.2,0
1107,9182,Universidade do Porto - Faculdade de Letras,História da Arte,L1,35,35,131.8,0
1107,9192,Universidade do Porto - Faculdade de Letras,Línguas Aplicadas,L1,51,51,167.2,0
1107,9197,Universidade do Porto - Faculdade de Letras,Línguas e Relações Internacionais,L1,41,42,176.2,0
1107,9204,Universidade do Porto - Faculdade de Letras,"Línguas, Literaturas e Culturas",L1,85,85,153.2,0
1107,9240,Universidade do Porto - Faculdade de Letras,Sociologia,L1,47,47,140.4,0
1107,9694,Universidade do Porto - Faculdade de Letras,Ciência da Informação,L1,40,40,141.2,0
1107,9701,Universidade do Porto - Faculdade de Letras,"Ciências da Comunicação: Jornalismo, Assessoria, Multimédia",L1,79,79,163.6,0
1108,9813,Universidade do Porto - Faculdade de Medicina,Medicina,MI,245,245,186.7,0
1109,9026,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,L1,54,54,133.5,0
1109,9555,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,Psicologia,MI,114,114,161.0,0
1110,9708,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Ciências do Meio Aquático,L1,35,35,137.0,0
1110,9813,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Medicina,MI,155,156,184.8,0
1110,9847,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Medicina Veterinária,MI,60,60,169.5,0
1111,9707,Universidade do Porto - Faculdade de Desporto,Ciências do Desporto,L1,132,133,139.5,0
1113,9548,Universidade do Porto - Faculdade de Medicina Dentária,Medicina Dentária,MI,70,70,172.0,0
1114,9066,Universidade do Porto - Faculdade de Direito,Criminologia,L1,45,45,161.2,0
1114,9078,Universidade do Porto - Faculdade de Direito,Direito,L1,155,155,165.4,0
1201,8258,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Arquitetura Paisagista,L1,22,10,118.5,12
1201,9086,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Agronómica,L1,32,32,120.0,0
1201,9114,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Florestal,L1,20,4,119.6,16
1201,9129,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Zootécnica,L1,30,30,121.7,0
1201,9752,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Enologia,L1,40,35,107.8,5
1201,9847,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Medicina Veterinária,MI,82,82,157.1,0
1202,9023,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Ciências da Comunicação,L1,55,55,134.2,0
1202,9081,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Economia,L1,36,36,139.8,0
1202,9147,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Gestão,L1,38,38,146.5,0
1202,9196,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas e Relações Empresariais,L1,27,27,134.9,0
1202,9204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,"Línguas, Literaturas e Culturas",L1,33,33,120.2,0
1202,9219,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Psicologia,L1,55,56,145.4,0
1202,9238,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Serviço Social,L1,43,46,126.7,0
1202,9254,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Turismo,L1,36,36,131.5,0
1202,9803,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Teatro e Artes Performativas,L1,25,21,100.2,4
1202,9853,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Educação Básica,L1,28,28,123.1,0
1202,L092,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Animação Cultural e Comunitária,L1,30,30,106.1,0
1203,8088,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial (Preparatórios),PM,20,2,118.2,18
1203,9052,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Comunicação e Multimédia,L1,45,45,127.5,0
1203,9089,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Civil,L1,20,2,113.0,18
1203,9119,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Informática,L1,55,55,128.2,0
1203,9123,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Mecânica,L1,25,13,113.0,12
1203,9250,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Tecnologias de Informação e Comunicação,L1,20,11,109.4,9
1203,9367,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,MI,30,8,116.2,22
1203,9455,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Biomédica,L1,25,25,120.0,0
1204,9011,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia,L1,30,30,112.6,0
1204,9012,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia e Geologia,L1,20,3,113.3,17
1204,9015,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioquímica,L1,50,48,113.2,2
1204,9379,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Ambiente,L1,20,2,125.7,18
1204,9540,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioengenharia,L1,30,26,121.0,4
1204,9693,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciência Alimentar,L1,27,12,111.4,15
1204,9707,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Desporto,L1,100,102,127.1,0
1204,9761,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Genética e Biotecnologia,L1,58,58,135.8,0
1204,9841,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Reabilitação Psicomotora,L1,50,50,115.8,0
1300,8083,Universidade da Madeira,Ciclo Básico de Medicina,PM,38,38,177.8,0
1300,8471,Universidade da Madeira,Ciências da Cultura (regime pós-laboral),L1,20,4,107.0,16
1300,9011,Universidade da Madeira,Biologia,L1,20,15,120.8,5
1300,9015,Universidade da Madeira,Bioquímica,L1,25,24,111.5,1
1300,9025,Universidade da Madeira,Ciências da Cultura,L1,25,26,114.3,0
1300,9026,Universidade da Madeira,Ciências da Educação,L1,25,25,117.1,0
1300,9069,Universidade da Madeira,Design,L1,28,23,115.0,5
1300,9081,Universidade da Madeira,Economia,L1,45,40,98.3,5
1300,9119,Universidade da Madeira,Engenharia Informática,L1,60,60,103.1,0
1300,9147,Universidade da Madeira,Gestão,L1,50,50,135.8,0
1300,9196,Universidade da Madeira,Línguas e Relações Empresariais,L1,35,37,130.9,0
1300,9209,Universidade da Madeira,Matemática,L1,20,6,,14
1300,9219,Universidade da Madeira,Psicologia,L1,30,30,129.3,0
1300,9678,Universidade da Madeira,Arte e Multimédia,L1,20,11,118.0,9
1300,9720,Universidade da Madeira,"Comunicação, Cultura e Organizações",L1,32,32,118.2,0
1300,9736,Universidade da Madeira,Educação Física e Desporto,L1,30,30,129.4,0
1300,9853,Universidade da Madeira,Educação Básica,L1,20,20,127.9,0
1300,A003,Universidade da Madeira,Eng Civil+Eng Eletrónica e Telecomunicações,L1,40,7,122.0,33
1320,9500,Universidade da Madeira - Escola Superior de Saúde,Enfermagem,L1,22,22,137.0,0
1500,9822,Universidade de Lisboa,Ciências da Saúde,L1,60,49,140.3,11
1501,8434,Universidade de Lisboa - Faculdade de Arquitectura,Arquitetura (regime pós-laboral),MI,31,6,126.3,25
1501,9069,Universidade de Lisboa - Faculdade de Arquitectura,Design,L1,46,46,151.3,0
1501,9071,Universidade de Lisboa - Faculdade de Arquitectura,Design de Moda,L1,46,46,144.0,0
1501,9257,Universidade de Lisboa - Faculdade de Arquitectura,Arquitetura,MI,161,161,128.3,0
1501,G004,Universidade de Lisboa - Faculdade de Arquitectura,"Arquitetura, na área de especialização em Urbanismo",MI,75,37,103.5,38
1501,G008,Universidade de Lisboa - Faculdade de Arquitectura,"Arquitectura, área de especializ. em Interiores e Reabilitação do Edificado",MI,50,50,126.0,0
1502,8415,Universidade de Lisboa - Faculdade de Belas-Artes,Desenho (regime pós-laboral),L1,35,35,159.5,0
1502,9070,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Comunicação,L1,55,55,171.0,0
1502,9072,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Equipamento,L1,55,56,146.5,0
1502,9754,Universidade de Lisboa - Faculdade de Belas-Artes,Escultura,L1,55,55,138.0,0
1502,9790,Universidade de Lisboa - Faculdade de Belas-Artes,Pintura,L1,55,55,157.0,0
1502,9903,Universidade de Lisboa - Faculdade de Belas-Artes,Ciências da Arte e do Património (regime pós-laboral),L1,40,34,115.5,6
1502,9904,Universidade de Lisboa - Faculdade de Belas-Artes,Arte Multimédia,L1,60,60,163.5,0
1503,9011,Universidade de Lisboa - Faculdade de Ciências,Biologia,L1,180,180,144.8,0
1503,9015,Universidade de Lisboa - Faculdade de Ciências,Bioquímica,L1,70,70,148.3,0
1503,9119,Universidade de Lisboa - Faculdade de Ciências,Engenharia Informática,L1,105,105,140.0,0
1503,9141,Universidade de Lisboa - Faculdade de Ciências,Física,L1,30,30,136.8,0
1503,9146,Universidade de Lisboa - Faculdade de Ciências,Geologia,L1,85,86,117.0,0
1503,9209,Universidade de Lisboa - Faculdade de Ciências,Matemática,L1,40,40,134.0,0
1503,9212,Universidade de Lisboa - Faculdade de Ciências,"Meteorologia, Oceanografia e Geofísica",L1,25,25,123.5,0
1503,9368,Universidade de Lisboa - Faculdade de Ciências,Engenharia Física,MI,30,30,137.8,0
1503,9381,Universidade de Lisboa - Faculdade de Ciências,Estatística Aplicada,L1,35,35,119.5,0
1503,9385,Universidade de Lisboa - Faculdade de Ciências,Matemática Aplicada,L1,70,70,133.0,0
1503,9486,Universidade de Lisboa - Faculdade de Ciências,Química + Química Tecnológica,L1,50,25,112.8,25
1503,9811,Universidade de Lisboa - Faculdade de Ciências,Engenharia da Energia e do Ambiente,MI,50,10,121.3,40
1503,9845,Universidade de Lisboa - Faculdade de Ciências,Engenharia Biomédica e Biofísica,MI,40,40,163.3,0
1503,L079,Universidade de Lisboa - Faculdade de Ciências,Tecnologias de Informação,L1,65,65,121.8,0
1503,L096,Universidade de Lisboa - Faculdade de Ciências,Engenharia Geoespacial,L1,20,8,116.0,12
1504,8358,Universidade de Lisboa - Faculdade de Direito,Direito (regime pós-laboral),L1,120,121,124.3,0
1504,9078,Universidade de Lisboa - Faculdade de Direito,Direito,L1,480,480,141.8,0
1505,9494,Universidade de Lisboa - Faculdade de Farmácia,Ciências Farmacêuticas,MI,220,220,148.8,0
1506,8104,Universidade de Lisboa - Faculdade de Letras,"Estudos Artísticos, variante de Artes do Espetáculo",L1,49,49,130.5,0
1506,8413,Universidade de Lisboa - Faculdade de Letras,Artes e Humanidades,L1,60,60,133.0,0
1506,8458,Universidade de Lisboa - Faculdade de Letras,Estudos Gerais,L1,60,60,136.5,0
1506,9006,Universidade de Lisboa - Faculdade de Letras,Arqueologia,L1,38,40,111.5,0
1506,9025,Universidade de Lisboa - Faculdade de Letras,Ciências da Cultura,L1,56,57,139.5,0
1506,9040,Universidade de Lisboa - Faculdade de Letras,Ciências da Linguagem,L1,56,57,105.0,0
1506,9131,Universidade de Lisboa - Faculdade de Letras,Estudos Africanos,L1,32,16,100.0,16
1506,9133,Universidade de Lisboa - Faculdade de Letras,Estudos Clássicos,L1,20,16,107.0,4
1506,9135,Universidade de Lisboa - Faculdade de Letras,Estudos Europeus,L1,59,60,133.0,0
1506,9139,Universidade de Lisboa - Faculdade de Letras,Filosofia,L1,43,44,116.0,0
1506,9181,Universidade de Lisboa - Faculdade de Letras,História,L1,61,61,128.0,0
1506,9182,Universidade de Lisboa - Faculdade de Letras,História da Arte,L1,51,51,112.0,0
1506,9204,Universidade de Lisboa - Faculdade de Letras,"Línguas, Literaturas e Culturas",L1,200,200,135.5,0
1506,9252,Universidade de Lisboa - Faculdade de Letras,Tradução,L1,61,63,131.3,0
1506,9914,Universidade de Lisboa - Faculdade de Letras,Estudos Asiáticos,L1,27,27,141.5,0
1506,9917,Universidade de Lisboa - Faculdade de Letras,Estudos Portugueses,L1,41,26,99.0,15
1506,L097,Universidade de Lisboa - Faculdade de Letras,Estudos Comparatistas,L1,35,30,110.0,5
1507,9813,Universidade de Lisboa - Faculdade de Medicina,Medicina,MI,295,295,180.5,0
1508,9548,Universidade de Lisboa - Faculdade de Medicina Dentária,Medicina Dentária,MI,65,66,177.5,0
1508,9556,Universidade de Lisboa - Faculdade de Medicina Dentária,Higiene Oral,L1,44,44,131.5,0
1508,9791,Universidade de Lisboa - Faculdade de Medicina Dentária,Prótese Dentária,L1,36,36,123.8,0
1509,9847,Universidade de Lisboa - Faculdade de Medicina Veterinária,Medicina Veterinária,MI,115,115,156.0,0
1510,9068,Universidade de Lisboa - Faculdade de Motricidade Humana,Dança,L1,20,12,112.5,8
1510,9162,Universidade de Lisboa - Faculdade de Motricidade Humana,Gestão do Desporto,L1,33,33,147.5,0
1510,9707,Universidade de Lisboa - Faculdade de Motricidade Humana,Ciências do Desporto,L1,122,122,132.0,0
1510,9753,Universidade de Lisboa - Faculdade de Motricidade Humana,Ergonomia,L1,20,20,126.5,0
1510,9841,Universidade de Lisboa - Faculdade de Motricidade Humana,Reabilitação Psicomotora,L1,56,56,130.0,0
1511,9555,Universidade de Lisboa - Faculdade de Psicologia,Psicologia,MI,145,145,145.5,0
1513,L040,Universidade de Lisboa - Instituto de Educação,Educação e Formação,L1,76,43,102.0,33
1514,8411,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Planeamento e Gestão do Território,L1,45,46,108.8,0
1514,9143,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Geografia,L1,105,73,100.0,32
1515,8258,Universidade de Lisboa - Instituto Superior de Agronomia,Arquitetura Paisagista,L1,25,8,113.0,17
1515,8377,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Florestal e dos Recursos Naturais,L1,20,20,113.0,0
1515,9011,Universidade de Lisboa - Instituto Superior de Agronomia,Biologia,L1,45,46,130.0,0
1515,9086,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Agronómica,L1,45,45,141.0,0
1515,9087,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Alimentar,L1,45,32,112.0,13
1515,9099,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia do Ambiente,L1,25,25,114.0,0
1515,9129,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Zootécnica,L1,35,35,129.3,0
1516,8014,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social (regime pós-laboral),L1,37,37,121.0,0
1516,8102,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública (regime pós-laboral),L1,46,48,111.5,0
1516,8109,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia (regime pós-laboral),L1,28,25,95.0,3
1516,8111,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos (regime pós-laboral),L1,145,150,119.5,0
1516,8363,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública e Políticas do Território (regime pós-laboral),L1,70,26,95.0,44
1516,8364,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais (regime pós-laboral),L1,68,69,130.5,0
1516,9002,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública,L1,87,88,130.5,0
1516,9019,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciência Política,L1,38,38,145.0,0
1516,9023,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciências da Comunicação,L1,58,59,158.0,0
1516,9229,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,L1,72,73,153.5,0
1516,9238,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social,L1,54,56,138.5,0
1516,9240,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia,L1,62,64,124.0,0
1516,9448,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Antropologia,L1,37,37,120.0,0
1517,9081,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia,L1,145,145,154.5,0
1517,9140,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Finanças,L1,35,35,147.3,0
1517,9147,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão,L1,180,180,156.5,0
1517,9210,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Matemática Aplicada à Economia e à Gestão,L1,40,40,169.5,0
1517,A001,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão (ensino em Inglês),L1,25,25,153.0,0
1517,A006,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia (ensino em inglês),L1,25,25,148.0,0
1518,9096,Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Materiais,L1,25,25,149.5,0
1518,9121,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Informática e de Computadores,L1,170,170,165.0,0
1518,9257,Universidade de Lisboa - Instituto Superior Técnico,Arquitetura,MI,50,50,153.5,0
1518,9345,Universidade de Lisboa - Instituto Superior Técnico,Matemática Aplicada e Computação,L1,35,35,174.8,0
1518,9357,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Aeroespacial,MI,85,85,185.0,0
1518,9358,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biológica,MI,65,65,165.3,0
1518,9359,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biomédica,MI,60,60,179.3,0
1518,9360,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Civil,MI,145,127,120.0,18
1518,9367,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Eletrotécnica e de Computadores,MI,220,220,159.8,0
1518,9369,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Mecânica,MI,170,170,170.0,0
1518,9458,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Física Tecnológica,MI,60,60,182.3,0
1518,9461,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Química,MI,80,80,153.0,0
1518,9508,Universidade de Lisboa - Instituto Superior Técnico,Engenharia do Ambiente,MI,35,35,143.8,0
1518,9911,Universidade de Lisboa - Instituto Superior Técnico,Engenharia e Arquitetura Naval,L1,30,30,157.0,0
1518,9913,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Geológica e de Minas,L1,20,20,125.8,0
1519,9098,Universidade de Lisboa - Instituto Superior Técnico (Taguspark),Engenharia de Telecomunicações e Informática,L1,55,55,134.3,0
1519,9104,Universidade de Lisboa - Instituto Superior Técnico (Taguspark),Engenharia e Gestão Industrial,L1,65,65,154.8,0
1519,9121,Universidade de Lisboa - Instituto Superior Técnico (Taguspark),Engenharia Informática e de Computadores,L1,90,90,155.5,0
1519,9912,Universidade de Lisboa - Instituto Superior Técnico (Taguspark),Engenharia Eletrónica,L1,34,34,136.5,0
3011,8005,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing (regime pós-laboral),L1,23,23,115.2,0
3011,8449,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade (regime de ensino a distância),L1,20,2,153.2,18
3011,9056,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade,L1,70,70,131.0,0
3011,9140,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças,L1,20,20,133.2,0
3011,9205,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing,L1,23,23,139.7,0
3011,9869,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade (regime pós-laboral),L1,30,18,102.5,12
3011,9888,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças (regime pós-laboral),L1,20,4,114.2,16
3012,8016,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Tecnologias da Informação,L1,20,11,105.0,9
3012,8405,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão da Qualidade,L1,24,25,119.3,0
3012,9109,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Engenharia Eletrotécnica,L1,20,4,131.2,16
3012,9769,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Pública e Autárquica,L1,20,14,105.4,6
3012,9805,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Técnico Superior de Secretariado,L1,25,25,111.6,0
3012,L021,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Comercial,L1,30,30,130.3,0
3013,9500,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Enfermagem,L1,81,82,137.2,0
3013,9504,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Fisioterapia,L1,35,35,154.8,0
3013,9833,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Gerontologia,L1,21,15,113.6,6
3013,9890,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Terapia da Fala,L1,22,21,115.4,1
3013,L066,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Imagem Médica e Radioterapia,L1,20,20,133.6,0
3014,9245,"Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte",Tecnologia e Design de Produto,L1,35,35,135.5,0
3021,9003,Instituto Politécnico de Beja - Escola Superior Agrária,Agronomia,L1,45,5,123.0,40
3021,9099,Instituto Politécnico de Beja - Escola Superior Agrária,Engenharia do Ambiente,L1,23,0,,23
3021,9350,Instituto Politécnico de Beja - Escola Superior Agrária,Ciência e Tecnologia dos Alimentos,L1,23,4,119.4,19
3022,9238,Instituto Politécnico de Beja - Escola Superior de Educação,Serviço Social,L1,45,24,105.0,21
3022,9347,Instituto Politécnico de Beja - Escola Superior de Educação,Artes Plásticas e Multimédia,L1,30,2,131.0,28
3022,9354,Instituto Politécnico de Beja - Escola Superior de Educação,Educação e Comunicação Multimédia,L1,30,11,108.9,19
3022,9563,Instituto Politécnico de Beja - Escola Superior de Educação,Desporto,L1,29,30,102.9,0
3022,9853,Instituto Politécnico de Beja - Escola Superior de Educação,Educação Básica,L1,20,16,106.8,4
3023,8437,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria (regime de ensino a distância),L1,20,5,121.5,15
3023,9119,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Engenharia Informática,L1,50,13,103.5,37
3023,9152,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,L1,40,16,106.1,24
3023,9242,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria,L1,30,18,107.3,12
3023,9254,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Turismo,L1,36,23,106.4,13
3023,9994,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas (regime pós-laboral),L1,25,1,,24
3031,8015,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria (regime pós-laboral),L1,40,41,115.2,0
3031,8092,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Bancária e Seguros (regime pós-laboral),L1,30,20,101.8,10
3031,8156,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Atividades Turísticas,L1,40,41,126.7,0
