,,,,,,,,
ACESSO AO ENSINO SUPERIOR 2015 - 1ª FASE DO CONCURSO NACIONAL DE ACESSO,,,,,,,,
Resultados,,,,,,,,
,,,,,,,,
Código Instit.,Código Curso,Instituição,Curso,Grau,Vagas Iniciais,Colocados,Nota do últ. colocado (cont. geral),Vagas sobrantes
3113,9010,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Audiovisual e Multimédia,L1,90,90,146.5,0
3113,9191,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Jornalismo,L1,60,60,150.5,0
3113,9222,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing,L1,60,60,151.5,0
3113,9231,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,L1,60,60,147.5,0
3117,8015,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria (regime pós-laboral),L1,60,41,100.0,19
3117,9058,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração,L1,120,120,134.0,0
3117,9147,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão,L1,105,108,145.4,0
3117,9242,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria,L1,60,60,130.7,0
3117,9476,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais,L1,60,61,136.4,0
3117,9870,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade e Administração (regime pós-laboral),L1,120,105,100.0,15
3117,9889,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais (regime pós-laboral),L1,60,37,106.2,23
3117,9991,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão (regime pós-laboral),L1,90,91,125.6,0
3117,L035,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Comércio e Negócios Internacionais (regime pós-laboral),L1,60,62,104.4,0
3118,9089,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Civil,L1,75,2,120.0,73
3118,9108,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrónica e Telecomunicações e de Computadores,L1,93,22,111.8,71
3118,9109,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrotécnica,L1,100,18,116.1,82
3118,9121,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e de Computadores,L1,120,120,130.5,0
3118,9123,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Mecânica,L1,150,85,108.7,65
3118,9126,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Química e Biológica,L1,75,17,115.7,58
3118,L052,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e Multimédia,L1,70,70,123.5,0
3118,L085,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Tecnologias e Gestão Municipal,L1,30,7,105.0,23
3121,8014,Instituto Politécnico de Portalegre - Escola Superior de Educação,Serviço Social (regime pós-laboral),L1,20,0,,20
3121,9238,Instituto Politécnico de Portalegre - Escola Superior de Educação,Serviço Social,L1,32,34,99.3,0
3121,9254,Instituto Politécnico de Portalegre - Escola Superior de Educação,Turismo,L1,23,19,98.9,4
3121,9773,Instituto Politécnico de Portalegre - Escola Superior de Educação,Jornalismo e Comunicação,L1,35,30,100.0,5
3121,9853,Instituto Politécnico de Portalegre - Escola Superior de Educação,Educação Básica,L1,22,2,,20
3122,9070,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design de Comunicação,L1,25,13,105.1,12
3122,9119,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,25,4,122.5,21
3122,9147,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão,L1,40,22,107.4,18
3122,9469,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Design e Animação Multimédia,L1,25,25,134.3,0
3122,9670,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Administração de Publicidade e Marketing,L1,27,18,111.3,9
3122,9991,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,27,0,,27
3122,L033,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,Tecnologias de Produção de Biocombustíveis,L1,25,0,,25
3123,9003,Instituto Politécnico de Portalegre - Escola Superior Agrária,Agronomia,L1,35,1,138.3,34
3123,9085,Instituto Politécnico de Portalegre - Escola Superior Agrária,Enfermagem Veterinária,L1,35,15,101.0,20
3123,9130,Instituto Politécnico de Portalegre - Escola Superior Agrária,Equinicultura,L1,25,5,125.7,20
3131,8002,Instituto Politécnico do Porto - Escola Superior de Educação,Línguas e Culturas Estrangeiras,L1,60,60,129.6,0
3131,8096,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património (regime pós-laboral),L1,20,12,100.2,8
3131,8264,Instituto Politécnico do Porto - Escola Superior de Educação,Artes Visuais e Tecnologias Artísticas,L1,25,25,148.2,0
3131,9084,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social,L1,55,55,135.1,0
3131,9707,Instituto Politécnico do Porto - Escola Superior de Educação,Ciências do Desporto,L1,25,25,137.5,0
3131,9767,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património,L1,30,30,123.2,0
3131,9807,Instituto Politécnico do Porto - Escola Superior de Educação,Tradução e Interpretação em Língua Gestual Portuguesa,L1,22,22,118.5,0
3131,9853,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Básica,L1,47,47,136.9,0
3131,9878,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Musical,L1,20,9,118.0,11
3131,9879,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social (regime pós-laboral),L1,44,44,108.6,0
3132,9244,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,Tecnologia da Comunicação Audiovisual,L1,20,20,158.1,0
3132,9863,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,Tecnologia da Comunicação Multimédia,L1,20,20,156.1,0
3133,9043,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Ciências e Tecnologias da Documentação e Informação,L1,27,27,121.3,0
3133,9058,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Contabilidade e Administração,L1,55,55,137.1,0
3133,9069,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Design,L1,43,40,120.8,3
3133,9104,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Engenharia e Gestão Industrial,L1,25,25,129.2,0
3133,9164,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Gestão e Administração Hoteleira,L1,41,41,160.3,0
3133,9227,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Recursos Humanos,L1,43,43,139.3,0
3133,9455,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Engenharia Biomédica,L1,35,32,118.6,3
3133,9870,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Contabilidade e Administração (regime pós-laboral),L1,22,20,105.2,2
3133,L071,Instituto Politécnico do Porto - Escola Superior de Estudos Industriais e de Gestão,Tecnologias e Sistemas de Informação para a Web,L1,30,27,103.8,3
3134,8005,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing (regime pós-laboral),L1,31,31,125.9,0
3134,8442,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Gestão das Atividades Turísticas (regime pós-laboral),L1,36,36,129.5,0
3134,9009,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução,L1,50,50,138.7,0
3134,9053,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,L1,45,45,150.0,0
3134,9058,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração,L1,235,235,141.2,0
3134,9205,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing,L1,90,90,146.5,0
3134,9716,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,L1,35,36,139.3,0
3134,9829,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução (regime pós-laboral),L1,30,30,121.3,0
3134,9866,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional (regime pós-laboral),L1,25,25,118.2,0
3134,9867,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial (regime pós-laboral),L1,27,29,128.7,0
3134,9870,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração (regime pós-laboral),L1,72,72,121.7,0
3134,9921,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Gestão das Atividades Turísticas,L1,36,36,148.0,0
3134,L070,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Criatividade e Inovação Empresarial,L1,30,31,136.4,0
3135,8316,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Sistemas,L1,40,40,135.8,0
3135,9089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Civil,L1,75,9,107.3,66
3135,9110,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,L1,45,10,120.5,35
3135,9112,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica e de Computadores,L1,155,133,114.3,22
3135,9117,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Geotécnica e Geoambiente,L1,20,12,111.8,8
3135,9119,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Informática,L1,210,211,151.7,0
3135,9123,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica,L1,140,140,133.7,0
3135,9125,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Química,L1,55,55,135.4,0
3135,9495,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Computação e Instrumentação Médica,L1,25,11,120.0,14
3135,9936,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica Automóvel,L1,35,35,127.0,0
3135,L089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Biorrecursos,L1,25,25,131.9,0
3138,8015,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Solicitadoria (regime pós-laboral),L1,27,27,125.5,0
3138,8097,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Ciências Empresariais (regime pós-laboral),L1,32,30,99.7,2
3138,8288,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Sistemas de Informação para a Gestão,L1,20,8,114.5,12
3138,8398,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Segurança Informática em Redes de Computadores,L1,20,2,122.6,18
3138,9045,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Ciências Empresariais,L1,40,40,133.3,0
3138,9119,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Engenharia Informática,L1,60,60,118.4,0
3138,9242,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Solicitadoria,L1,40,40,143.8,0
3138,L014,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Tecnologias da Madeira,L1,20,6,110.1,14
3138,L091,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,Segurança do Trabalho e Ambiente,L1,20,4,120.2,16
3141,8419,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia (regime pós-laboral),L1,33,0,,33
3141,9003,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia,L1,50,10,102.0,40
3141,L011,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Produção Animal,L1,42,5,115.7,37
3141,L015,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Tecnologia Alimentar,L1,40,2,114.1,38
3141,L080,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Qualidade Alimentar e Nutrição Humana,L1,41,6,115.8,35
3142,9084,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Social,L1,39,15,114.2,24
3142,9347,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Artes Plásticas e Multimédia,L1,35,8,117.6,27
3142,9354,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação e Comunicação Multimédia,L1,35,9,115.4,26
3142,9853,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Básica,L1,38,28,97.0,10
3142,9879,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Social (regime pós-laboral),L1,20,2,152.0,18
3143,9152,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Empresas,L1,76,65,100.0,11
3143,9185,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Informática,L1,45,8,97.0,37
3143,9206,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Marketing e Publicidade,L1,45,37,95.0,8
3143,9498,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Contabilidade e Fiscalidade,L1,30,15,104.5,15
3143,9785,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Negócios Internacionais,L1,30,4,112.0,26
3143,9994,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Empresas (regime pós-laboral),L1,36,3,,33
3143,L064,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Redes Sociais,L1,35,0,,35
3145,9730,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Desporto de Natureza e Turismo Ativo,L1,27,9,110.0,18
3145,9763,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Gestão das Organizações Desportivas,L1,27,18,106.0,9
3145,9808,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Treino Desportivo,L1,83,77,105.0,6
3145,A007,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis (ensino em Inglês),L1,22,4,117.0,18
3145,L008,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis,L1,22,15,101.6,7
3145,L034,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,"Desporto, Condição Física e Saúde",L1,70,71,123.0,0
3151,9054,Instituto Politécnico de Setúbal - Escola Superior de Educação,Comunicação Social,L1,34,34,127.2,0
3151,9563,Instituto Politécnico de Setúbal - Escola Superior de Educação,Desporto,L1,30,28,108.0,2
3151,9631,Instituto Politécnico de Setúbal - Escola Superior de Educação,Animação e Intervenção Sociocultural,L1,32,25,106.6,7
3151,9633,Instituto Politécnico de Setúbal - Escola Superior de Educação,Tradução e Interpretação de Língua Gestual Portuguesa,L1,20,7,108.4,13
3151,9853,Instituto Politécnico de Setúbal - Escola Superior de Educação,Educação Básica,L1,45,46,110.0,0
3152,8515,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias de Energia,L1,40,7,108.7,33
3152,9092,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,"Engenharia de Automação, Controlo e Instrumentação",L1,40,1,121.2,39
3152,9099,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia do Ambiente,L1,28,0,,28
3152,9112,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Eletrotécnica e de Computadores,L1,60,3,120.7,57
3152,9119,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Informática,L1,66,66,119.3,0
3152,9123,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Mecânica,L1,57,15,119.1,42
3152,9862,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia e Gestão Industrial (regime noturno),L1,45,5,103.0,40
3152,L069,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia Biomédica,L1,45,23,106.9,22
3153,8111,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos (regime pós-laboral),L1,40,14,100.9,26
3153,9157,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos,L1,50,51,129.1,0
3153,9205,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Marketing,L1,55,55,126.4,0
3153,9627,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças,L1,75,76,117.0,0
3153,9628,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças (regime noturno),L1,40,7,110.0,33
3153,9629,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística,L1,45,45,116.5,0
3153,9630,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Sistemas de Informação,L1,40,14,106.8,26
3153,9993,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística (regime pós-laboral),L1,45,2,100.0,43
3154,9016,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Biotecnologia,L1,45,30,104.2,15
3154,9089,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil,L1,25,0,,25
3154,9090,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil (regime noturno),L1,20,0,,20
3154,L100,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Tecnologias do Petróleo,L1,45,8,102.2,37
3155,9500,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Enfermagem,L1,46,47,137.2,0
3155,9504,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Fisioterapia,L1,44,44,148.0,0
3155,9890,Instituto Politécnico de Setúbal - Escola Superior de Saúde,Terapia da Fala,L1,27,18,109.8,9
3161,8155,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Ciências e Tecnologias do Ambiente,L1,22,2,111.1,20
3161,9003,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Agronomia,L1,35,8,107.4,27
3161,9016,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Biotecnologia,L1,26,19,104.1,7
3161,9085,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Enfermagem Veterinária,L1,35,16,119.5,19
3162,9473,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Social Gerontológica,L1,27,21,113.7,6
3162,9853,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Básica,L1,51,45,106.8,6
3162,9859,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Gestão Artística e Cultural,L1,30,7,112.3,23
3163,8114,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo (regime pós-laboral),L1,30,15,113.6,15
3163,8407,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia da Computação Gráfica e Multimédia,L1,26,9,118.1,17
3163,9119,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,60,60,120.5,0
3163,9123,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,L1,34,6,126.3,28
3163,9147,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão,L1,50,50,136.2,0
3163,9148,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão (regime noturno),L1,40,9,106.0,31
3163,9254,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo,L1,50,50,139.3,0
3163,9723,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design de Ambientes,L1,30,17,109.3,13
3163,9727,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design do Produto,L1,38,38,125.3,0
3163,9743,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Civil e do Ambiente,L1,35,0,,35
3163,9750,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Eletrónica e Redes de Computadores,L1,30,0,,30
3163,9857,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia de Sistemas de Energias Renováveis,L1,35,1,,34
3163,L016,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Ciência e Tecnologia Alimentar,L1,35,9,115.4,26
3164,8464,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Gestão da Distribuição e Logística,L1,22,3,119.0,19
3164,8516,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Organização e Gestão Empresariais,L1,25,6,109.6,19
3164,9664,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Marketing e Comunicação Empresarial,L1,35,35,117.8,0
3164,9872,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Contabilidade e Fiscalidade (regime pós-laboral),L1,25,2,131.8,23
3165,9731,Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer de Melgaço,Desporto e Lazer,L1,60,50,105.4,10
3181,9054,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Comunicação Social,L1,63,64,107.1,0
3181,9084,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Social,L1,59,34,103.5,25
3181,9347,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes Plásticas e Multimédia,L1,32,32,126.4,0
3181,9466,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Animação Cultural,L1,26,2,116.1,24
3181,9850,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Desporto e Atividade Física,L1,35,36,121.8,0
3181,9853,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Básica,L1,45,20,109.1,25
3181,9930,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Publicidade e Relações Públicas,L1,68,50,103.2,18
3182,8296,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão Industrial,L1,35,2,114.8,33
3182,8517,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologia e Design de Mobiliário,L1,40,5,117.8,35
3182,9057,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Contabilidade (regime noturno),L1,30,7,114.5,23
3182,9089,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Civil,L1,41,0,,41
3182,9099,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia do Ambiente,L1,36,0,,36
3182,9109,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Eletrotécnica,L1,45,0,,45
3182,9119,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Informática,L1,60,60,112.8,0
3182,9123,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Mecânica,L1,45,5,127.2,40
3182,9152,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas,L1,65,65,120.0,0
3182,9205,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Marketing,L1,42,42,111.0,0
3182,9254,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Turismo,L1,41,43,115.7,0
3182,9491,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologias e Design de Multimédia,L1,45,23,105.2,22
3182,9994,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas (regime pós-laboral),L1,30,3,115.6,27
3185,9085,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Enfermagem Veterinária,L1,45,38,103.5,7
3185,9086,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Agronómica,L1,24,2,154.3,22
3185,9818,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Ciência e Tecnologia Animal,L1,25,5,112.9,20
3185,L025,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Qualidade Alimentar e Nutrição,L1,25,10,110.0,15
3186,8014,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social (regime pós-laboral),L1,27,0,,27
3186,9061,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Contabilidade e Auditoria,L1,25,7,107.1,18
3186,9122,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Engenharia Informática e Telecomunicações,L1,25,7,110.0,18
3186,9168,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão e Informática,L1,23,7,113.4,16
3186,9179,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,"Gestão Turística, Cultural e Patrimonial",L1,23,11,111.3,12
3186,9238,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social,L1,30,30,98.0,0
3186,9800,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Secretariado de Administração (regime noturno),L1,30,2,,28
3241,9056,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Contabilidade,L1,25,2,133.8,23
3241,9152,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Empresas,L1,45,21,102.8,24
3241,9640,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Recursos Humanos e Comportamento Organizacional,L1,32,20,96.0,12
3241,9641,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão Turística e Cultural,L1,27,11,110.0,16
3242,9089,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Civil,L1,25,0,,25
3242,9112,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Eletrotécnica e de Computadores,L1,35,3,129.4,32
3242,9119,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Informática,L1,45,11,110.0,34
3242,9184,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Química e Bioquímica,L1,23,1,,22
3242,9380,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Conservação e Restauro,L1,30,13,126.4,17
3242,9644,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Design e Tecnologia das Artes Gráficas,L1,45,15,100.0,30
3242,9645,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Fotografia,L1,30,21,104.2,9
