Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NotaFinalMedia;NumeroInscritos;NumeroHomens;NumeroMulheres;NumeroPortugueses;NumeroEstrangeiros;TaxaDesempregoRegistadoCurso
Universidade do Minho;1000;Escola Superior de Enfermagem;7010;Publico;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;13,7;80;13;67;78;2;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Marketing (regime pós-laboral);8005;Licenciatura 1.º ciclo;;28;12;16;27;1;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Têxtil (regime pós-laboral);8090;Mestrado Integrado;13;67;23;44;65;2;8,1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Música (regime pós-laboral);8091;Licenciatura 1.º ciclo;13,4;114;56;58;111;3;7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Sociologia (regime pós-laboral);8109;Licenciatura 1.º ciclo;;8;8;0;7;1;7,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Geografia e Planeamento;8183;Licenciatura 1.º ciclo;14,8;55;54;1;55;0;4,2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Optometria e Ciências da Visão;8184;Licenciatura 1.º ciclo;13,9;60;27;33;54;6;6,1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito (regime pós-laboral);8358;Licenciatura 1.º ciclo;13,5;3;1;2;3;0;10,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciência Política (regime pós-laboral);8425;Licenciatura 1.º ciclo;13,4;41;41;0;41;0;7,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências do Ambiente (regime pós-laboral);8426;Licenciatura 1.º ciclo;15,8;57;54;3;57;0;3,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Educação (regime pós-laboral);8427;Licenciatura 1.º ciclo;15,6;37;37;0;36;1;2,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Culturais (regime pós-laboral);8428;Licenciatura 1.º ciclo;;23;20;3;23;0;6,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Línguas e Literaturas Europeias (regime pós-laboral);8429;Licenciatura 1.º ciclo;16,3;28;6;22;25;3;9,7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Geologia (regime pós-laboral);8432;Licenciatura 1.º ciclo;15,1;333;52;281;329;4;5,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Negócios Internacionais (regime pós-laboral);8433;Licenciatura 1.º ciclo;15,2;167;44;123;160;7;2,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;História (regime pós-laboral);8484;Licenciatura 1.º ciclo;14,8;86;9;77;82;4;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Design de Produto;8494;Licenciatura 1.º ciclo;14,3;95;23;72;91;4;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Administração Pública;9002;Licenciatura 1.º ciclo;16,8;13;2;11;10;3;8,8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Arqueologia;9006;Licenciatura 1.º ciclo;;39;36;3;39;0;9,8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Biologia e Geologia;9012;Licenciatura 1.º ciclo;13,2;106;58;48;103;3;4,2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Bioquímica;9015;Licenciatura 1.º ciclo;14,3;37;37;0;36;1;4
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciência Política;9019;Licenciatura 1.º ciclo;15;44;32;12;43;1;8,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura 1.º ciclo;15,1;38;19;19;38;0;8,8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Contabilidade;9056;Licenciatura 1.º ciclo;14,2;45;42;3;44;1;10,8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito;9078;Licenciatura 1.º ciclo;;41;41;0;39;2;1,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Economia;9081;Licenciatura 1.º ciclo;;43;24;19;42;1;5,8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Culturais;9134;Licenciatura 1.º ciclo;15,6;45;37;8;37;8;9,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Portugueses e Lusófonos;9138;Licenciatura 1.º ciclo;17,4;;;;;;6,2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Filosofia;9139;Licenciatura 1.º ciclo;16;15;8;7;10;5;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Física;9141;Licenciatura 1.º ciclo;16,7;28;21;7;15;13;7,1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Geologia;9146;Licenciatura 1.º ciclo;;13;3;10;9;4;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Gestão;9147;Licenciatura 1.º ciclo;;4;3;1;0;4;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;História;9181;Licenciatura 1.º ciclo;14,9;18;7;11;13;5;4,2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Línguas Aplicadas;9192;Licenciatura 1.º ciclo;16;;;;;;9,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Línguas e Literaturas Europeias;9195;Licenciatura 1.º ciclo;16,7;8;6;2;2;6;10
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Marketing;9205;Licenciatura 1.º ciclo;;6;5;1;0;6;7,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Matemática;9209;Licenciatura 1.º ciclo;15,4;23;7;16;12;11;6,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Música;9214;Licenciatura 1.º ciclo;16,1;91;12;79;80;11;6,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Química;9223;Licenciatura 1.º ciclo;;2;1;1;2;0;10
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Relações Internacionais;9229;Licenciatura 1.º ciclo;;1;1;0;1;0;0,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Sociologia;9240;Licenciatura 1.º ciclo;15;24;14;10;24;0;8,3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Teatro;9243;Licenciatura 1.º ciclo;15,9;;;;;;3,7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Arquitectura;9257;Mestrado Integrado;16;3;2;1;3;0;7,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Educação;9353;Licenciatura 1.º ciclo;13;29;16;13;26;3;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Biológica;9358;Mestrado Integrado;15,8;;;;;;0,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Biomédica;9359;Mestrado Integrado;15,4;36;34;2;26;10;7,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Civil;9360;Mestrado Integrado;;7;4;3;7;0;7,7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia de Materiais;9363;Mestrado Integrado;17,2;1;0;1;1;0;9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia de Polímeros;9364;Mestrado Integrado;;1;0;1;0;1;4,5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Electrónica Industrial e Computadores;9366;Mestrado Integrado;15;32;6;26;26;6;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Física;9368;Mestrado Integrado;12,6;124;44;80;106;18;5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;12,8;2;2;0;2;0;2,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Têxtil;9371;Mestrado Integrado;14,2;281;220;61;253;28;0,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências do Ambiente;9379;Licenciatura 1.º ciclo;12,6;142;51;91;130;12;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estatística Aplicada;9381;Licenciatura 1.º ciclo;12,5;152;68;84;142;10;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências da Computação;9397;Licenciatura 1.º ciclo;13,7;176;76;100;123;53;6,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Design e Marketing de Moda;9499;Licenciatura 1.º ciclo;13,9;193;48;145;153;40;6,6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão Industrial;9509;Mestrado Integrado;13,9;70;19;51;63;7;3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Psicologia;9555;Mestrado Integrado;14,1;148;78;70;133;15;1,7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Biologia Aplicada;9688;Licenciatura 1.º ciclo;14,2;161;16;145;147;14;1,5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Negócios Internacionais;9785;Licenciatura 1.º ciclo;13,4;138;76;62;128;10;1,7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Medicina;9813;Mestrado Integrado;13,4;169;94;75;150;19;4,1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Artes Visuais;9817;Licenciatura 1.º ciclo;12,8;177;93;84;144;33;4,1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Educação Básica;9853;Licenciatura 1.º ciclo;;;;;;;6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Contabilidade (regime pós-laboral);9869;Licenciatura 1.º ciclo;12,4;146;131;15;118;28;4,5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão de Sistemas de Informação;G001;Mestrado Integrado;12,4;97;82;15;61;36;4,5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão de Sistemas de Informação (regime pós-laboral);G002;Mestrado Integrado;12,9;314;281;33;287;27;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Informática;G005;Mestrado Integrado;12,8;288;162;126;235;53;4,2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia de Telecomunicações e Informática;G007;Mestrado Integrado;12,3;137;72;65;118;19;2,8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Criminologia e Justiça Criminal;L078;Licenciatura 1.º ciclo;13,4;188;26;162;160;28;1,7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Proteção Civil e Gestão do Território;L112;Licenciatura 1.º ciclo;;66;40;26;33;33;1,9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Orientais: Estudos Chineses e Japoneses;L147;Licenciatura 1.º ciclo;12,8;114;33;81;106;8;2,5
Universidade do Porto;1100;Faculdade de Arquitetura;1102;Publico;Universitario;Arquitectura;9257;Mestrado Integrado;12,7;4;4;0;4;0;1,4
Universidade do Porto;1100;Faculdade de Belas Artes;5402;Publico;Universitario;Artes Plásticas;9007;Licenciatura 1.º ciclo;13,7;414;208;206;303;111;
Universidade do Porto;1100;Faculdade de Belas Artes;5402;Publico;Universitario;Design de Comunicação;9070;Licenciatura 1.º ciclo;15,2;16;9;7;9;7;0
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Arquitectura Paisagista;8258;Licenciatura 1.º ciclo;16,2;40;24;16;34;6;1,5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biologia;9011;Licenciatura 1.º ciclo;16;74;67;7;42;32;7,2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Bioquímica;9015;Licenciatura 1.º ciclo;15,3;47;20;27;31;16;1,8
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física;9141;Licenciatura 1.º ciclo;14,8;24;8;16;16;8;6,1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Geologia;9146;Licenciatura 1.º ciclo;16,1;42;10;32;31;11;0,6
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Matemática;9209;Licenciatura 1.º ciclo;14;174;50;124;149;25;1,7
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Química;9223;Licenciatura 1.º ciclo;13,3;149;102;47;57;92;6,5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Física;9368;Mestrado Integrado;;;;;;;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciência de Computadores;9696;Licenciatura 1.º ciclo;16,4;26;5;21;21;5;3,1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciências e Tecnologia do Ambiente;9709;Licenciatura 1.º ciclo;16,4;18;7;11;13;5;5,8
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia de Redes e Sistemas Informáticos;9812;Mestrado Integrado;14,8;26;16;10;20;6;4,3
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciências de Engenharia;9824;Licenciatura 1.º ciclo;16,6;43;29;14;32;11;
Universidade do Porto;1100;Faculdade de Ciências da Nutrição e da Alimentação;1101;Publico;Universitario;Ciências da Nutrição;9554;Licenciatura 1.º ciclo;14,1;273;53;220;265;8;5,7
Universidade do Porto;1100;Faculdade de Desporto;1111;Publico;Universitario;Ciências do Desporto;9707;Licenciatura 1.º ciclo;16,8;30;14;16;15;15;5,8
Universidade do Porto;1100;Faculdade de Direito;1114;Publico;Universitario;Criminologia;9066;Licenciatura 1.º ciclo;15,5;40;12;28;23;17;2,3
Universidade do Porto;1100;Faculdade de Direito;1114;Publico;Universitario;Direito;9078;Licenciatura 1.º ciclo;16,6;59;4;55;30;29;4,3
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia;9081;Licenciatura 1.º ciclo;;1;1;0;1;0;
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão;9147;Licenciatura 1.º ciclo;12,6;52;26;26;45;7;2,2
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Civil;9360;Mestrado Integrado;17;2;0;2;2;0;7,7
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;Mestrado Integrado;13,4;209;171;38;194;15;5,7
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;15,4;930;266;664;908;22;3,8
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Informática e Computação;9459;Mestrado Integrado;12,7;77;26;51;55;22;3,9
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Metalúrgica e de Materiais;9460;Mestrado Integrado;;;;;;;5,1
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Química;9461;Mestrado Integrado;14,3;93;80;13;85;8;5,1
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Bioengenharia;9493;Mestrado Integrado;16,2;21;11;10;13;8;
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia do Ambiente;9508;Mestrado Integrado;16,8;48;3;45;30;18;
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia e Gestão Industrial;9509;Mestrado Integrado;16;34;23;11;20;14;4,1
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Ciências de Engenharia - Engenharia de Minas e Geoambiente;9897;Licenciatura 1.º ciclo;16,6;7;0;7;7;0;2,5
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Ciências Farmacêuticas;9494;Mestrado Integrado;13,4;29;7;22;29;0;4,8
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Arqueologia;9006;Licenciatura 1.º ciclo;16,5;16;7;9;11;5;3,5
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciências da Linguagem;9040;Licenciatura 1.º ciclo;17,6;24;9;15;23;1;6,7
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Filosofia;9139;Licenciatura 1.º ciclo;17,8;48;12;36;34;14;3,7
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Geografia;9143;Licenciatura 1.º ciclo;16,2;20;13;7;15;5;2,7
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História;9181;Licenciatura 1.º ciclo;15;3;0;3;3;0;0
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História da Arte;9182;Licenciatura 1.º ciclo;16,1;45;8;37;43;2;5,3
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Línguas Aplicadas;9192;Licenciatura 1.º ciclo;15;29;17;12;16;13;3,5
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Línguas e Relações Internacionais;9197;Licenciatura 1.º ciclo;17,1;12;4;8;11;1;
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura 1.º ciclo;17,2;4;1;3;4;0;6,4
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Sociologia;9240;Licenciatura 1.º ciclo;15,3;10;1;9;10;0;3,9
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciência da Informação;9694;Licenciatura 1.º ciclo;13,5;3;1;2;3;0;10,6
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Ciências da Comunicação: Jornalismo, Assessoria, Multimédia;9701;Licenciatura 1.º ciclo;16,2;51;22;29;48;3;
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Portugueses;9917;Licenciatura 1.º ciclo;15;8;3;5;3;5;3,3
Universidade do Porto;1100;Faculdade de Medicina;1108;Publico;Universitario;Medicina;9813;Mestrado Integrado;15,3;21;12;9;7;14;2,6
Universidade do Porto;1100;Faculdade de Medicina Dentária;1113;Publico;Universitario;Medicina Dentária;9548;Mestrado Integrado;15,4;6;3;3;5;1;3,3
Universidade do Porto;1100;Faculdade de Psicologia e de Ciências da Educação;1109;Publico;Universitario;Ciências da Educação;9026;Licenciatura 1.º ciclo;;19;19;0;19;0;
Universidade do Porto;1100;Faculdade de Psicologia e de Ciências da Educação;1109;Publico;Universitario;Psicologia;9555;Mestrado Integrado;12,9;99;27;72;98;1;
Universidade do Porto;1100;Instituto de Ciências Biomédicas Abel Salazar;1110;Publico;Universitario;Ciências do Meio Aquático;9708;Licenciatura 1.º ciclo;14;359;166;193;314;45;10,3
Universidade do Porto;1100;Instituto de Ciências Biomédicas Abel Salazar;1110;Publico;Universitario;Medicina;9813;Mestrado Integrado;14,9;189;62;127;181;8;2
Universidade do Porto;1100;Instituto de Ciências Biomédicas Abel Salazar;1110;Publico;Universitario;Medicina Veterinária;9847;Mestrado Integrado;12,5;213;115;98;188;25;9,5
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Agrárias e Veterinárias;1201;Publico;Universitario;Arquitectura Paisagista;8258;Licenciatura 1.º ciclo;13,2;520;438;82;490;30;
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Agrárias e Veterinárias;1201;Publico;Universitario;Engenharia Agronómica;9086;Licenciatura 1.º ciclo;14,3;86;60;26;74;12;
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Agrárias e Veterinárias;1201;Publico;Universitario;Engenharia Florestal;9114;Licenciatura 1.º ciclo;12,5;109;63;46;92;17;9,5
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Agrárias e Veterinárias;1201;Publico;Universitario;Engenharia Zootécnica;9129;Licenciatura 1.º ciclo;13,3;140;69;71;120;20;10,3
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Agrárias e Veterinárias;1201;Publico;Universitario;Enologia;9752;Licenciatura 1.º ciclo;12,6;94;30;64;84;10;
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Agrárias e Veterinárias;1201;Publico;Universitario;Medicina Veterinária;9847;Mestrado Integrado;14,3;562;224;338;430;132;2,1
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Biologia;9011;Licenciatura 1.º ciclo;15,3;156;138;18;132;24;3,9
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Biologia e Geologia;9012;Licenciatura 1.º ciclo;16,7;22;10;12;16;6;2,3
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Bioquímica;9015;Licenciatura 1.º ciclo;14,5;285;112;173;264;21;3,1
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Ciências do Ambiente;9379;Licenciatura 1.º ciclo;12,7;342;258;84;278;64;1,7
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Bioengenharia;9540;Licenciatura 1.º ciclo;13,4;648;580;68;604;44;2,6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Ciências da Nutrição;9554;Licenciatura 1.º ciclo;14,1;119;83;36;117;2;2,6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Ciência Alimentar;9693;Licenciatura 1.º ciclo;13,6;626;536;90;581;45;2,1
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Ciências do Desporto;9707;Licenciatura 1.º ciclo;16,4;19;11;8;10;9;2,6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Genética e Biotecnologia;9761;Licenciatura 1.º ciclo;16,8;48;13;35;47;1;5,3
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências da Vida e do Ambiente;1204;Publico;Universitario;Reabilitação Psicomotora;9841;Licenciatura 1.º ciclo;17,8;62;20;42;46;16;2,3
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia das Energias Renováveis;8463;Licenciatura 1.º ciclo;14,3;13;10;3;4;9;
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Comunicação e Multimédia;9052;Licenciatura 1.º ciclo;14,4;76;39;37;65;11;4,1
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia Civil;9089;Licenciatura 1.º ciclo;15,3;5;4;1;3;2;6,8
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia Informática;9119;Licenciatura 1.º ciclo;16;17;5;12;14;3;3,9
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia Mecânica;9123;Licenciatura 1.º ciclo;13,6;142;46;96;133;9;6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Tecnologias de Informação e Comunicação;9250;Licenciatura 1.º ciclo;13,4;280;121;159;248;32;3,9
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;Mestrado Integrado;12,5;154;78;76;125;29;5,4
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia Biomédica;9455;Licenciatura 1.º ciclo;17,5;16;13;3;9;7;7,2
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Tecnologias de Apoio e Acessibilidade;L043;Licenciatura 1.º ciclo;13,9;214;95;119;190;24;4,1
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências e Tecnologia;1203;Publico;Universitario;Engenharia da Sustentabilidade;L115;Licenciatura 1.º ciclo;16;4;3;1;4;0;6,8
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Animação Sociocultural;9005;Licenciatura 1.º ciclo;16,6;15;2;13;15;0;8,7
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura 1.º ciclo;15,8;28;16;12;13;15;6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Economia;9081;Licenciatura 1.º ciclo;;1;1;0;1;0;7,2
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Gestão;9147;Licenciatura 1.º ciclo;15,7;7;5;2;0;7;9,2
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Línguas e Relações Empresariais;9196;Licenciatura 1.º ciclo;;;;;;;1,1
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura 1.º ciclo;17;13;4;9;11;2;0,8
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Psicologia;9219;Licenciatura 1.º ciclo;15;;;;;;3,6
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Serviço Social;9238;Licenciatura 1.º ciclo;13,6;180;83;97;165;15;8,5
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Turismo;9254;Licenciatura 1.º ciclo;12,9;2189;702;1487;1755;434;6,2
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Teatro e Artes Performativas;9803;Licenciatura 1.º ciclo;15,1;313;119;194;198;115;9,2
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Educação Básica;9853;Licenciatura 1.º ciclo;15,1;1;0;1;0;1;7,9
Universidade de Trás-os-Montes e Alto Douro;1200;Escola de Ciências Humanas e Sociais;1202;Publico;Universitario;Animação Cultural e Comunitária;L092;Licenciatura 1.º ciclo;;64;27;37;51;13;8,5
Universidade de Trás-os-Montes e Alto Douro;1200;Escola Superior de Saúde;7080;Publico;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;14,7;50;22;28;41;9;5,2
Universidade da Madeira;1300;Escola Superior de Saúde;1320;Publico;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;16,7;24;11;13;20;4;4,7
Universidade da Madeira;1300;Escola Superior de Tecnologias e Gestão;1321;Publico;Politecnico;Direção e Gestão Hoteleira;9076;Licenciatura 1.º ciclo;12,7;765;368;397;619;146;0
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Publico;Universitario;Design;9069;Licenciatura 1.º ciclo;13,3;413;196;217;337;76;
