PORTAL INFOCURSOS;;;;;;;;;;;
;;;;;;;;;;;
8) Taxa de desemprego registado no IEFP do curso;;;;;;;;;;;
;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroDiplomadosCurso;NumeroDiplomadosDesempregados (média junho e dezembro 2016);TaxaDesempregoRegistadoCurso
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Tecnologias e Design de Multimédia;9491;Licenciatura;120;14;11,7
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Turismo;9254;Licenciatura;144;16,5;11,5
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Marketing;9205;Licenciatura;149;19;12,8
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Gestão de Empresas;9152;Licenciatura;194;22;11,3
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;115;6;5,2
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;160;11,5;7,2
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura;130;10;7,7
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Engenharia do Ambiente;9099;Licenciatura;86;9,5;11
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;133;12;9
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Contabilidade (regime nocturno);9057;Licenciatura;104;4;3,8
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Tecnologia e Design de Mobiliário;8517;Licenciatura;7;;
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Publico;Politecnico;Gestão Industrial;8296;Licenciatura;23;;
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Publicidade e Relações Públicas;9930;Licenciatura;172;25,5;14,8
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Educação Básica;9853;Licenciatura;177;6,5;3,7
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Desporto e Actividade Física;9850;Licenciatura;141;19;13,5
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Animação Cultural;9466;Licenciatura;77;7,5;9,7
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Artes Plásticas e Multimédia;9347;Licenciatura;113;17;15
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Educação Social;9084;Licenciatura;256;38,5;15
Instituto Politécnico de Viseu;3180;Escola Superior de Educação de Viseu;3181;Publico;Politecnico;Comunicação Social;9054;Licenciatura;209;30,5;14,6
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Saúde de Viana do Castelo;7075;Publico;Politecnico;Enfermagem;9500;Licenciatura;255;6;2,4
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Desporto e Lazer de Melgaço;3165;Publico;Politecnico;Desporto e Lazer;9731;Licenciatura;125;13;10,4
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Ciências Empresariais;3164;Publico;Politecnico;Contabilidade e Fiscalidade (regime pós-laboral);9872;Licenciatura;46;3;6,5
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Ciências Empresariais;3164;Publico;Politecnico;Marketing e Comunicação Empresarial;9664;Licenciatura;62;11;17,7
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Ciências Empresariais;3164;Publico;Politecnico;Organização e Gestão Empresariais;8516;Licenciatura;3;;
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Ciências Empresariais;3164;Publico;Politecnico;Gestão da Distribuição e Logística;8464;Licenciatura;32;2;6,2
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Ciência e Tecnologia Alimentar;L016;Licenciatura;123;15,5;12,6
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Engenharia de Sistemas de Energias Renováveis;9857;Licenciatura;116;8;6,9
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Engenharia Electrónica e Redes de Computadores;9750;Licenciatura;68;5;7,4
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Engenharia Civil e do Ambiente;9743;Licenciatura;168;16,5;9,8
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Design do Produto;9727;Licenciatura;133;18;13,5
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Design de Ambientes;9723;Licenciatura;76;10,5;13,8
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Turismo;9254;Licenciatura;206;26;12,6
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Gestão (regime nocturno);9148;Licenciatura;196;24,5;12,5
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Gestão;9147;Licenciatura;196;24,5;12,5
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;8;;
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;94;3,5;3,7
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Engenharia da Computação Gráfica e Multimédia;8407;Licenciatura;41;6;14,6
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Tecnologia e Gestão;3163;Publico;Politecnico;Turismo (regime pós-laboral);8114;Licenciatura;206;26;12,6
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Educação;3162;Publico;Politecnico;Gestão Artística e Cultural;9859;Licenciatura;85;14;16,5
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Educação;3162;Publico;Politecnico;Educação Básica;9853;Licenciatura;280;12,5;4,5
Instituto Politécnico de Viana do Castelo;3160;Escola Superior de Educação;3162;Publico;Politecnico;Educação Social Gerontológica;9473;Licenciatura;115;17,5;15,2
Instituto Politécnico de Viana do Castelo;3160;Escola Superior Agrária;3161;Publico;Politecnico;Enfermagem Veterinária;9085;Licenciatura;101;9,5;9,4
Instituto Politécnico de Viana do Castelo;3160;Escola Superior Agrária;3161;Publico;Politecnico;Biotecnologia;9016;Licenciatura;57;5,5;9,6
Instituto Politécnico de Viana do Castelo;3160;Escola Superior Agrária;3161;Publico;Politecnico;Agronomia;9003;Licenciatura;68;8;11,8
Instituto Politécnico de Viana do Castelo;3160;Escola Superior Agrária;3161;Publico;Politecnico;Ciências e Tecnologias do Ambiente;8155;Licenciatura;71;5,5;7,7
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Terapia da Fala;9890;Licenciatura;102;5,5;5,4
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Fisioterapia;9504;Licenciatura;159;6;3,8
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Enfermagem;9500;Licenciatura;168;0,5;0,3
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Tecnologias do Petróleo;L100;Licenciatura;0;;
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Engenharia Civil (regime nocturno);9090;Licenciatura;158;20;12,7
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;158;20;12,7
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Biotecnologia;9016;Licenciatura;0;;
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão da Distribuição e da Logística (regime pós-laboral);9993;Licenciatura;250;15;6
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão de Sistemas de Informação;9630;Licenciatura;134;3;2,2
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão da Distribuição e da Logística;9629;Licenciatura;250;15;6
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Contabilidade e Finanças (regime nocturno);9628;Licenciatura;373;22;5,9
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Contabilidade e Finanças;9627;Licenciatura;373;22;5,9
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Marketing;9205;Licenciatura;211;17,5;8,3
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão de Recursos Humanos;9157;Licenciatura;295;26;8,8
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão de Recursos Humanos (regime pós-laboral);8111;Licenciatura;295;26;8,8
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Tecnologia Biomédica;L069;Licenciatura;109;6;5,5
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Tecnologia e Gestão Industrial (regime nocturno);9862;Licenciatura;127;5,5;4,3
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;177;9,5;5,4
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;109;5,5;5
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;152;7;4,6
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Engenharia do Ambiente;9099;Licenciatura;68;12,5;18,4
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Engenharia de Automação, Controlo e Instrumentação;9092;Licenciatura;68;2;2,9
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia de Setúbal;3152;Publico;Politecnico;Tecnologias de Energia;8515;Licenciatura;0;;
Instituto Politécnico de Setúbal;3150;Escola Superior de Educação;3151;Publico;Politecnico;Educação Básica;9853;Licenciatura;214;4,5;2,1
Instituto Politécnico de Setúbal;3150;Escola Superior de Educação;3151;Publico;Politecnico;Tradução e Interpretação de Língua Gestual Portuguesa;9633;Licenciatura;35;5;14,3
Instituto Politécnico de Setúbal;3150;Escola Superior de Educação;3151;Publico;Politecnico;Animação e Intervenção Sociocultural;9631;Licenciatura;117;12;10,3
Instituto Politécnico de Setúbal;3150;Escola Superior de Educação;3151;Publico;Politecnico;Desporto;9563;Licenciatura;94;3;3,2
Instituto Politécnico de Setúbal;3150;Escola Superior de Educação;3151;Publico;Politecnico;Comunicação Social;9054;Licenciatura;109;20;18,3
Instituto Politécnico de Santarém;3140;Escola Superior de Saúde de Santarém;7065;Publico;Politecnico;Enfermagem;9500;Licenciatura;220;3;1,4
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Desporto, Condição Física e Saúde;L034;Licenciatura;131;7;5,3
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Atividade Física e Estilos de Vida Saudáveis;L008;Licenciatura;0;;
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Treino Desportivo;9808;Licenciatura;171;10;5,8
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Gestão das Organizações Desportivas;9763;Licenciatura;55;7;12,7
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Desporto de Natureza e Turismo Activo;9730;Licenciatura;65;6,5;10
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Gestão de Empresas (regime pós-laboral);9994;Licenciatura;193;22,5;11,7
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Negócios Internacionais;9785;Licenciatura;0;;
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Contabilidade e Fiscalidade;9498;Licenciatura;118;8;6,8
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Marketing e Publicidade;9206;Licenciatura;143;18;12,6
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Informática;9185;Licenciatura;82;3,5;4,3
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Gestão de Empresas;9152;Licenciatura;193;22,5;11,7
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Educação Básica;9853;Licenciatura;172;6;3,5
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Educação e Comunicação Multimédia;9354;Licenciatura;98;11,5;11,7
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Artes Plásticas e Multimédia;9347;Licenciatura;49;11,5;23,5
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Educação Social;9084;Licenciatura;128;24;18,8
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Qualidade Alimentar e Nutrição Humana;L080;Licenciatura;95;7;7,4
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Tecnologia Alimentar;L015;Licenciatura;94;7;7,4
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Produção Animal;L011;Licenciatura;79;7,5;9,5
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Agronomia;9003;Licenciatura;108;8,5;7,9
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Agronomia (regime pós-laboral);8419;Licenciatura;108;8,5;7,9
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Biotecnologia Medicinal;L101;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;189;20,5;10,8
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Fisiologia Clínica;L067;Licenciatura;169;14;8,3
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;276;28;10,1
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Terapia da Fala;9890;Licenciatura;112;9,5;8,5
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Saúde Ambiental;9861;Licenciatura;139;25;18
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Farmácia;9549;Licenciatura;227;15,5;6,8
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Fisioterapia;9504;Licenciatura;232;24,5;10,6
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Ortóptica;8143;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Audiologia;8141;Licenciatura;71;4;5,6
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Terapia Ocupacional;8138;Licenciatura;193;12,5;6,5
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Segurança do Trabalho e Ambiente;L091;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Solicitadoria;9242;Licenciatura;271;35,5;13,1
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;96;0,5;0,5
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Ciências Empresariais;9045;Licenciatura;131;15,5;11,8
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Segurança Informática em Redes de Computadores;8398;Licenciatura;10;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Sistemas de Informação para a Gestão;8288;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Ciências Empresariais (regime pós-laboral);8097;Licenciatura;131;15,5;11,8
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura;271;35,5;13,1
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Biorrecursos;L089;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Mecânica Automóvel;9936;Licenciatura;71;5;7
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia de Computação e Instrumentação Médica;9495;Licenciatura;69;7;10,1
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Química;9125;Licenciatura;224;21;9,4
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;661;50;7,6
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;670;36;5,4
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Geotécnica e Geoambiente;9117;Licenciatura;79;5,5;7
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;400;10;2,5
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Electrotécnica - Sistemas Eléctricos de Energia;9110;Licenciatura;230;17,5;7,6
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;537;51;9,5
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia de Sistemas;8316;Licenciatura;37;8;21,6
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Criatividade e Inovação Empresarial;L070;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração (regime pós-laboral);9870;Licenciatura;938;70;7,5
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial (regime pós-laboral);9867;Licenciatura;238;33;13,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio Internacional (regime pós-laboral);9866;Licenciatura;91;8,5;9,3
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução (regime pós-laboral);9829;Licenciatura;180;16;8,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio Internacional;9716;Licenciatura;91;8,5;9,3
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing;9205;Licenciatura;270;32,5;12
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;938;70;7,5
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial;9053;Licenciatura;238;33;13,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução;9009;Licenciatura;180;16;8,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing (regime pós-laboral);8005;Licenciatura;270;32,5;12
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Teatro, variante de Interpretação;9842;Licenciatura;101;8,5;8,4
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Produção e Tecnologias da Música;9840;Licenciatura;306;3,5;1,1
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Música Antiga;9839;Licenciatura;306;3,5;1,1
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Jazz;9838;Licenciatura;306;3,5;1,1
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Composição;9837;Licenciatura;306;3,5;1,1
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Canto;9836;Licenciatura;306;3,5;1,1
Instituto Politécnico do Porto;3130;Escola Superior de Música e das Artes do Espectáculo;3132;Publico;Politecnico;Música, variante de Instrumento;9784;Licenciatura;306;3,5;1,1
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social (regime pós-laboral);9879;Licenciatura;398;75,5;19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Musical;9878;Licenciatura;45;0;0
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Básica;9853;Licenciatura;259;4;1,5
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Tradução e Interpretação em Língua Gestual Portuguesa;9807;Licenciatura;115;13,5;11,7
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património;9767;Licenciatura;146;24;16,4
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ciências do Desporto;9707;Licenciatura;80;6,5;8,1
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social;9084;Licenciatura;398;75,5;19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Artes Visuais e Tecnologias Artísticas;8264;Licenciatura;78;11,5;14,7
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património (regime pós-laboral);8096;Licenciatura;146;24;16,4
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Línguas e Culturas Estrangeiras;8002;Licenciatura;72;11;15,3
Instituto Politécnico de Portalegre;3120;Escola Superior de Saúde de Portalegre;7055;Publico;Politecnico;Higiene Oral;9556;Licenciatura;29;;
Instituto Politécnico de Portalegre;3120;Escola Superior de Saúde de Portalegre;7055;Publico;Politecnico;Enfermagem;9500;Licenciatura;338;2,5;0,7
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Equinicultura;9130;Licenciatura;29;;
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Enfermagem Veterinária;9085;Licenciatura;112;13,5;12,1
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Agronomia;9003;Licenciatura;58;3;5,2
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Tecnologias de Produção de Biocombustíveis;L033;Licenciatura;0;;
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura;158;9;5,7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Administração de Publicidade e Marketing;9670;Licenciatura;63;5,5;8,7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design e Animação Multimédia;9469;Licenciatura;50;6,5;13
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão;9147;Licenciatura;158;9;5,7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;30;1,5;5
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Comunicação;9070;Licenciatura;82;11;13,4
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Educação Básica;9853;Licenciatura;54;3;5,6
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Jornalismo e Comunicação;9773;Licenciatura;97;15,5;16
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Turismo;9254;Licenciatura;64;10;15,6
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Serviço Social;9238;Licenciatura;193;34,5;17,9
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Serviço Social (regime pós-laboral);8014;Licenciatura;193;34,5;17,9
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;245;7,5;3,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Fisiologia Clínica;L067;Licenciatura;141;5;3,5
