PORTAL INFOCURSOS;;;;;;;;;;;
;;;;;;;;;;;
8) Percentagem de recém-diplomados do curso que estão registados no IEFP como desempregados;;;;;;;;;;;
;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroDiplomadosCurso;NumeroDiplomadosDesempregados (média junho e dezembro 2019);TaxaDesempregoRegistadoCurso
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão de Recursos Humanos (regime pós-laboral);8111;Licenciatura;322;11,5;3,5
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão de Recursos Humanos;9157;Licenciatura;322;11,5;3,5
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Marketing;9205;Licenciatura;201;12,5;6,2
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Contabilidade e Finanças (regime nocturno);9628;Licenciatura;337;10,5;3,1
Instituto Politécnico de Setúbal;3150;Escola Superior de Ciências Empresariais;3153;Publico;Politecnico;Gestão da Distribuição e da Logística;9629;Licenciatura;259;7,5;2,8
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Engenharia Civil (regime nocturno);9090;Licenciatura;96;4;4,1
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Bioinformática;9687;Licenciatura;0;;
Instituto Politécnico de Setúbal;3150;Escola Superior de Tecnologia do Barreiro;3154;Publico;Politecnico;Tecnologias do Petróleo;L100;Licenciatura;4;;
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Enfermagem;9500;Licenciatura;162;0;0
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Fisioterapia;9504;Licenciatura;145;1;0,6
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Terapia da Fala;9890;Licenciatura;105;2;1,9
Instituto Politécnico de Setúbal;3150;Escola Superior de Saúde;3155;Publico;Politecnico;Acupuntura;L160;Licenciatura;0;;
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Informática;9185;Licenciatura;64;1,5;2,3
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Contabilidade e Fiscalidade;9498;Licenciatura;82;4,5;5,4
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Negócios Internacionais;9785;Licenciatura;10;;
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Treino Desportivo;9808;Licenciatura;162;3;1,8
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Atividade Física e Estilos de Vida Saudáveis;L008;Licenciatura;50;4;8
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Agronomia (regime pós-laboral);8419;Licenciatura;149;3,5;2,3
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Tecnologia e Gestão Agroindustrial;L169;Licenciatura;0;;
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Educação Social;9084;Licenciatura;115;13,5;11,7
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Educação Básica;9853;Licenciatura;131;1,5;1,1
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Educação Ambiental e Turismo da Natureza;L130;Licenciatura;0;;
Instituto Politécnico de Santarém;3140;Escola Superior de Educação de Santarém;3142;Publico;Politecnico;Produção Multimédia em Educação;L179;Licenciatura;0;;
Instituto Politécnico de Santarém;3140;Escola Superior Agrária de Santarém;3141;Publico;Politecnico;Agronomia;9003;Licenciatura;149;3,5;2,3
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Gestão de Empresas;9152;Licenciatura;275;7;2,5
Instituto Politécnico de Santarém;3140;Escola Superior de Gestão e Tecnologia de Santarém;3143;Publico;Politecnico;Gestão de Empresas (regime pós-laboral);9994;Licenciatura;275;7;2,5
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Desporto de Natureza e Turismo Activo;9730;Licenciatura;55;2,5;4,5
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Gestão das Organizações Desportivas;9763;Licenciatura;49;1;2
Instituto Politécnico de Santarém;3140;Escola Superior de Desporto de Rio Maior;3145;Publico;Politecnico;Desporto, Condição Física e Saúde;L034;Licenciatura;196;1;0,5
Instituto Politécnico de Santarém;3140;Escola Superior de Saúde de Santarém;7065;Publico;Politecnico;Enfermagem;9500;Licenciatura;295;0,5;0,1
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução;9009;Licenciatura;191;9;4,7
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing;9205;Licenciatura;312;19;6
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial (regime pós-laboral);9867;Licenciatura;288;10,5;3,6
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração (regime pós-laboral);9870;Licenciatura;1027;40,5;3,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Criatividade e Inovação Empresarial;L070;Licenciatura;16;;
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia de Sistemas;8316;Licenciatura;93;3;3,2
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura;68;2,5;3,6
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Electrotécnica - Sistemas Eléctricos de Energia;9110;Licenciatura;211;3,5;1,6
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;420;7,5;1,7
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Geotécnica e Geoambiente;9117;Licenciatura;62;3;4,8
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;858;9,5;1,1
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Biomédica;9455;Licenciatura;88;3,5;3,9
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Biorrecursos;L089;Licenciatura;15;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura;221;29;13,1
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Artes Visuais e Tecnologias Artísticas;8264;Licenciatura;87;7;8
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património;9767;Licenciatura;127;10,5;8,2
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Tradução e Interpretação em Língua Gestual Portuguesa;9807;Licenciatura;85;2;2,3
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Básica;9853;Licenciatura;232;2,5;1
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Musical;9878;Licenciatura;46;0;0
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Sistemas de Informação para a Gestão;8288;Licenciatura;16;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Ciências Empresariais;9045;Licenciatura;195;12;6,1
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Gestão Industrial e Logística;L030;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Segurança do Trabalho e Ambiente;L091;Licenciatura;3;;
Instituto Politécnico do Porto;3130;Escola Superior de Media Artes e Design;3331;Publico;Politecnico;Multimédia;9213;Licenciatura;72;5,5;7,6
Instituto Politécnico do Porto;3130;Escola Superior de Media Artes e Design;3331;Publico;Politecnico;Tecnologias e Sistemas de Informação para a Web;L071;Licenciatura;25;;
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Terapia Ocupacional;8138;Licenciatura;210;5,5;2,6
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Ortóptica;8143;Licenciatura;35;0;0
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Fisioterapia;9504;Licenciatura;261;4,5;1,7
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Saúde Ambiental;9861;Licenciatura;130;10,5;8
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Terapia da Fala;9890;Licenciatura;126;3,5;2,7
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;244;8,5;3,4
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Fisiologia Clínica;L067;Licenciatura;154;2;1,2
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;202;8,5;4,2
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing (regime pós-laboral);8005;Licenciatura;312;19;6
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Ciências e Tecnologias da Documentação e Informação;9043;Licenciatura;63;6,5;10,3
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial;9053;Licenciatura;288;10,5;3,6
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;1027;40,5;3,9
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Recursos Humanos;9227;Licenciatura;144;9,5;6,5
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio Internacional;9716;Licenciatura;105;4;3,8
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução (regime pós-laboral);9829;Licenciatura;191;9;4,7
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio Internacional (regime pós-laboral);9866;Licenciatura;105;4;3,8
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;319;11,5;3,6
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;652;13,5;2
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Química;9125;Licenciatura;227;5;2,2
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Mecânica Automóvel;9936;Licenciatura;128;4;3,1
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Ciências Empresariais (regime pós-laboral);8097;Licenciatura;195;12;6,1
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Segurança Informática em Redes de Computadores;8398;Licenciatura;27;;
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;100;1;1
Instituto Politécnico do Porto;3130;Escola Superior de Tecnologia e Gestão;3138;Publico;Politecnico;Solicitadoria;9242;Licenciatura;221;29;13,1
Instituto Politécnico do Porto;3130;Escola Superior de Hotelaria e Turismo;3139;Publico;Politecnico;Gestão das Actividades Turísticas (regime pós-laboral);8442;Licenciatura;253;12,5;4,9
Instituto Politécnico do Porto;3130;Escola Superior de Hotelaria e Turismo;3139;Publico;Politecnico;Gestão e Administração Hoteleira;9164;Licenciatura;157;3;1,9
Instituto Politécnico do Porto;3130;Escola Superior de Hotelaria e Turismo;3139;Publico;Politecnico;Gestão das Actividades Turísticas;9921;Licenciatura;253;12,5;4,9
Instituto Politécnico do Porto;3130;Escola Superior de Hotelaria e Turismo;3139;Publico;Politecnico;Gestão da Restauração e Catering;L131;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Línguas e Culturas Estrangeiras;8002;Licenciatura;152;5,5;3,6
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património (regime pós-laboral);8096;Licenciatura;127;10,5;8,2
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social;9084;Licenciatura;376;33;8,7
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social (regime pós-laboral);9879;Licenciatura;376;33;8,7
Instituto Politécnico do Porto;3130;Escola Superior de Media Artes e Design;3331;Publico;Politecnico;Design;9069;Licenciatura;156;13;8,3
Instituto Politécnico do Porto;3130;Escola Superior de Media Artes e Design;3331;Publico;Politecnico;Tecnologia da Comunicação Audiovisual;9244;Licenciatura;80;5,5;6,8
Instituto Politécnico do Porto;3130;Escola Superior de Media Artes e Design;3331;Publico;Politecnico;Fotografia;9645;Licenciatura;0;;
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Audiologia;8141;Licenciatura;75;3;4
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Farmácia;9549;Licenciatura;216;4;1,8
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Biotecnologia Medicinal;L101;Licenciatura;15;;
Instituto Politécnico do Porto;3130;Escola Superior de Saúde;7230;Publico;Politecnico;Osteopatia;L136;Licenciatura;0;;
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Serviço Social (regime pós-laboral);8014;Licenciatura;166;23,5;14,1
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Serviço Social;9238;Licenciatura;166;23,5;14,1
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Jornalismo e Comunicação;9773;Licenciatura;90;7,5;8,3
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Educação Básica;9853;Licenciatura;36;3;8,3
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Comunicação;9070;Licenciatura;67;4;5,9
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;28;;
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Administração de Publicidade e Marketing;9670;Licenciatura;46;7;15,2
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Tecnologias de Produção de Biocombustíveis;L033;Licenciatura;1;;
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Agronomia;9003;Licenciatura;75;3,5;4,6
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Enfermagem Veterinária;9085;Licenciatura;64;4;6,2
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Turismo;9254;Licenciatura;60;7;11,6
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão;9147;Licenciatura;148;10,5;7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura;148;10,5;7
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Animação e Multimédia;L171;Licenciatura;43;5;11,6
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Equinicultura;9130;Licenciatura;20;;
Instituto Politécnico de Portalegre;3120;Escola Superior de Saúde;7055;Publico;Politecnico;Enfermagem;9500;Licenciatura;254;1,5;0,5
Instituto Politécnico de Portalegre;3120;Escola Superior de Saúde;7055;Publico;Politecnico;Higiene Oral;9556;Licenciatura;24;;
Instituto Politécnico de Lisboa;3110;Escola Superior de Dança;3111;Publico;Politecnico;Dança;9068;Licenciatura;167;2,5;1,4
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Música na Comunidade;8009;Licenciatura;21;;
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Animação Sociocultural;9005;Licenciatura;108;4;3,7
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Básica;9853;Licenciatura;476;2,5;0,5
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Mediação Artística e Cultural;L134;Licenciatura;0;;
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Jornalismo;9191;Licenciatura;222;7;3,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Jazz (regime pós-laboral);8343;Licenciatura;61;0,5;0,8
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Tecnologias da Música (regime pós-laboral);8344;Licenciatura;30;1;3,3
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Composição, Direção e Formação Musical;L012;Licenciatura;75;2;2,6
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Cinema;9048;Licenciatura;122;3;2,4
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Teatro;9243;Licenciatura;217;2,5;1,1
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura;253;6,5;2,5
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Gestão;9147;Licenciatura;538;9;1,6
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Solicitadoria;9242;Licenciatura;253;6,5;2,5
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Finanças Empresariais;9476;Licenciatura;321;4,5;1,4
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Finanças Empresariais (regime pós-laboral);9889;Licenciatura;321;4,5;1,4
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura;538;9;1,6
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura;243;5,5;2,2
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática e de Computadores;9121;Licenciatura;190;0;0
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Dietética e Nutrição;8149;Licenciatura;165;3;1,8
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Ortoprotesia;8152;Licenciatura;83;0,5;0,6
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Fisioterapia;9504;Licenciatura;153;1,5;0,9
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Saúde Ambiental;9861;Licenciatura;71;1;1,4
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;331;6,5;1,9
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Fisiologia Clínica;L067;Licenciatura;133;0,5;0,3
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;273;0,5;0,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Ortóptica e Ciências da Visão;L161;Licenciatura;126;0,5;0,3
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Artes Visuais e Tecnologias;8307;Licenciatura;202;11;5,4
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Básica (regime pós-laboral);9876;Licenciatura;476;2,5;0,5
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Relações Públicas e Comunicação Empresarial (regime pós-laboral);8438;Licenciatura;298;12,5;4,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Publicidade e Marketing  (regime pós-laboral);8439;Licenciatura;355;8,5;2,3
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Audiovisual e Multimédia;9010;Licenciatura;292;13;4,4
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Publicidade e Marketing;9222;Licenciatura;355;8,5;2,3
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Relações Públicas e Comunicação Empresarial;9231;Licenciatura;298;12,5;4,1
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Execução;9782;Licenciatura;192;1;0,5
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;648;12;1,8
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Administração (regime pós-laboral);9870;Licenciatura;648;12;1,8
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Comércio e Negócios Internacionais (regime pós-laboral);L035;Licenciatura;78;3,5;4,4
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;339;9;2,6
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrónica e Telecomunicações e de Computadores;9108;Licenciatura;154;2,5;1,6
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;324;9,5;2,9
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Química e Biológica;9126;Licenciatura;175;8;4,5
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Biomédica;9455;Licenciatura;0;;
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática e Multimédia;L052;Licenciatura;105;4,5;4,2
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Tecnologias e Gestão Municipal;L085;Licenciatura;1;;
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Matemática Aplicada à Tecnologia e à Empresa;L117;Licenciatura;0;;
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática, Redes e Telecomunicações;L119;Licenciatura;0;;
Instituto Politécnico de Lisboa;3110;Escola Superior de Tecnologia da Saúde de Lisboa;7220;Publico;Politecnico;Farmácia;9549;Licenciatura;122;0,5;0,4
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Serviço Social (regime pós-laboral);8014;Licenciatura;304;28;9,2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Bem-Estar (regime pós-laboral);8132;Licenciatura;194;4;2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Social;9084;Licenciatura;167;9,5;5,6
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Relações Humanas e Comunicação Organizacional;9797;Licenciatura;154;11;7,1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação e Media;L099;Licenciatura;200;19,5;9,7
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura;214;16,5;7,7
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Administração Pública;9002;Licenciatura;63;4;6,3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;158;2;1,2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão;9147;Licenciatura;309;12,5;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing;9205;Licenciatura;132;7;5,3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria;9242;Licenciatura;214;16,5;7,7
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Biomecânica;9690;Licenciatura;44;1;2,2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura;309;12,5;4
