Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NotaFinalMedia;NumeroInscritos;NumeroHomens;NumeroMulheres;NumeroPortugueses;NumeroEstrangeiros
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Física;9368;Mestrado Integrado;16,3;125;101;24;123;2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;14,3;537;447;90;522;15
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Têxtil;9371;Mestrado Integrado;15;101;37;64;100;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências do Ambiente;9379;Licenciatura 1.º ciclo;12,8;87;43;44;87;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estatística Aplicada;9381;Licenciatura 1.º ciclo;13,5;66;31;35;64;2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências da Computação;9397;Licenciatura 1.º ciclo;12,9;263;227;36;253;10
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Biotecnologia;9399;Mestrado 2.º ciclo;16,9;39;12;27;37;2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ecologia;9408;Mestrado 2.º ciclo;16,7;7;5;2;6;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Design e Marketing de Moda;9499;Licenciatura 1.º ciclo;14,8;92;4;88;88;4
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão Industrial;9509;Mestrado Integrado;15,1;413;204;209;394;19
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Psicologia;9555;Mestrado Integrado;14,5;409;80;329;395;14
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Industrial;9572;Mestrado 2.º ciclo;15,6;128;53;75;94;34
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Física;9657;Mestrado 2.º ciclo;15,6;21;18;3;14;7
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Educação Especial;9665;Mestrado 2.º ciclo;16,8;48;3;45;29;19
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Biologia Aplicada;9688;Licenciatura 1.º ciclo;14,3;183;81;102;177;6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Negócios Internacionais;9785;Licenciatura 1.º ciclo;;;;;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Medicina;9813;Mestrado Integrado;14,7;815;230;585;794;21
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Artes Visuais;9817;Licenciatura 1.º ciclo;;25;5;20;25;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Educação Básica;9853;Licenciatura 1.º ciclo;14,4;140;9;131;135;5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Contabilidade (regime pós-laboral);9869;Licenciatura 1.º ciclo;13,2;159;65;94;156;3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Portugueses;9917;Licenciatura 1.º ciclo;;;;;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão de Sistemas de Informação;G001;Mestrado Integrado;14,1;614;428;186;611;3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão de Sistemas de Informação (regime pós-laboral);G002;Mestrado Integrado;13,9;148;121;27;148;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia Informática;G005;Mestrado Integrado;14,5;959;814;145;947;12
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia de Telecomunicações e Informática;G007;Mestrado Integrado;13,9;178;151;27;177;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Criminologia e Justiça Criminal;L078;Licenciatura 1.º ciclo;;88;16;72;85;3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Proteção Civil e Gestão do Território;L112;Licenciatura 1.º ciclo;;20;14;6;20;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Orientais: Estudos Chineses e Japoneses;L147;Licenciatura 1.º ciclo;14,7;110;32;78;105;5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino de Informática;M112;Mestrado 2.º ciclo;16,7;8;6;2;8;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Química Têxtil;M136;Mestrado 2.º ciclo;16,3;11;3;8;10;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito dos Contratos e da Empresa;M171;Mestrado 2.º ciclo;15,6;57;15;42;29;28
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito da União Europeia;M172;Mestrado 2.º ciclo;17;41;18;23;15;26
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito Tributário e Fiscal;M173;Mestrado 2.º ciclo;14;;;;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Economia Monetária, Bancária e Financeira;M174;Mestrado 2.º ciclo;15,8;44;20;24;35;9
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Economia Industrial e da Empresa;M175;Mestrado 2.º ciclo;14,3;50;26;24;47;3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Tradução e Comunicação Multilingue;M177;Mestrado 2.º ciclo;17,5;55;15;40;44;11
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências da Saúde;M178;Mestrado 2.º ciclo;17,2;19;5;14;18;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Biofísica e Bionanossistemas;M386;Mestrado 2.º ciclo;17,5;17;8;9;17;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Português Língua Não-Materna - Português Língua Estrangeira e Líng Segunda;M423;Mestrado 2.º ciclo;16,6;27;3;24;9;18
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Design de Comunicação de Moda;M473;Mestrado 2.º ciclo;16;51;1;50;34;17
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Biologia Molecular, Biotecnologia e Bioempreendedorismo em Plantas;M484;Mestrado 2.º ciclo;17,4;17;5;12;16;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Crime, Diferença e Desigualdade;M519;Mestrado 2.º ciclo;16,2;50;4;46;34;16
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino de Música;M527;Mestrado 2.º ciclo;15,9;92;53;39;90;2
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Comunicação, Arte e Cultura;M559;Mestrado 2.º ciclo;16,5;28;6;22;11;17
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito e Informática;M562;Mestrado 2.º ciclo;15,3;44;24;20;22;22
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências - Formação Contínua de Professores;M567;Mestrado 2.º ciclo;16,2;;;;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ciências e Tecnologias do Ambiente;M570;Mestrado 2.º ciclo;15,8;29;18;11;25;4
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito dos Negócios Europeu e Transnacional;M603;Mestrado 2.º ciclo;16,3;9;4;5;3;6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos de Gestão;M630;Mestrado 2.º ciclo;15,3;54;18;36;36;18
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Marketing e Estratégia;M631;Mestrado 2.º ciclo;15,5;47;14;33;33;14
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Filosofia Política;M679;Mestrado 2.º ciclo;19;1;0;1;0;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Espanhol Língua Segunda e Língua Estrangeira;M683;Mestrado 2.º ciclo;16,5;15;1;14;4;11
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Lexicografia (Mestrado Europeu);M685;Mestrado 2.º ciclo;;7;0;7;1;6
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Sustentabilidade do Ambiente Construído;M694;Mestrado 2.º ciclo;;11;6;5;0;11
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Psicologia Aplicada;M701;Mestrado 2.º ciclo;15,1;29;6;23;17;12
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Tecnologia e Ciência Alimentar;M702;Mestrado 2.º ciclo;16,9;50;9;41;42;8
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia e Gestão da Qualidade;M706;Mestrado 2.º ciclo;15,4;53;25;28;40;13
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito das Crianças, Família e Sucessões;M710;Mestrado 2.º ciclo;14,9;35;5;30;11;24
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia do Produto;M711;Mestrado 2.º ciclo;;28;15;13;23;5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Teoria da Literatura e Literaturas Lusófonas;M725;Mestrado 2.º ciclo;15,3;21;9;12;8;13
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Gestão de Projetos de Engenharia;M736;Mestrado 2.º ciclo;16,3;52;27;25;25;27
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Estudos Luso-Alemães;M742;Mestrado 2.º ciclo;;8;1;7;5;3
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Engenharia de Redes e Serviços Telemáticos;M779;Mestrado 2.º ciclo;15,5;12;12;0;7;5
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino do 1.º Ciclo do Ensino Básico e de Português e História e Geografia de Portugal no 2.º Ciclo do Ensino Básico;M793;Mestrado 2.º ciclo;;7;0;7;7;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Património Histórico e Turismo Cultural;M801;Mestrado 2.º ciclo;17;;;;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino de História no 3.º Ciclo do Ensino Básico e no Ensino Secundário;M812;Mestrado 2.º ciclo;;21;8;13;21;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino de Português e de Língua Estrangeira no 3.º Ciclo do Ensino Básico e no Ensino Secundário, nas áreas de especialização de Espanhol ou de Inglês;M813;Mestrado 2.º ciclo;17;;;;;
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino do 1.º Ciclo do Ensino Básico e de Matemática e Ciências Naturais no 2.º Ciclo do Ensino Básico;M814;Mestrado 2.º ciclo;16,6;29;5;24;28;1
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Ensino de Inglês no 1.º Ciclo do Ensino Básico;M852;Mestrado 2.º ciclo;16,4;20;3;17;20;0
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Temas de Psicologia da Educação;M906;Mestrado 2.º ciclo;;20;4;16;5;15
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Direito Tributário;M915;Mestrado 2.º ciclo;15,8;58;20;38;43;15
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Design e Marketing de Produto Têxtil, Vestuário e Acessórios;M931;Mestrado 2.º ciclo;17,3;34;3;31;20;14
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Património Cultural;M953;Mestrado 2.º ciclo;19;45;10;35;35;10
Universidade do Minho;1000;Universidade do Minho;1000;Publico;Universitario;Humanidades Digitais;MA06;Mestrado 2.º ciclo;;17;10;7;13;4
Universidade do Porto;1100;Faculdade de Ciências da Nutrição e da Alimentação;1101;Publico;Universitario;Nutrição Clínica;6199;Mestrado 2.º ciclo;14,9;18;2;16;12;6
Universidade do Porto;1100;Faculdade de Ciências da Nutrição e da Alimentação;1101;Publico;Universitario;Alimentação Colectiva;6265;Mestrado 2.º ciclo;15,1;1;0;1;1;0
Universidade do Porto;1100;Faculdade de Ciências da Nutrição e da Alimentação;1101;Publico;Universitario;Ciências da Nutrição;9554;Licenciatura 1.º ciclo;14,8;337;27;310;322;15
Universidade do Porto;1100;Faculdade de Arquitetura;1102;Publico;Universitario;Arquitectura;9257;Mestrado Integrado;14,6;846;356;490;756;90
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Astronomia;6016;Mestrado 2.º ciclo;;;;;;
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Astronomia e Astrofísica;6017;Mestrado 2.º ciclo;;10;10;0;9;1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biodiversidade, Genética e Evolução;6020;Mestrado 2.º ciclo;17,7;16;5;11;14;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biologia Celular e Molecular;6022;Mestrado 2.º ciclo;17,8;37;15;22;35;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biologia e Gestão da Qualidade da Água;6023;Mestrado 2.º ciclo;16,6;18;9;9;13;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciência de Computadores;6026;Mestrado 2.º ciclo;16,4;34;30;4;25;9
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Geográfica;6093;Mestrado 2.º ciclo;14,8;3;2;1;3;0
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Matemática;6094;Mestrado 2.º ciclo;15,4;29;16;13;27;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Geomateriais e Recursos Geológicos;6136;Mestrado 2.º ciclo;16,4;17;12;5;12;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Recursos Biológicos Aquáticos;6232;Mestrado 2.º ciclo;16,8;23;9;14;20;3
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciências e Tecnologia do Ambiente;6278;Mestrado 2.º ciclo;16,3;33;14;19;13;20
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Genética Forense;6306;Mestrado 2.º ciclo;17,2;16;1;15;11;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Matemática para Professores;6341;Mestrado 2.º ciclo;15;5;3;2;0;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ensino de Biologia e Geologia no 3.º Ciclo do Ensino Básico e no Ensino Secundário;6449;Mestrado 2.º ciclo;17;11;3;8;11;0
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;6451;Mestrado 2.º ciclo;15,8;16;6;10;16;0
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ensino de Física e de Química no 3º Ciclo do Ensino Básico e no Ensino Secundário;6452;Mestrado 2.º ciclo;15,3;8;2;6;7;1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física Médica;6468;Mestrado 2.º ciclo;15,8;15;7;8;10;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciências do Consumo e Nutrição;6469;Mestrado 2.º ciclo;15,9;27;1;26;21;6
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física e Química em Contexto Escolar;6490;Mestrado 2.º ciclo;14,4;1;1;0;0;1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Viticultura e Enologia;6631;Mestrado 2.º ciclo;16,2;;;;;
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Bioinformática e Biologia Computacional;6888;Mestrado 2.º ciclo;;20;11;9;19;1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Geologia;6933;Mestrado 2.º ciclo;15,9;31;15;16;23;8
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Segurança Informática;6955;Mestrado 2.º ciclo;16,1;31;28;3;25;6
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Arquitectura Paisagista;6998;Mestrado 2.º ciclo;15,9;47;15;32;29;18
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Arquitectura Paisagista;8258;Licenciatura 1.º ciclo;13,7;89;42;47;85;4
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biologia;9011;Licenciatura 1.º ciclo;13,8;519;223;296;502;17
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Bioquímica;9015;Licenciatura 1.º ciclo;15,1;255;78;177;250;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Agronómica;9086;Licenciatura 1.º ciclo;;;;;;
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física;9141;Licenciatura 1.º ciclo;14,3;166;128;38;157;9
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Geologia;9146;Licenciatura 1.º ciclo;13,2;132;67;65;116;16
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Matemática;9209;Licenciatura 1.º ciclo;13,3;226;114;112;219;7
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Química;9223;Licenciatura 1.º ciclo;14,1;166;54;112;158;8
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Matemática;9315;Mestrado 2.º ciclo;16,7;10;7;3;8;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Física;9368;Mestrado Integrado;14,6;188;132;56;176;12
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Bioquímica;9396;Mestrado 2.º ciclo;17,1;33;8;25;31;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Química;9442;Mestrado 2.º ciclo;16,4;52;28;24;33;19
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Agronómica;9520;Mestrado 2.º ciclo;15,2;38;25;13;31;7
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Física;9657;Mestrado 2.º ciclo;16,7;18;16;2;17;1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciência de Computadores;9696;Licenciatura 1.º ciclo;13,1;196;170;26;186;10
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciências e Tecnologia do Ambiente;9709;Licenciatura 1.º ciclo;13,2;136;81;55;122;14
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia de Redes e Sistemas Informáticos;9812;Mestrado Integrado;13,6;345;280;65;329;16
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia Geoespacial;L096;Licenciatura 1.º ciclo;;;;;;
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Tecnologia e Ciência Alimentar;M702;Mestrado 2.º ciclo;16,1;34;7;27;29;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Biologia Funcional e Biotecnologia de Plantas;M802;Mestrado 2.º ciclo;17,4;21;9;12;17;4
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ecologia e Ambiente;M872;Mestrado 2.º ciclo;17;25;10;15;19;6
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Engenharia de Viticultura e Enologia;M941;Mestrado 2.º ciclo;;8;6;2;3;5
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Vinho, Turismo e Inovação - Enoturismo;M983;Mestrado 2.º ciclo;16,4;25;8;17;3;22
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Deteção Remota;MA03;Mestrado 2.º ciclo;;9;8;1;7;2
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Ciência de Dados (Data Science);MA09;Mestrado 2.º ciclo;;19;9;10;18;1
Universidade do Porto;1100;Faculdade de Ciências;1103;Publico;Universitario;Métodos Avançados e Acreditação em Análise Química;MA19;Mestrado 2.º ciclo;;6;1;5;5;1
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Administração de Empresas;6824;Mestrado 2.º ciclo;14,2;123;61;62;116;7
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão da Inovação;6826;Mestrado 2.º ciclo;15,6;55;29;26;42;13
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Finanças e Fiscalidade;6827;Mestrado 2.º ciclo;15,8;54;26;28;50;4
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão do Ambiente;6828;Mestrado 2.º ciclo;15,6;54;18;36;36;18
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão de Recursos Humanos;6829;Mestrado 2.º ciclo;14,7;61;14;47;51;10
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão e Economia de Serviços de Saúde;6936;Mestrado 2.º ciclo;14,9;52;22;30;50;2
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia;9081;Licenciatura 1.º ciclo;13,4;989;471;518;915;74
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão;9147;Licenciatura 1.º ciclo;13,8;530;239;291;480;50
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia;9280;Mestrado 2.º ciclo;15;155;79;76;139;16
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Finanças;9294;Mestrado 2.º ciclo;15,6;85;49;36;77;8
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão;9295;Mestrado 2.º ciclo;16,6;84;31;53;75;9
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Marketing;9314;Mestrado 2.º ciclo;16,1;66;23;43;44;22
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Economia e Gestão Internacional;9413;Mestrado 2.º ciclo;15,2;68;20;48;64;4
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão Comercial;9432;Mestrado 2.º ciclo;15,9;60;30;30;56;4
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Gestão de Serviços;M085;Mestrado 2.º ciclo;15,5;65;22;43;55;10
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Contabilidade e Controlo de Gestão;M608;Mestrado 2.º ciclo;15,2;79;29;50;74;5
Universidade do Porto;1100;Faculdade de Economia;1104;Publico;Universitario;Modelação, Análise de Dados e Sistemas de Apoio à Decisão;M621;Mestrado 2.º ciclo;16,7;68;40;28;59;9
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Ciência da Informação;6025;Mestrado 2.º ciclo;15,8;42;13;29;32;10
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Segurança e Higiene Ocupacionais;6090;Mestrado 2.º ciclo;15,2;65;31;34;42;23
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Inovação e Empreendedorismo Tecnológico;6175;Mestrado 2.º ciclo;15,9;46;28;18;18;28
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Multimédia;6197;Mestrado 2.º ciclo;15,9;91;54;37;65;26
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Serviços e Gestão;6294;Mestrado 2.º ciclo;15,7;57;26;31;43;14
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Software;6295;Mestrado 2.º ciclo;16,5;37;28;9;27;10
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Estruturas de Engenharia Civil;6640;Mestrado 2.º ciclo;;20;11;9;2;18
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia de Minas e Geoambiente;6917;Mestrado 2.º ciclo;14,5;34;16;18;29;5
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Civil;9360;Mestrado Integrado;12,6;769;560;209;663;106
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;Mestrado Integrado;13,8;1169;999;170;1122;47
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;13,7;1066;851;215;1019;47
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Informática e Computação;9459;Mestrado Integrado;14,8;790;650;140;758;32
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Metalúrgica e de Materiais;9460;Mestrado Integrado;13,4;143;94;49;135;8
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Química;9461;Mestrado Integrado;14,1;381;123;258;362;19
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Bioengenharia;9493;Mestrado Integrado;15,5;390;146;244;376;14
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia do Ambiente;9508;Mestrado Integrado;13,8;178;79;99;162;16
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia e Gestão Industrial;9509;Mestrado Integrado;14,4;445;245;200;429;16
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia Biomédica;9568;Mestrado 2.º ciclo;16,2;48;18;30;47;1
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Ciências de Engenharia - Engenharia de Minas e Geoambiente;9897;Licenciatura 1.º ciclo;12,5;52;32;20;50;2
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Planeamento e Projecto Urbano;M520;Mestrado 2.º ciclo;15,8;41;17;24;7;34
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Engenharia da Informação;M523;Mestrado 2.º ciclo;14,4;;;;;
Universidade do Porto;1100;Faculdade de Engenharia;1105;Publico;Universitario;Mecânica Computacional;M543;Mestrado 2.º ciclo;16;14;11;3;5;9
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Controlo de Qualidade;6061;Mestrado 2.º ciclo;16,9;37;7;30;34;3
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Tecnologia Farmacêutica;6249;Mestrado 2.º ciclo;16,6;24;5;19;15;9
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Toxicologia Analítica Clínica e Forense;6257;Mestrado 2.º ciclo;16,7;21;4;17;18;3
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Análises Clínicas;6267;Mestrado 2.º ciclo;16;15;3;12;11;4
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Ciências Farmacêuticas;9494;Mestrado Integrado;13,9;915;198;717;892;23
Universidade do Porto;1100;Faculdade de Farmácia;1106;Publico;Universitario;Química Farmacêutica;M675;Mestrado 2.º ciclo;15,5;9;1;8;9;0
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Arqueologia;6011;Mestrado 2.º ciclo;16,3;14;4;10;13;1
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;Estudos Africanos;6101;Mestrado 2.º ciclo;17;24;7;17;13;11
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História da Arte Portuguesa;6162;Mestrado 2.º ciclo;16,6;;;;;
Universidade do Porto;1100;Faculdade de Letras;1107;Publico;Universitario;História e Património;6167;Mestrado 2.º ciclo;16;31;12;19;22;9
