PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Universidade do Algarve;0200;Faculdade de Economia;0204;Publico;Universitario;Sociologia;9240;Licenciatura;94;29;65;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Imagem Animada;8337;Licenciatura;65;38;27;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Ciências da Comunicação;9023;Licenciatura;133;38;95;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Design de Comunicação;9070;Licenciatura;118;39;79;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Educação Social;9084;Licenciatura;90;14;76;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Desporto;9563;Licenciatura;149;108;41;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Educação Básica;9853;Licenciatura;81;4;77;2016/17
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Publico;Politecnico;Educação Social (regime pós-laboral);9879;Licenciatura;49;5;44;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Gestão;9147;Licenciatura;270;145;125;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Gestão (regime nocturno);9148;Licenciatura;222;106;116;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Gestão Hoteleira;9173;Licenciatura;159;76;83;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Marketing;9205;Licenciatura;128;57;71;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Publico;Politecnico;Turismo;9254;Licenciatura;222;71;151;2016/17
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;85;72;13;2016/17
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;118;115;3;2016/17
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Engenharia Eléctrica e Electrónica;9503;Licenciatura;94;90;4;2016/17
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Publico;Politecnico;Tecnologia e Segurança Alimentar;L028;Licenciatura;52;23;29;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Gestão;9147;Licenciatura;84;23;61;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Gestão (regime nocturno);9148;Licenciatura;64;40;24;2016/17
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Publico;Politecnico;Turismo;9254;Licenciatura;125;45;80;2016/17
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Publico;Politecnico;Dietética e Nutrição;8149;Licenciatura;127;25;102;2016/17
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Publico;Politecnico;Ortoprotesia;8152;Licenciatura;45;19;26;2016/17
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Publico;Politecnico;Enfermagem;9500;Licenciatura;139;25;114;2016/17
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Publico;Politecnico;Farmácia;9549;Licenciatura;78;20;58;2016/17
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;102;32;70;2016/17
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;86;14;72;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Administração Pública;9002;Licenciatura;236;92;144;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biologia;9011;Licenciatura;319;121;198;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biologia e Geologia;9012;Licenciatura;74;34;40;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Bioquímica;9015;Licenciatura;175;64;111;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biotecnologia;9016;Licenciatura;180;73;107;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ciências do Mar;9041;Licenciatura;90;46;44;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Design;9069;Licenciatura;177;56;121;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Economia;9081;Licenciatura;196;83;113;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Informática;9119;Licenciatura;210;183;27;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Geologia;9146;Licenciatura;21;12;9;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Gestão;9147;Licenciatura;158;67;91;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Línguas e Estudos Editoriais;9194;Licenciatura;88;28;60;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Línguas e Relações Empresariais;9196;Licenciatura;305;66;239;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Línguas, Literaturas e Culturas;9204;Licenciatura;105;30;75;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Matemática;9209;Licenciatura;72;34;38;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Meteorologia, Oceanografia e Geofísica;9212;Licenciatura;64;36;28;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Música;9214;Licenciatura;185;93;92;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Novas Tecnologias da Comunicação;9215;Licenciatura;239;141;98;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Psicologia;9219;Licenciatura;116;20;96;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Tradução;9252;Licenciatura;110;36;74;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Turismo;9254;Licenciatura;85;29;56;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ciências Biomédicas;9351;Licenciatura;177;37;140;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Biomédica;9359;MestradoIntegrado;30;10;20;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;133;96;37;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia de Computadores e Telemática;9361;MestradoIntegrado;439;387;52;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia de Materiais;9363;MestradoIntegrado;127;88;39;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Eletrónica e Telecomunicações;9365;MestradoIntegrado;495;452;43;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Física;9368;MestradoIntegrado;146;100;46;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Mecânica;9369;MestradoIntegrado;582;506;76;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Química;9461;MestradoIntegrado;241;73;168;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia do Ambiente;9508;MestradoIntegrado;166;71;95;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Educação Básica;9853;Licenciatura;164;7;157;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Computacional;G009;MestradoIntegrado;21;19;2;2016/17
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Reabilitação do Património;L094;Licenciatura;36;14;22;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Marketing (regime pós-laboral);8005;Licenciatura;88;43;45;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Contabilidade (regime de ensino a distância);8449;Licenciatura;58;18;40;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Contabilidade;9056;Licenciatura;289;113;176;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Finanças;9140;Licenciatura;93;54;39;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Marketing;9205;Licenciatura;81;31;50;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Contabilidade (regime pós-laboral);9869;Licenciatura;118;45;73;2016/17
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Publico;Politecnico;Finanças (regime pós-laboral);9888;Licenciatura;66;42;24;2016/17
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Publico;Politecnico;Tecnologias da Informação;8016;Licenciatura;92;80;12;2016/17
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Publico;Politecnico;Gestão da Qualidade;8405;Licenciatura;83;35;48;2016/17
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Publico;Politecnico;Secretariado e Comunicação Empresarial;9235;Licenciatura;83;17;66;2016/17
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Publico;Politecnico;Gestão Pública e Autárquica;9769;Licenciatura;62;22;40;2016/17
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Publico;Politecnico;Gestão Comercial;L021;Licenciatura;117;55;62;2016/17
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Publico;Politecnico;Enfermagem;9500;Licenciatura;319;49;270;2016/17
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Publico;Politecnico;Terapia da Fala;9890;Licenciatura;83;5;78;2016/17
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;113;29;84;2016/17
Universidade de Aveiro;0300;Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte;3014;Publico;Politecnico;Tecnologia e Sistemas de Produção;L135;Licenciatura;20;18;2;2016/17
Universidade de Aveiro;0300;Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte;3014;Publico;Politecnico;Design de Produto e Tecnologia;L138;Licenciatura;115;70;45;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Optometria e Ciências da Visão;8184;Licenciatura;109;41;68;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Aeronáutica;8470;MestradoIntegrado;303;242;61;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioquímica;9015;Licenciatura;151;47;104;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Biotecnologia;9016;Licenciatura;137;67;70;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura;152;60;92;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura;194;53;141;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências da Cultura;9025;Licenciatura;62;13;49;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Cinema;9048;Licenciatura;155;79;76;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design de Moda;9071;Licenciatura;159;15;144;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Industrial;9074;Licenciatura;138;81;57;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Multimédia;9075;Licenciatura;155;84;71;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Economia;9081;Licenciatura;169;86;83;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electromecânica;9105;Licenciatura;146;130;16;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;70;60;10;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Informática;9119;Licenciatura;290;264;26;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Gestão;9147;Licenciatura;266;148;118;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Marketing;9205;Licenciatura;123;63;60;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Psicologia;9219;Licenciatura;173;21;152;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Química Industrial;9225;Licenciatura;36;20;16;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Sociologia;9240;Licenciatura;134;37;97;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;395;194;201;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Biomédicas;9351;Licenciatura;180;48;132;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;123;82;41;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;249;50;199;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioengenharia;9540;Licenciatura;53;25;28;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências do Desporto;9707;Licenciatura;190;159;31;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Medicina;9813;MestradoIntegrado;896;278;618;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Estudos Portugueses e Espanhóis;9918;Licenciatura;61;23;38;2016/17
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Informática Web;L042;Licenciatura;73;62;11;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Química Medicinal;8408;Licenciatura;98;24;74;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Biologia;9011;Licenciatura;389;151;238;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Bioquímica;9015;Licenciatura;195;55;140;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia e Gestão Industrial;9104;Licenciatura;195;107;88;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Informática;9119;Licenciatura;507;432;75;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Física;9141;Licenciatura;83;61;22;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Geologia;9146;Licenciatura;118;71;47;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Matemática;9209;Licenciatura;135;65;70;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Química;9223;Licenciatura;95;22;73;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Arquitectura;9257;MestradoIntegrado;553;223;330;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Biomédica;9359;MestradoIntegrado;284;121;163;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Civil;9360;MestradoIntegrado;390;272;118;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9367;MestradoIntegrado;659;589;70;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Física;9368;MestradoIntegrado;113;80;33;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Mecânica;9369;MestradoIntegrado;609;526;83;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Antropologia;9448;Licenciatura;164;56;108;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Química;9461;MestradoIntegrado;288;114;174;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia do Ambiente;9508;MestradoIntegrado;145;70;75;2016/17
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Design e Multimédia;9891;Licenciatura;208;98;110;2016/17
Universidade de Coimbra;0500;Faculdade de Direito;0502;Publico;Universitario;Administração Público-Privada;8067;Licenciatura;198;95;103;2016/17
Universidade de Coimbra;0500;Faculdade de Direito;0502;Publico;Universitario;Direito;9078;Licenciatura;2145;719;1426;2016/17
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Economia;9081;Licenciatura;802;381;421;2016/17
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Gestão;9147;Licenciatura;424;219;205;2016/17
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Relações Internacionais;9229;Licenciatura;272;96;176;2016/17
Universidade de Coimbra;0500;Faculdade de Economia;0503;Publico;Universitario;Sociologia;9240;Licenciatura;128;50;78;2016/17
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Publico;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;960;215;745;2016/17
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Publico;Universitario;Ciências Bioanalíticas;9819;Licenciatura;92;20;72;2016/17
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Publico;Universitario;Farmácia Biomédica;9832;Licenciatura;106;18;88;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Português;8393;Licenciatura;135;41;94;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Arqueologia;9006;Licenciatura;99;40;59;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Estudos Artísticos;9132;Licenciatura;147;60;87;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Estudos Clássicos;9133;Licenciatura;48;13;35;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Estudos Europeus;9135;Licenciatura;135;52;83;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Filosofia;9139;Licenciatura;90;56;34;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Geografia;9143;Licenciatura;168;103;65;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;História;9181;Licenciatura;243;139;104;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;História da Arte;9182;Licenciatura;88;22;66;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Ciência da Informação;9694;Licenciatura;85;27;58;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Jornalismo e Comunicação;9773;Licenciatura;231;66;165;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Línguas Modernas;9779;Licenciatura;419;127;292;2016/17
Universidade de Coimbra;0500;Faculdade de Letras;0505;Publico;Universitario;Turismo, Território e Patrimónios;L109;Licenciatura;157;52;105;2016/17
Universidade de Coimbra;0500;Faculdade de Medicina;0506;Publico;Universitario;Medicina Dentária;9548;MestradoIntegrado;202;40;162;2016/17
Universidade de Coimbra;0500;Faculdade de Medicina;0506;Publico;Universitario;Medicina;9813;MestradoIntegrado;2035;680;1355;2016/17
Universidade de Coimbra;0500;Faculdade de Psicologia e de Ciências da Educação;0507;Publico;Universitario;Ciências da Educação;9026;Licenciatura;248;29;219;2016/17
Universidade de Coimbra;0500;Faculdade de Psicologia e de Ciências da Educação;0507;Publico;Universitario;Serviço Social;9238;Licenciatura;158;11;147;2016/17
