,"Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por município do estabelecimento de ensino superior e município da residência permanente do aluno, em 2018/19 - Todos os cursos/ciclos de estudos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
municipios,Abrantes,Águeda,Almada,Amadora,Amares,Angra do Heroísmo,Aveiro,Barcelos,Barreiro,Beja,Braga,Bragança,Caldas da Rainha,Cascais,Castelo Branco,Chaves,Coimbra,Covilhã,Elvas,Évora,Fafe,Faro,Felgueiras,Funchal,Guarda,Guimarães,Idanha-a-Nova,Lamego,Leiria,Lisboa,Maia,Marinha Grande,Matosinhos,Melgaço,Mirandela,Odivelas,Oeiras,Oliveira de Azeméis,Oliveira do Hospital,Paredes,Penafiel,Peniche,Ponta Delgada,Ponte de Lima,Portalegre,Portimão,Porto,Rio Maior,Santa Maria da Feira,Santarém,Seia,Setúbal,Silves,Sintra,Tomar,Torres Vedras,Valença,Viana do Castelo,Vila do Conde,Vila Nova de Cerveira,Vila Nova de Famalicão,Vila Nova de Gaia,Vila Real,Viseu
Penacova,0.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,3.00,0.00,307.00,3.00,1.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,14.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
Penafiel,0.00,1.00,4.00,0.00,0.00,1.00,52.00,8.00,0.00,0.00,62.00,123.00,0.00,0.00,6.00,0.00,101.00,45.00,1.00,5.00,3.00,3.00,70.00,0.00,6.00,0.00,1.00,2.00,1.00,63.00,51.00,0.00,88.00,0.00,34.00,0.00,0.00,1.00,3.00,100.00,75.00,0.00,2.00,2.00,2.00,0.00,947.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,7.00,72.00,98.00,19.00
Penalva do Castelo,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,22.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,5.00,2.00,14.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00
Penamacor,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,5.00,25.00,0.00,1.00,0.00,2.00,0.00,0.00,8.00,0.00,5.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,1.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00
Penedono,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,4.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,21.00
Penela,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,129.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
Peniche,1.00,0.00,22.00,0.00,0.00,1.00,12.00,0.00,0.00,1.00,0.00,0.00,27.00,8.00,5.00,0.00,36.00,8.00,0.00,8.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,93.00,252.00,1.00,0.00,0.00,0.00,0.00,2.00,11.00,0.00,0.00,1.00,0.00,110.00,0.00,0.00,3.00,1.00,9.00,6.00,0.00,10.00,0.00,1.00,0.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Peso da Régua,0.00,0.00,3.00,0.00,0.00,0.00,20.00,1.00,0.00,1.00,10.00,34.00,0.00,0.00,2.00,1.00,47.00,4.00,0.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00,1.00,21.00,2.00,23.00,8.00,0.00,9.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,8.00,109.00,29.00
Pinhel,0.00,0.00,1.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,18.00,0.00,48.00,48.00,0.00,2.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,1.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,5.00,8.00
Pombal,2.00,0.00,17.00,0.00,0.00,1.00,83.00,1.00,0.00,3.00,11.00,4.00,33.00,5.00,26.00,0.00,452.00,43.00,0.00,15.00,0.00,10.00,0.00,0.00,8.00,0.00,2.00,0.00,459.00,220.00,1.00,4.00,3.00,1.00,1.00,0.00,23.00,1.00,4.00,2.00,0.00,27.00,0.00,0.00,3.00,1.00,56.00,5.00,0.00,8.00,3.00,2.00,0.00,0.00,19.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,9.00,13.00
Ponta Delgada,0.00,1.00,37.00,1.00,0.00,37.00,22.00,4.00,0.00,5.00,27.00,11.00,5.00,11.00,7.00,0.00,94.00,9.00,0.00,16.00,0.00,14.00,1.00,1.00,0.00,0.00,2.00,0.00,16.00,472.00,5.00,0.00,9.00,3.00,3.00,0.00,49.00,3.00,11.00,0.00,0.00,2.00,993.00,5.00,3.00,0.00,174.00,1.00,0.00,1.00,1.00,6.00,0.00,1.00,4.00,0.00,0.00,1.00,6.00,0.00,2.00,10.00,13.00,11.00
Ponta do Sol,0.00,0.00,2.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,5.00,1.00,0.00,0.00,4.00,0.00,19.00,4.00,0.00,2.00,0.00,2.00,0.00,71.00,1.00,0.00,1.00,1.00,2.00,44.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
Ponte da Barca,0.00,2.00,0.00,0.00,0.00,0.00,8.00,10.00,0.00,0.00,95.00,8.00,1.00,0.00,1.00,0.00,12.00,13.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,12.00,1.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11.00,68.00,0.00,0.00,0.00,2.00,8.00,1.00
Ponte de Lima,1.00,0.00,2.00,0.00,2.00,0.00,52.00,62.00,0.00,0.00,339.00,25.00,2.00,2.00,2.00,0.00,79.00,21.00,0.00,1.00,0.00,3.00,6.00,0.00,2.00,0.00,0.00,0.00,7.00,44.00,5.00,0.00,8.00,12.00,7.00,0.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,59.00,0.00,0.00,212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,219.00,4.00,3.00,2.00,16.00,45.00,6.00
Ponte de Sor,2.00,0.00,18.00,0.00,0.00,0.00,14.00,0.00,0.00,2.00,0.00,1.00,1.00,2.00,50.00,0.00,39.00,17.00,3.00,58.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,2.00,8.00,121.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,62.00,0.00,3.00,2.00,0.00,8.00,0.00,10.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Portalegre,1.00,0.00,31.00,0.00,0.00,0.00,6.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,32.00,0.00,37.00,17.00,15.00,99.00,0.00,3.00,0.00,0.00,7.00,0.00,1.00,0.00,14.00,254.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,407.00,0.00,8.00,0.00,0.00,0.00,4.00,35.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Portel,0.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,27.00,0.00,0.00,1.00,0.00,2.00,0.00,5.00,1.00,0.00,44.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Portimão,1.00,0.00,54.00,4.00,0.00,0.00,18.00,0.00,0.00,46.00,4.00,6.00,1.00,12.00,11.00,0.00,55.00,10.00,3.00,78.00,0.00,269.00,0.00,0.00,5.00,0.00,0.00,0.00,11.00,423.00,0.00,0.00,1.00,0.00,3.00,0.00,22.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,8.00,241.00,21.00,5.00,0.00,2.00,0.00,23.00,37.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,3.00
Porto,0.00,3.00,13.00,12.00,0.00,0.00,135.00,17.00,0.00,2.00,261.00,24.00,13.00,7.00,8.00,0.00,352.00,45.00,1.00,14.00,2.00,22.00,22.00,1.00,9.00,3.00,3.00,3.00,7.00,535.00,348.00,0.00,704.00,3.00,8.00,0.00,14.00,6.00,1.00,94.00,0.00,1.00,5.00,11.00,2.00,1.00,9733.00,1.00,0.00,0.00,2.00,3.00,0.00,3.00,1.00,0.00,1.00,17.00,145.00,0.00,15.00,422.00,83.00,9.00
Porto de Mós,0.00,1.00,16.00,0.00,1.00,1.00,32.00,1.00,0.00,1.00,1.00,0.00,24.00,3.00,21.00,0.00,110.00,14.00,0.00,24.00,0.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,237.00,215.00,1.00,6.00,1.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,5.00,1.00,19.00,9.00,0.00,15.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00
Porto Moniz,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,1.00,1.00,0.00,1.00,0.00,6.00,1.00,0.00,4.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,1.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,10.00,1.00,0.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Porto Santo,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,8.00,2.00,0.00,1.00,0.00,4.00,0.00,17.00,0.00,0.00,0.00,0.00,2.00,34.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00
Póvoa de Lanhoso,0.00,0.00,0.00,0.00,11.00,0.00,7.00,75.00,0.00,0.00,293.00,24.00,1.00,0.00,0.00,0.00,18.00,13.00,0.00,1.00,13.00,0.00,2.00,0.00,7.00,0.00,1.00,0.00,2.00,14.00,5.00,0.00,1.00,3.00,6.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,0.00,5.00,1.00,0.00,51.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,17.00,0.00,0.00,5.00,2.00,30.00,2.00
Póvoa de Varzim,0.00,1.00,4.00,0.00,0.00,1.00,38.00,107.00,0.00,1.00,168.00,17.00,5.00,0.00,8.00,0.00,84.00,17.00,0.00,9.00,0.00,7.00,9.00,1.00,3.00,0.00,0.00,0.00,4.00,69.00,98.00,0.00,85.00,1.00,5.00,0.00,4.00,2.00,2.00,9.00,1.00,1.00,2.00,23.00,0.00,0.00,904.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,101.00,72.00,0.00,28.00,65.00,45.00,8.00
Povoação,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,55.00,0.00,1.00,0.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
Proença-a-Nova,1.00,0.00,13.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,35.00,0.00,31.00,13.00,0.00,2.00,0.00,1.00,0.00,0.00,5.00,0.00,5.00,0.00,9.00,55.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,8.00,0.00,2.00,3.00,0.00,1.00,1.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Redondo,1.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,14.00,1.00,0.00,1.00,0.00,4.00,0.00,9.00,0.00,3.00,69.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14.00,0.00,3.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Reguengos de Monsaraz,0.00,0.00,9.00,0.00,0.00,0.00,2.00,0.00,10.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,95.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,0.00,2.00,0.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Resende,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,3.00,26.00,0.00,0.00,1.00,0.00,22.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,0.00,0.00,19.00,2.00,11.00,3.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,25.00,30.00
Ribeira Brava,0.00,0.00,8.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,5.00,0.00,1.00,0.00,6.00,0.00,25.00,11.00,0.00,7.00,0.00,8.00,1.00,157.00,0.00,0.00,1.00,0.00,2.00,67.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,2.00,1.00,28.00,1.00,0.00,3.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00
Ribeira de Pena,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,10.00,10.00,0.00,0.00,1.00,1.00,12.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,8.00,57.00,2.00
Ribeira Grande,1.00,0.00,8.00,0.00,0.00,18.00,8.00,1.00,0.00,2.00,14.00,1.00,2.00,1.00,2.00,0.00,37.00,8.00,0.00,10.00,0.00,4.00,0.00,1.00,2.00,0.00,1.00,0.00,11.00,89.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,4.00,345.00,0.00,2.00,0.00,31.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,7.00,1.00
Rio Maior,0.00,0.00,21.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,1.00,0.00,16.00,3.00,11.00,0.00,33.00,6.00,1.00,17.00,0.00,6.00,0.00,0.00,1.00,0.00,0.00,1.00,74.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,21.00,1.00,0.00,1.00,0.00,4.00,18.00,0.00,54.00,1.00,7.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00
Sabrosa,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,0.00,0.00,4.00,14.00,0.00,0.00,0.00,0.00,7.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,1.00,0.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,48.00,1.00
Sabugal,0.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,19.00,0.00,38.00,33.00,0.00,4.00,0.00,0.00,0.00,0.00,36.00,0.00,3.00,1.00,1.00,40.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,9.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00
Salvaterra de Magos,1.00,4.00,23.00,0.00,0.00,0.00,3.00,0.00,1.00,1.00,0.00,1.00,16.00,0.00,12.00,0.00,17.00,9.00,1.00,36.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00,0.00,9.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,2.00,0.00,4.00,5.00,0.00,79.00,0.00,5.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00
Santa Comba Dão,0.00,1.00,4.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,8.00,0.00,109.00,15.00,0.00,4.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,0.00,2.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,58.00
Santa Cruz,1.00,1.00,19.00,1.00,0.00,0.00,28.00,1.00,0.00,4.00,31.00,3.00,5.00,0.00,12.00,0.00,60.00,17.00,0.00,15.00,0.00,15.00,0.00,500.00,2.00,0.00,0.00,0.00,10.00,303.00,1.00,0.00,6.00,0.00,2.00,1.00,11.00,1.00,0.00,0.00,0.00,6.00,7.00,0.00,3.00,1.00,85.00,3.00,0.00,3.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,8.00,9.00,2.00
Santa Cruz da Graciosa,0.00,0.00,2.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,7.00,2.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,22.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00
Santa Cruz das Flores,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santa Maria da Feira,1.00,19.00,5.00,1.00,0.00,1.00,533.00,7.00,0.00,0.00,100.00,20.00,12.00,1.00,18.00,1.00,320.00,74.00,0.00,9.00,0.00,8.00,10.00,0.00,12.00,0.00,1.00,8.00,22.00,121.00,95.00,0.00,139.00,2.00,5.00,1.00,3.00,122.00,2.00,19.00,0.00,3.00,1.00,1.00,1.00,0.00,1845.00,2.00,195.00,1.00,5.00,1.00,1.00,0.00,2.00,0.00,1.00,7.00,20.00,0.00,1.00,203.00,61.00,51.00
Santa Marta de Penaguião,0.00,1.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,31.00,0.00,0.00,2.00,0.00,11.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,7.00,2.00,7.00,1.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,5.00,69.00,1.00
Santana,0.00,0.00,4.00,1.00,0.00,0.00,4.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,4.00,0.00,16.00,5.00,0.00,4.00,0.00,2.00,0.00,81.00,0.00,0.00,0.00,0.00,3.00,31.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,17.00,1.00,0.00,3.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00
Santarém,11.00,0.00,84.00,0.00,0.00,1.00,26.00,1.00,0.00,3.00,1.00,2.00,21.00,11.00,15.00,0.00,143.00,32.00,2.00,61.00,0.00,21.00,0.00,0.00,3.00,0.00,4.00,0.00,105.00,884.00,0.00,0.00,2.00,0.00,0.00,0.00,34.00,0.00,3.00,0.00,0.00,16.00,0.00,0.00,9.00,3.00,19.00,25.00,0.00,434.00,0.00,19.00,0.00,1.00,27.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,3.00,4.00
Santiago do Cacém,0.00,0.00,74.00,0.00,0.00,0.00,6.00,0.00,4.00,64.00,1.00,0.00,2.00,4.00,2.00,0.00,15.00,7.00,0.00,45.00,0.00,38.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,243.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,5.00,2.00,0.00,1.00,0.00,127.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Santo Tirso,0.00,1.00,2.00,1.00,0.00,0.00,46.00,53.00,0.00,1.00,344.00,39.00,2.00,2.00,8.00,0.00,73.00,20.00,0.00,5.00,3.00,8.00,53.00,0.00,3.00,1.00,0.00,1.00,8.00,70.00,123.00,0.00,84.00,0.00,11.00,0.00,1.00,1.00,0.00,15.00,0.00,2.00,0.00,4.00,0.00,0.00,871.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,1.00,14.00,28.00,0.00,58.00,64.00,53.00,4.00
São Brás de Alportel,0.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,1.00,0.00,0.00,0.00,3.00,0.00,4.00,3.00,0.00,9.00,0.00,131.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,55.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
São João da Madeira,0.00,1.00,3.00,0.00,0.00,0.00,105.00,2.00,1.00,0.00,20.00,7.00,3.00,0.00,1.00,0.00,110.00,20.00,0.00,2.00,0.00,4.00,0.00,0.00,10.00,0.00,0.00,0.00,3.00,35.00,10.00,0.00,19.00,1.00,1.00,0.00,3.00,21.00,1.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,266.00,1.00,35.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,12.00,8.00,16.00
São João da Pesqueira,0.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,3.00,15.00,0.00,0.00,1.00,0.00,35.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00,0.00,0.00,1.00,1.00,9.00,1.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,32.00
São Pedro do Sul,0.00,4.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,3.00,0.00,103.00,14.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,0.00,1.00,2.00,3.00,46.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,2.00,0.00,43.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10.00,98.00
