;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por concelho do estabelecimento de ensino superior e concelho da residência permanente do aluno, em 2016/17 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madalena; 1; 1; 3; 0; 0; 4; 3; 0; 0; 0; 1; 0; 0; 0; 1; 0; 19; 1; 0; 3; 0; 2; 0; 0; 0; 0; 0; 1; 4; 38; 0; 0; 1; 0; 0; 1; 2; 0; 0; 0; 0; 0; 13; 0; 2; 0; 12; 1; 0; 1; 0; 0; 3; 0; 0; 5; 0; 0; 0; 0; 0; 0; 3; 2; 1
Mafra; 1; 0; 65; 4; 0; 0; 5; 0; 5; 5; 3; 2; 24; 47; 8; 0; 21; 9; 3; 36; 0; 10; 0; 0; 3; 0; 1; 0; 25;1 693; 1; 0; 0; 0; 0; 1; 73; 1; 1; 0; 0; 33; 0; 0; 11; 1; 14; 14; 0; 26; 1; 0; 8; 0; 4; 6; 9; 0; 0; 0; 0; 0; 0; 3; 0
Maia; 1; 2; 9; 8; 0; 1; 95; 26; 0; 1; 164; 12; 3; 0; 9; 0; 80; 33; 0; 4; 0; 4; 19; 0; 2; 0; 0; 0; 3; 126; 481; 0; 408; 3; 5; 0; 6; 2; 0; 28; 0; 1; 1; 13; 0; 0;3 040; 0; 0; 1; 0; 0; 0; 0; 2; 1; 0; 1; 15; 59; 0; 7; 167; 53; 7
Mangualde; 0; 0; 4; 1; 0; 0; 39; 0; 0; 0; 5; 0; 0; 0; 5; 0; 95; 30; 0; 2; 0; 2; 0; 1; 18; 0; 2; 2; 2; 51; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 35; 2; 0; 1; 0; 5; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 2; 4; 132
Manteigas; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 1; 8; 0; 13; 21; 0; 2; 0; 1; 0; 0; 21; 0; 0; 0; 1; 6; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 3
Marco de Canaveses; 1; 2; 0; 0; 0; 0; 50; 11; 0; 1; 81; 121; 3; 0; 3; 0; 134; 15; 0; 1; 1; 1; 57; 0; 7; 1; 0; 3; 4; 42; 27; 0; 68; 0; 16; 0; 0; 1; 0; 30; 8; 0; 1; 1; 1; 0; 531; 0; 0; 1; 0; 0; 1; 0; 0; 2; 0; 0; 0; 3; 0; 0; 34; 199; 28
Marinha Grande; 1; 3; 19; 0; 0; 0; 47; 2; 0; 3; 5; 1; 21; 6; 16; 0; 147; 13; 0; 16; 0; 5; 0; 0; 2; 0; 2; 1; 495; 220; 1; 31; 1; 0; 2; 0; 10; 0; 1; 0; 0; 26; 2; 0; 3; 0; 23; 12; 0; 15; 0; 0; 4; 0; 1; 7; 0; 0; 0; 0; 0; 0; 0; 1; 1
Marvão; 0; 0; 5; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 7; 0; 7; 3; 2; 9; 0; 1; 0; 0; 0; 0; 0; 0; 2; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 31; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Matosinhos; 0; 3; 7; 3; 1; 0; 81; 13; 0; 1; 149; 29; 7; 7; 4; 0; 71; 27; 1; 10; 0; 7; 8; 1; 3; 2; 0; 0; 1; 221; 409; 0; 474; 0; 6; 0; 5; 6; 0; 42; 0; 2; 0; 8; 0; 0;3 711; 0; 1; 0; 0; 0; 1; 0; 0; 2; 0; 0; 12; 91; 0; 5; 163; 47; 5
Mealhada; 0; 5; 4; 0; 0; 0; 45; 0; 0; 0; 1; 0; 2; 0; 0; 0; 288; 11; 0; 2; 0; 1; 0; 0; 3; 0; 0; 0; 9; 17; 1; 0; 2; 0; 0; 0; 3; 0; 0; 0; 0; 2; 0; 0; 0; 0; 18; 0; 0; 2; 0; 1; 1; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 3; 2
Mêda; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 5; 1; 1; 2; 0; 22; 8; 0; 2; 0; 0; 0; 0; 14; 0; 0; 1; 5; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 3; 20
Melgaço; 0; 1; 1; 0; 1; 0; 9; 6; 0; 0; 22; 5; 1; 0; 1; 0; 21; 7; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 2; 12; 0; 0; 0; 6; 0; 0; 1; 0; 0; 0; 0; 2; 0; 3; 0; 0; 36; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 11; 28; 0; 1; 1; 1; 6; 2
Mértola; 0; 0; 4; 0; 0; 0; 0; 0; 0; 26; 0; 0; 1; 1; 1; 0; 8; 1; 0; 10; 0; 34; 0; 0; 0; 0; 0; 0; 0; 39; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mesão Frio; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 2; 13; 0; 0; 0; 0; 2; 2; 0; 0; 1; 0; 2; 0; 2; 0; 0; 6; 0; 6; 0; 0; 2; 0; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 2; 9; 6
Mira; 1; 6; 0; 0; 0; 0; 56; 0; 0; 0; 1; 0; 4; 0; 2; 0; 220; 3; 1; 1; 0; 1; 0; 0; 7; 0; 0; 0; 8; 26; 2; 0; 1; 0; 1; 0; 1; 1; 3; 1; 0; 2; 2; 0; 0; 0; 23; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 8
Miranda do Corvo; 3; 0; 2; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 1; 0; 371; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 18; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 1; 0; 2; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 4
Miranda do Douro; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 7; 44; 0; 0; 0; 0; 6; 6; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 16; 3; 0; 0; 0; 6; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 8; 0
Mirandela; 0; 0; 1; 0; 0; 0; 19; 1; 0; 0; 35; 170; 0; 0; 8; 0; 77; 23; 0; 4; 0; 1; 0; 0; 4; 0; 1; 6; 0; 51; 1; 0; 12; 0; 187; 0; 1; 0; 0; 1; 0; 0; 1; 0; 1; 0; 134; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 8; 82; 11
Mogadouro; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 6; 118; 0; 0; 4; 0; 23; 4; 0; 2; 0; 1; 1; 0; 4; 0; 0; 1; 2; 5; 0; 0; 3; 0; 9; 0; 1; 0; 0; 2; 0; 0; 1; 0; 0; 0; 33; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 15; 3
Moimenta da Beira; 0; 0; 0; 1; 0; 0; 18; 0; 0; 0; 8; 5; 1; 1; 3; 0; 69; 30; 0; 2; 0; 1; 1; 0; 11; 0; 1; 10; 3; 18; 0; 0; 3; 0; 3; 0; 2; 0; 0; 0; 0; 3; 1; 0; 1; 0; 12; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 14; 64
Moita; 0; 0; 103; 0; 0; 0; 4; 2; 63; 10; 1; 4; 1; 11; 3; 0; 12; 7; 1; 27; 0; 4; 2; 1; 2; 0; 2; 0; 4; 763; 0; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 3; 1; 0; 13; 3; 6; 1; 0; 5; 0; 1; 412; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 1
Monção; 0; 5; 6; 0; 0; 0; 14; 13; 0; 0; 47; 20; 0; 1; 1; 0; 52; 11; 0; 1; 0; 1; 3; 0; 0; 0; 0; 1; 5; 15; 4; 0; 11; 12; 1; 0; 0; 0; 2; 4; 0; 2; 0; 15; 0; 0; 104; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 34; 40; 2; 2; 1; 8; 11; 4
Monchique; 0; 0; 7; 0; 0; 0; 3; 0; 0; 4; 0; 0; 0; 1; 3; 0; 4; 0; 0; 9; 0; 26; 0; 0; 0; 0; 0; 0; 0; 32; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 11; 2; 0; 0; 1; 0; 0; 4; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mondim de Basto; 0; 0; 2; 0; 0; 0; 6; 1; 0; 0; 16; 21; 0; 0; 1; 0; 16; 1; 0; 0; 1; 1; 6; 0; 1; 0; 0; 2; 2; 3; 1; 0; 1; 0; 6; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 6; 38; 0
Monforte; 0; 0; 4; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 2; 0; 6; 7; 0; 0; 0; 0; 1; 0; 0; 0; 0; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Montalegre; 0; 0; 0; 0; 2; 0; 4; 7; 0; 0; 49; 18; 0; 0; 0; 2; 19; 3; 0; 1; 0; 0; 0; 0; 2; 0; 0; 1; 0; 13; 3; 0; 1; 1; 4; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 29; 3
Montemor-o-Novo; 1; 0; 15; 1; 0; 0; 1; 0; 5; 12; 1; 1; 0; 2; 5; 0; 6; 3; 8; 140; 0; 6; 0; 0; 0; 0; 0; 0; 3; 130; 1; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 2; 0; 7; 0; 2; 2; 0; 18; 0; 0; 11; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Montemor-o-Velho; 0; 1; 2; 0; 0; 0; 18; 0; 0; 1; 2; 2; 1; 0; 4; 0; 610; 12; 0; 3; 0; 1; 0; 0; 1; 0; 0; 0; 14; 30; 1; 0; 1; 0; 0; 0; 3; 2; 4; 0; 0; 4; 0; 0; 1; 0; 22; 0; 0; 5; 0; 4; 2; 0; 1; 1; 0; 0; 0; 1; 0; 0; 2; 1; 1
Montijo; 0; 1; 103; 1; 0; 0; 2; 0; 15; 10; 4; 1; 1; 9; 6; 0; 7; 5; 0; 43; 0; 10; 0; 0; 0; 0; 0; 0; 3; 758; 0; 0; 0; 0; 2; 0; 26; 0; 0; 0; 0; 0; 0; 0; 5; 2; 8; 2; 0; 5; 0; 0; 175; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 3
Mora; 0; 0; 3; 1; 0; 0; 4; 0; 0; 2; 0; 0; 1; 0; 5; 0; 5; 0; 0; 26; 0; 0; 0; 0; 1; 0; 0; 0; 0; 27; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 6; 0; 0; 0; 0; 2; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mortágua; 0; 3; 0; 0; 0; 0; 16; 0; 0; 0; 0; 2; 2; 0; 2; 0; 104; 7; 0; 1; 0; 1; 0; 0; 6; 0; 0; 0; 4; 19; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 23; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 17
Moura; 0; 0; 11; 0; 0; 0; 3; 0; 1; 102; 0; 1; 0; 1; 1; 0; 7; 1; 2; 54; 0; 17; 0; 0; 2; 0; 1; 0; 1; 97; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 8; 2; 1; 2; 0; 8; 0; 0; 11; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2
Mourão; 0; 0; 2; 0; 0; 0; 0; 0; 0; 13; 0; 0; 0; 0; 1; 0; 2; 0; 0; 14; 0; 2; 0; 0; 0; 0; 0; 0; 1; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Murça; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 8; 33; 1; 0; 2; 1; 9; 9; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 1; 5; 1; 0; 1; 0; 6; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 45; 0
Murtosa; 0; 3; 2; 0; 0; 0; 67; 0; 0; 1; 1; 3; 0; 0; 2; 0; 25; 13; 0; 0; 0; 1; 0; 0; 6; 0; 0; 0; 2; 10; 0; 0; 2; 0; 0; 0; 2; 4; 0; 0; 0; 2; 0; 3; 1; 0; 35; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 2; 8
Nazaré; 0; 0; 5; 0; 0; 0; 15; 0; 1; 0; 3; 0; 15; 3; 3; 0; 54; 4; 1; 11; 0; 6; 0; 0; 0; 0; 1; 0; 83; 87; 2; 2; 0; 0; 0; 0; 7; 0; 0; 0; 0; 18; 0; 1; 0; 0; 9; 16; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1
Nelas; 0; 0; 1; 0; 0; 0; 30; 0; 0; 0; 7; 0; 0; 0; 3; 0; 97; 17; 0; 2; 0; 0; 0; 0; 7; 0; 0; 1; 8; 55; 0; 0; 0; 0; 1; 0; 3; 0; 0; 1; 0; 0; 0; 0; 1; 0; 19; 2; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 102
Nisa; 1; 0; 2; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 23; 0; 4; 8; 1; 26; 0; 3; 0; 0; 8; 0; 0; 0; 2; 46; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 0; 0; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Nordeste; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 3; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 62; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0
Óbidos; 0; 0; 10; 0; 0; 0; 4; 1; 0; 1; 0; 0; 23; 2; 1; 0; 27; 5; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 56; 106; 0; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 19; 0; 0; 1; 0; 3; 5; 0; 7; 0; 0; 0; 0; 0; 3; 1; 0; 0; 0; 0; 0; 1; 0; 1
Odemira; 0; 0; 24; 0; 0; 0; 7; 0; 0; 81; 1; 1; 2; 2; 5; 0; 10; 1; 2; 23; 0; 86; 0; 0; 1; 0; 0; 0; 3; 170; 2; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 2; 1; 0; 1; 9; 2; 5; 0; 6; 0; 0; 14; 1; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0
Odivelas; 0; 0; 203; 2; 0; 0; 13; 1; 6; 0; 4; 6; 14; 56; 14; 0; 13; 13; 0; 18; 0; 18; 0; 0; 6; 0; 2; 0; 7;3 485; 1; 0; 1; 1; 1; 6; 117; 0; 1; 0; 0; 10; 0; 0; 5; 0; 15; 0; 0; 0; 1; 0; 21; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 6; 5
Oeiras; 1; 0; 398; 14; 0; 1; 11; 1; 6; 5; 7; 6; 29; 197; 14; 0; 25; 20; 3; 30; 0; 23; 0; 1; 3; 0; 2; 1; 14;5 066; 1; 0; 0; 0; 0; 0; 552; 0; 0; 0; 0; 9; 5; 0; 5; 1; 30; 4; 0; 10; 1; 0; 27; 0; 3; 9; 0; 0; 0; 0; 0; 0; 0; 5; 4
Oleiros; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 1; 1; 0; 0; 34; 0; 25; 12; 0; 0; 0; 0; 0; 0; 1; 0; 5; 0; 3; 11; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Olhão; 1; 0; 11; 0; 0; 0; 4; 0; 0; 14; 1; 0; 5; 0; 3; 0; 20; 6; 0; 18; 0; 674; 0; 0; 3; 0; 1; 0; 1; 167; 0; 0; 1; 0; 0; 0; 6; 0; 1; 2; 0; 0; 0; 0; 3; 12; 8; 2; 0; 3; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 3
Oliveira de Azeméis; 0; 19; 6; 0; 0; 0; 304; 1; 0; 3; 36; 11; 6; 2; 13; 0; 287; 48; 0; 10; 0; 6; 4; 0; 9; 0; 1; 0; 16; 91; 21; 0; 26; 1; 2; 0; 4; 117; 1; 5; 0; 5; 0; 1; 0; 0; 444; 0; 90; 1; 0; 2; 0; 0; 0; 3; 0; 3; 4; 2; 0; 0; 37; 39; 46
Oliveira de Frades; 0; 5; 2; 0; 0; 0; 49; 0; 0; 0; 0; 2; 0; 0; 0; 0; 80; 8; 0; 0; 0; 1; 1; 0; 10; 0; 1; 0; 1; 32; 0; 0; 2; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 0; 16; 0; 0; 0; 0; 4; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 2; 2; 50
Oliveira do Bairro; 0; 47; 3; 1; 0; 0; 193; 0; 0; 0; 4; 3; 1; 0; 6; 0; 220; 10; 0; 4; 0; 2; 0; 0; 0; 0; 0; 1; 9; 26; 3; 0; 0; 0; 0; 0; 2; 5; 3; 0; 0; 0; 0; 1; 0; 0; 69; 1; 0; 3; 0; 2; 0; 0; 0; 3; 0; 0; 1; 1; 0; 0; 10; 6; 29
Oliveira do Hospital; 0; 0; 3; 0; 0; 0; 15; 1; 0; 0; 2; 0; 2; 4; 8; 0; 266; 11; 1; 1; 0; 0; 0; 0; 20; 0; 0; 1; 9; 59; 0; 0; 0; 0; 0; 0; 4; 0; 105; 1; 0; 1; 0; 0; 0; 0; 21; 2; 0; 0; 0; 12; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 2; 1; 28
Ourém; 0; 2; 46; 1; 0; 0; 48; 0; 0; 3; 1; 2; 46; 4; 31; 0; 237; 35; 0; 36; 0; 22; 0; 0; 1; 0; 2; 0; 383; 415; 1; 0; 1; 0; 1; 0; 16; 0; 0; 0; 0; 22; 0; 1; 14; 1; 35; 11; 0; 20; 0; 1; 2; 0; 0; 61; 0; 0; 0; 0; 0; 0; 0; 1; 8
Ourique; 0; 0; 4; 0; 0; 0; 0; 0; 0; 24; 0; 0; 0; 1; 0; 0; 3; 1; 0; 4; 0; 16; 0; 0; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Ovar; 0; 21; 3; 1; 0; 1; 407; 1; 0; 2; 22; 6; 5; 0; 13; 0; 134; 32; 0; 7; 0; 7; 1; 0; 8; 0; 0; 1; 8; 47; 23; 0; 43; 0; 0; 0; 0; 19; 0; 5; 0; 3; 1; 2; 2; 0; 592; 0; 73; 1; 0; 4; 0; 0; 1; 2; 0; 0; 4; 8; 0; 0; 47; 17; 26
Paços de Ferreira; 0; 2; 2; 0; 0; 0; 48; 20; 0; 1; 123; 57; 0; 0; 4; 0; 91; 28; 0; 0; 0; 3; 57; 0; 7; 0; 0; 3; 4; 49; 74; 0; 67; 6; 12; 0; 0; 1; 0; 45; 4; 0; 0; 1; 1; 0; 555; 0; 0; 4; 0; 1; 2; 0; 0; 2; 0; 0; 9; 5; 0; 2; 48; 79; 11
Palmela; 3; 0; 187; 3; 0; 0; 6; 0; 24; 10; 2; 3; 9; 8; 6; 0; 19; 3; 1; 59; 0; 24; 0; 0; 2; 0; 0; 2; 3; 939; 1; 0; 0; 0; 0; 0; 26; 0; 0; 1; 0; 2; 0; 0; 5; 1; 11; 5; 0; 7; 0; 0; 432; 0; 2; 4; 0; 0; 0; 0; 0; 0; 0; 3; 1
Pampilhosa da Serra; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 6; 0; 16; 6; 0; 0; 0; 0; 0; 0; 2; 0; 2; 0; 0; 4; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Paredes; 1; 1; 1; 2; 0; 1; 48; 8; 0; 0; 73; 59; 2; 1; 5; 0; 80; 19; 0; 2; 0; 4; 94; 0; 8; 0; 0; 0; 3; 59; 73; 0; 125; 1; 12; 0; 2; 0; 0; 154; 13; 4; 0; 1; 1; 0;1 071; 0; 0; 1; 0; 3; 0; 0; 0; 1; 0; 4; 10; 13; 0; 4; 78; 92; 5
Paredes de Coura; 0; 0; 0; 0; 0; 0; 2; 10; 0; 1; 27; 2; 0; 0; 2; 0; 16; 3; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 2; 12; 0; 0; 3; 5; 0; 0; 0; 0; 3; 1; 0; 0; 0; 6; 0; 0; 21; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 38; 0; 0; 0; 3; 4; 0
Pedrógão Grande; 0; 0; 2; 0; 0; 0; 2; 0; 0; 0; 1; 0; 1; 0; 7; 0; 33; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 13; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 1; 0; 0
Penacova; 0; 0; 0; 1; 0; 0; 6; 0; 0; 0; 0; 0; 2; 0; 2; 0; 273; 6; 0; 1; 0; 4; 0; 0; 1; 0; 2; 0; 3; 15; 1; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 1; 0; 0; 1; 0; 7; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 6
Penafiel; 0; 2; 1; 0; 0; 1; 46; 12; 0; 0; 83; 121; 2; 0; 6; 0; 113; 38; 1; 2; 1; 6; 58; 0; 8; 0; 0; 4; 4; 59; 52; 0; 94; 0; 29; 0; 1; 2; 3; 120; 20; 0; 1; 0; 1; 0; 904; 0; 0; 1; 0; 3; 0; 0; 0; 0; 0; 2; 5; 8; 0; 0; 71; 110; 17
Penalva do Castelo; 0; 1; 0; 0; 0; 0; 23; 0; 0; 0; 2; 2; 0; 0; 5; 0; 24; 15; 0; 0; 0; 0; 0; 0; 10; 0; 1; 5; 3; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 64
Penamacor; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 22; 0; 1; 17; 0; 0; 0; 1; 0; 0; 12; 0; 7; 0; 1; 10; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 2; 0; 1; 0; 0; 1; 0; 2; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2
Penedono; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 3; 0; 1; 1; 0; 11; 1; 0; 0; 0; 0; 0; 0; 3; 0; 0; 1; 0; 4; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 24
Penela; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 133; 2; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 11; 9; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 2; 1; 0; 1; 4; 0; 0; 2; 0; 0; 0; 0; 0; 0
Peniche; 0; 0; 17; 0; 0; 0; 13; 0; 0; 1; 1; 0; 25; 4; 3; 0; 42; 12; 2; 3; 0; 6; 0; 1; 0; 0; 1; 0; 84; 249; 0; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 119; 0; 0; 3; 0; 4; 11; 0; 19; 0; 0; 1; 0; 1; 5; 3; 0; 0; 0; 0; 0; 0; 0; 1
Peso da Régua; 1; 0; 1; 1; 0; 0; 18; 0; 0; 0; 16; 51; 0; 1; 3; 2; 34; 7; 0; 0; 0; 1; 2; 0; 3; 0; 1; 21; 5; 18; 10; 0; 5; 0; 7; 0; 1; 0; 1; 2; 0; 0; 0; 0; 0; 0; 111; 0; 0; 2; 0; 1; 2; 0; 0; 0; 0; 0; 1; 0; 0; 0; 7; 117; 29
Pinhel; 0; 0; 3; 0; 0; 0; 10; 0; 0; 0; 1; 2; 0; 0; 20; 0; 34; 44; 1; 2; 0; 2; 0; 0; 50; 0; 3; 1; 2; 23; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 2; 5
Pombal; 0; 0; 23; 1; 0; 0; 74; 1; 1; 2; 13; 3; 25; 4; 26; 0; 501; 39; 0; 18; 0; 8; 0; 0; 2; 0; 0; 0; 407; 225; 1; 2; 2; 1; 0; 0; 14; 0; 2; 5; 0; 29; 1; 0; 4; 1; 43; 16; 0; 11; 0; 4; 0; 0; 1; 19; 0; 1; 0; 0; 0; 0; 1; 5; 11
